AETAS,1_1
ET/2,1_1
SEXVS,1_1
PER,1_1
DISTINGVO,1_1
LOCVS,1_1
IVXTA/1,1_1
SVVS,1_1
QVISQVE/2,1_1
MODVS,1_1
ACCOMMODVS,1_1
AQVA,1_1
ENIM/2,1_1
VT/4,1_1
SANCTVS,1_1
BASIL,1_1
DICO/2,1_1
FERVIDVS,1_1
QVALITAS,1_1
RECIPIO,1_1
CVM/2,1_1
PER,1_1
CERTVS,1_1
QVIDAM,1_1
METALLVM,1_1
TRANSCVRRO,1_1
ET/2,1_1
FIO,1_1
NON,1_1
SOLVS,1_1
CALIDVS,1_1
SED,1_1
ET/2,1_1
ARDEO,1_1
QVI/1,1_1
ETIAM,1_1
VENA,1_1
METALLVM,1_1
AER,1_1
FERRVM,1_1
ET/2,1_1
PLVMBVM,1_1
ET/2,1_1
ARGENTVM,1_1
FECVNDVS,1_1
GIGNO,1_1
ET/2,1_1
LAPIS,1_1
GAGATES,1_1
PLVRIMVS,1_1
OPTIMVS,1_1
SVM/1,1_1
AVTEM,1_1
NIGROGEMMEVS,1_1
ET/2,1_1
ARDEO,1_1
IGNIS,1_1
ADMOVEO,1_1
INCENDO,1_1
SERPENS,1_1
FVGO,1_1
ATTERO,1_1
CALEFACIO,1_1
APPLICO,1_1
DETINEO,1_1
AEQVVS,1_1
VT/4,1_1
SVCINVM,1_1
SVM/1,1_1
ET/2,1_1
CIVITAS,1_1
QVONDAM,1_1
VIGINTI,1_1
ET/2,1_1
OCTO,1_1
NOBILIS/2,1_1
INSIGNIO,1_1
PRAETER/2,1_1
CASTELLVM,1_1
INNVMERVS,1_1
QVI/1,1_1
ET/2,1_1
IPSE,1_1
MVRVS,1_1
TVRRIS,1_1
PORTVS,1_1
AC/1,1_1
SERA/1,1_1
SVM/1,1_1
INSTRVO,1_1
FIRMVS,1_1
ET/2,1_1
QVIA,1_1
PROPE/2,1_1
SVB,1_1
IPSE,1_1
SEPTENTRIONALIS,1_1
VERTEX,1_1
MVNDVS/1,1_1
IACEO,1_1
LVCIDVS,1_1
AESTAS,1_1
NOX,1_1
HABEO,1_1
ITA,1_1
VT/4,1_1
MEDIVS,1_1
SAEPE,1_1
TEMPVS/1,1_1
NOX,1_1
IN,1_1
QVAESTIO,1_1
VENIO,1_1
INTVEOR,1_1
VTER/4,1_1
CREPVSCVLVM,1_1
ADHVC,1_1
PERMANEO,1_1
VESPERTINVS,1_1
AN,1_1
IAM,1_1
ADVENIO,1_1
MATVTINVS,1_1
VTPOTE,1_1
NOCTVRNVS,1_1
SOL,1_1
NON,1_1
LONGE,1_1
SVB,1_1
TERRA,1_1
AD/2,1_1
ORIENS/N,1_1
BOREALIS,1_1
PER,1_1
PLAGA/2,1_1
REDEO/1,1_1
VNDE/1,1_1
ETIAM,1_1
MVLTVS,1_1
LONGITVDO,1_1
HABEO,1_1
DIES,1_1
AESTAS,1_1
SICVT/1,1_1
ET/2,1_1
NOX,1_1
CONTRA/2,1_1
IN,1_1
BRVMA,1_1
SOL,1_1
NIMIRVM,1_1
TVM,1_1
LIBYCVS/A,1_1
IN,1_1
PARS,1_1
SECEDO/1,1_1
IS,1_1
SVM/1,1_1
HORA,1_1
DECEM,1_1
ET/2,1_1
OCTO,1_1
MVLTVS,1_1
ITEM,1_1
BREVITAS,1_1
NOX,1_1
AESTAS,1_1
ET/2,1_1
DIES,1_1
HABEO,1_1
IN,1_1
BRVMA,1_1
HIC/1,1_1
SVM/1,1_1
SEX,1_1
SOLVMMODO,1_1
AEQVINOCTIALIS,1_1
HORA,1_1
CVM/2,1_1
IN,1_1
ARMENIA/N,1_1
MACEDONIA/N,1_1
ITALIA/N,1_1
CETERVS,1_1
IDEM,1_1
LINEA,1_1
REGIO,1_1
LONGVS,1_1
DIES,1_1
SIVE/1,1_1
NOX,1_1
QVINDECIM,1_1
BREVIS,1_1
NOVEM,1_1
COMPLEO,1_1
HORA,1_1
HIC/1,1_1
IN,1_1
PRAESENS,1_1
IVXTA/1,1_1
NVMERVS,1_1
LIBER/1,1_1
QVI/1,1_1
LEX,1_1
DIVINVS/2,1_1
SCRIBO,1_1
SVM/1,1_1
QVINQVE,1_1
GENS,1_1
LINGVA,1_1
VNVS,1_1
IDEM,1_1
SVMMVS,1_1
VERITAS,1_1
ET/2,1_1
VERVS,1_1
SVBLIMITAS,1_1
SCIENTIA,1_1
SCRVTOR,1_1
ET/2,1_1
CONFITEOR,1_1
ANGLI/N,1_1
VIDELICET,1_1
BRITANNI/N,1_1
SCOTI/N,1_1
PICTI/N,1_1
ET/2,1_1
LATINI/N,1_1
QVI/1,1_1
MEDITATIO,1_1
SCRIBO,1_1
CETERVS,1_1
OMNIS,1_1
SVM/1,1_1
FACIO,1_1
COMMVNIS,1_1
IN,1_1
PRIMVS,1_1
AVTEM,1_1
HIC/1,1_1
INSVLA,1_1
BRITANNI/N,1_1
SOLVS,1_1
AB,1_1
QVI/1,1_1
NOMEN,1_1
ACCIPIO,1_1
INCOLA,1_1
HABEO,1_1
QVI/1,1_1
DE,1_1
TRACTVS,1_1
AREMORICVS/A,1_1
VT/4,1_1
FERO,1_1
BRITANNIA/N,1_1
ADVEHO,1_1
AVSTRALIS,1_1
SVI/1,1_1
PARS,1_1
ILLE,1_1
VINDICO,1_1
ET/2,1_1
CVM/2,1_1
MVLTVS,1_1
INSVLA,1_1
PARS,1_1
INCIPIO,1_1
AB,1_1
AVSTER,1_1
POSSIDEO,1_1
CONTINGO/1,1_1
GENS,1_1
PICTI/N,1_1
DE,1_1
SCYTHIA/N,1_1
VT/4,1_1
PERHIBEO,1_1
LONGVS,1_1
NAVIS,1_1
NON,1_1
MVLTVS,1_1
OCEANVS/1,1_1
INGREDIOR,1_1
CIRCVMAGO,1_1
FLATVS,1_1
VENTVS,1_1
EXTRA/2,1_1
FINIS,1_1
OMNIS,1_1
BRITANNIA/N,1_1
HIBERNIA/N,1_1
PERVENIO,1_1
IS,1_1
SEPTENTRIONALIS,1_1
ORA,1_1
INTRO/1,1_1
AC/1,1_1
INVENIO,1_1
