,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
doctor,1,0.15748031496062992,adeo/1,1,0.15772870662460567,qvodammodo,1,0.18975332068311196,qvasi/1,1,0.18018018018018017,caelvm/1,1,0.16583747927031509,apostolicvs,1,0.17605633802816903,commvnis,1,0.15822784810126583,maneo,1,0.17543859649122806,miracvlvm,1,0.16501650165016502,postqvam,1,0.19230769230769232,sedes,1,0.15060240963855423,ivbeo,1,0.1692047377326565,apostolicvs,1,0.15527950310559005,praedico/3,1,0.19083969465648853,mvto/2,1,0.199203187250996,ingredior,1,0.16260162601626016,maneo,1,0.14144271570014144,credo,1,0.16806722689075632,vigilia,1,0.15337423312883436,inclvdo,1,0.1388888888888889
possessio,1,0.15748031496062992,resto,1,0.15772870662460567,gravis,1,0.18975332068311196,congrvvs,1,0.18018018018018017,fvtvrvs,1,0.16583747927031509,sperno,1,0.17605633802816903,primvs,1,0.15822784810126583,christianvs/2,1,0.17543859649122806,congrvvs,1,0.16501650165016502,mvto/2,1,0.19230769230769232,volo/3,1,0.15060240963855423,antea,1,0.1692047377326565,servio,1,0.15527950310559005,commvnico,1,0.19083969465648853,perfectio,1,0.199203187250996,intro/1,1,0.16260162601626016,necessarivs/2,1,0.14144271570014144,intercessio,1,0.16806722689075632,servio,1,0.15337423312883436,pvlcher,1,0.1388888888888889
sermo,1,0.15748031496062992,coepio,1,0.15772870662460567,decet,1,0.18975332068311196,species,1,0.18018018018018017,maneo,1,0.16583747927031509,animvs,1,0.17605633802816903,fero,1,0.15822784810126583,servio,1,0.17543859649122806,potestas,1,0.16501650165016502,amo,1,0.19230769230769232,cvmqve,1,0.15060240963855423,svpervenio,1,0.1692047377326565,velvt/1,1,0.15527950310559005,benignvs,1,0.19083969465648853,mors,1,0.199203187250996,ergo/2,1,0.16260162601626016,ivbeo,1,0.14144271570014144,maximvs,1,0.16806722689075632,morior,1,0.15337423312883436,nvllvs,1,0.1388888888888889
pontificatvs,1,0.15748031496062992,cvmqve,1,0.15772870662460567,immo,1,0.18975332068311196,confero,1,0.18018018018018017,regivs,1,0.16583747927031509,doctrina,1,0.17605633802816903,ingredior,1,0.15822784810126583,cvnctvs,1,0.17543859649122806,sermo,1,0.16501650165016502,doleo,1,0.19230769230769232,consto,1,0.15060240963855423,svpero,1,0.1692047377326565,sperno,1,0.15527950310559005,hospitivm,1,0.19083969465648853,proficio,1,0.199203187250996,volo/3,1,0.16260162601626016,licentia,1,0.14144271570014144,mvltvs,1,0.16806722689075632,animvs,1,0.15337423312883436,ferrvm,1,0.1388888888888889
praefero,1,0.15748031496062992,vxor,1,0.15772870662460567,altar,1,0.18975332068311196,sermo,1,0.18018018018018017,licentia,1,0.16583747927031509,convenio,1,0.17605633802816903,intro/1,1,0.15822784810126583,praedico/2,1,0.17543859649122806,repente,1,0.16501650165016502,porto,1,0.19230769230769232,hactenvs,1,0.15060240963855423,comes,1,0.1692047377326565,morior,1,0.15527950310559005,appropinqvo,1,0.19083969465648853,perdo,1,0.199203187250996,consentio,1,0.16260162601626016,vexillvm,1,0.14144271570014144,voco,1,0.16806722689075632,caelestis,1,0.15337423312883436,lapis,1,0.1388888888888889
idolvm,1,0.15748031496062992,consentio,1,0.15772870662460567,cavsa,1,0.18975332068311196,pontificatvs,1,0.18018018018018017,ibidem,1,0.16583747927031509,doctor,1,0.17605633802816903,impetro,1,0.15822784810126583,converto,1,0.17543859649122806,saecvlaris,1,0.16501650165016502,decet,1,0.19230769230769232,potivs,1,0.15060240963855423,avfero,1,0.1692047377326565,baptizo,1,0.15527950310559005,ira,1,0.19083969465648853,altar,1,0.199203187250996,consto,1,0.16260162601626016,praedico/3,1,0.14144271570014144,nvllvs,1,0.16806722689075632,praedico/2,1,0.15337423312883436,instrvo,1,0.1388888888888889
dvco,1,0.15748031496062992,res,1,0.15772870662460567,lectio,1,0.18975332068311196,parvvs/2,1,0.18018018018018017,virtvs,1,0.16583747927031509,possessio,1,0.17605633802816903,magnvs,1,0.15822784810126583,debeo,1,0.17543859649122806,praemivm,1,0.16501650165016502,conversatio,1,0.19230769230769232,consvetvdo,1,0.15060240963855423,ieivnivm,1,0.1692047377326565,oro,1,0.15527950310559005,velvt/1,1,0.19083969465648853,amor,1,0.199203187250996,dvx,1,0.16260162601626016,relinqvo,1,0.14144271570014144,vmqvam,1,0.16806722689075632,convenio,1,0.15337423312883436,sicvt/1,1,0.1388888888888889
labor/1,1,0.15748031496062992,eligo/3,1,0.15772870662460567,expleo,1,0.18975332068311196,consvo,1,0.18018018018018017,assensvs,1,0.16583747927031509,dominicvs,1,0.17605633802816903,ergo/2,1,0.15822784810126583,transfero,1,0.17543859649122806,proficio,1,0.16501650165016502,fvngor,1,0.19230769230769232,regnvm,1,0.15060240963855423,servio,1,0.1692047377326565,dominicvs,1,0.15527950310559005,animvs,1,0.19083969465648853,qvomodo/1,1,0.199203187250996,qvin/1,1,0.16260162601626016,commvnico,1,0.14144271570014144,soleo,1,0.16806722689075632,gradvs,1,0.15337423312883436,nimirvm,1,0.1388888888888889
consvo,1,0.15748031496062992,servo,1,0.15772870662460567,resvrrectio,1,0.18975332068311196,negotivm,1,0.18018018018018017,peregrinvs/2,1,0.16583747927031509,transfero,1,0.17605633802816903,aspicio,1,0.15822784810126583,gero,1,0.17543859649122806,consvo,1,0.16501650165016502,vrbs,1,0.19230769230769232,sine,1,0.15060240963855423,patior,1,0.1692047377326565,gero,1,0.15527950310559005,doctrina,1,0.19083969465648853,sacramentvm,1,0.199203187250996,talis,1,0.16260162601626016,apostolicvs,1,0.14144271570014144,aetas,1,0.16806722689075632,caro/1,1,0.15337423312883436,hora,1,0.1388888888888889
qvodammodo,1,0.15748031496062992,procedo/1,1,0.15772870662460567,spiritvs,1,0.18975332068311196,porto,1,0.18018018018018017,nolo,1,0.16583747927031509,pontificatvs,1,0.17605633802816903,habito,1,0.15822784810126583,praefero,1,0.17543859649122806,doleo,1,0.16501650165016502,semper,1,0.19230769230769232,fvtvrvs,1,0.15060240963855423,dvm/2,1,0.1692047377326565,pontificatvs,1,0.15527950310559005,converto,1,0.19083969465648853,exorior,1,0.199203187250996,totvs,1,0.16260162601626016,secvndvs/1,1,0.14144271570014144,qvia,1,0.16806722689075632,mors,1,0.15337423312883436,scientia,1,0.1388888888888889
gravis,1,0.15748031496062992,dvx,1,0.15772870662460567,intvs/2,1,0.18975332068311196,intentio,1,0.18018018018018017,vester,1,0.16583747927031509,praefero,1,0.17605633802816903,hactenvs,1,0.15822784810126583,repente,1,0.17543859649122806,pvlvis,1,0.16501650165016502,amor,1,0.19230769230769232,donec,1,0.15060240963855423,convenio,1,0.1692047377326565,praefero,1,0.15527950310559005,qvasi/1,1,0.19083969465648853,ivvo,1,0.199203187250996,dives,1,0.16260162601626016,morior,1,0.14144271570014144,iaceo,1,0.16806722689075632,labor/1,1,0.15337423312883436,primvs,1,0.1388888888888889
amor,1,0.15748031496062992,hactenvs,1,0.15772870662460567,svpra/2,1,0.18975332068311196,nihil,1,0.18018018018018017,servio,1,0.16583747927031509,idolvm,1,0.17605633802816903,potivs,1,0.15822784810126583,mors,1,0.17543859649122806,gravis,1,0.16501650165016502,ivvo,1,0.19230769230769232,christianvs/2,1,0.15060240963855423,converto,1,0.1692047377326565,profero,1,0.15527950310559005,incarnatio,1,0.19083969465648853,patefacio,1,0.199203187250996,antiqvitvs,1,0.16260162601626016,caelestis,1,0.14144271570014144,contra/2,1,0.16806722689075632,proficio,1,0.15337423312883436,fero,1,0.1388888888888889
ratio,1,0.15748031496062992,nemo,1,0.15772870662460567,creber,1,0.18975332068311196,immo,1,0.18018018018018017,secvndvs/1,1,0.16583747927031509,dignitas,1,0.17605633802816903,egredior,1,0.15822784810126583,praemivm,1,0.17543859649122806,porto,1,0.16501650165016502,siqvidem,1,0.19230769230769232,svpervenio,1,0.15060240963855423,doctor,1,0.1692047377326565,devotio,1,0.15527950310559005,profero,1,0.19083969465648853,ocvlvs,1,0.199203187250996,praecipio,1,0.16260162601626016,conflvo,1,0.14144271570014144,facio,1,0.16806722689075632,iacto,1,0.15337423312883436,perhibeo,1,0.1388888888888889
loqvor,1,0.15748031496062992,propter/2,1,0.15772870662460567,anima,1,0.18975332068311196,seqvor,1,0.18018018018018017,patior,1,0.16583747927031509,cogito,1,0.17605633802816903,dvo,1,0.15822784810126583,pvlvis,1,0.17543859649122806,fvngor,1,0.16501650165016502,patefacio,1,0.19230769230769232,crvx,1,0.15060240963855423,debeo,1,0.1692047377326565,saecvlvm,1,0.15527950310559005,devotio,1,0.19083969465648853,exspecto,1,0.199203187250996,fvtvrvs,1,0.16260162601626016,doctor,1,0.14144271570014144,contingo/1,1,0.16806722689075632,negotivm,1,0.15337423312883436,dono,1,0.1388888888888889
continvvs,1,0.15748031496062992,vivo,1,0.15772870662460567,ocvlvs,1,0.18975332068311196,semper,1,0.18018018018018017,animvs,1,0.16583747927031509,labor/1,1,0.17605633802816903,sine,1,0.15822784810126583,nihil,1,0.17543859649122806,ordino,1,0.16501650165016502,qvatvor,1,0.19230769230769232,vexillvm,1,0.15060240963855423,differo,1,0.1692047377326565,largior,1,0.15527950310559005,iacto,1,0.19083969465648853,cerno,1,0.199203187250996,vllvs,1,0.16260162601626016,sermo,1,0.14144271570014144,perhibeo,1,0.16806722689075632,immo,1,0.15337423312883436,volo/3,1,0.1388888888888889
filivs,1,0.15748031496062992,potivs,1,0.15772870662460567,pereo/1,1,0.18975332068311196,nego,1,0.18018018018018017,debeo,1,0.16583747927031509,consvo,1,0.17605633802816903,necessarivs/2,1,0.15822784810126583,propono,1,0.17543859649122806,seqvor,1,0.16501650165016502,ostendo,1,0.19230769230769232,mos,1,0.15060240963855423,sermo,1,0.1692047377326565,caro/1,1,0.15527950310559005,conversatio,1,0.19083969465648853,pertineo,1,0.199203187250996,necessarivs/2,1,0.16260162601626016,dvco,1,0.14144271570014144,qvamvis/1,1,0.16806722689075632,fvngor,1,0.15337423312883436,habito,1,0.1388888888888889
malvs/3,1,0.15748031496062992,percvtio,1,0.15772870662460567,ivdicivm,1,0.18975332068311196,amor,1,0.18018018018018017,congrvvs,1,0.16583747927031509,actvs/3,1,0.17605633802816903,christianvs/2,1,0.15822784810126583,semper,1,0.17543859649122806,lectio,1,0.16501650165016502,creber,1,0.19230769230769232,iste,1,0.15060240963855423,gero,1,0.1692047377326565,praemivm,1,0.15527950310559005,semper,1,0.19083969465648853,hostis,1,0.199203187250996,ritvs,1,0.16260162601626016,repente,1,0.14144271570014144,aspicio,1,0.16806722689075632,semper,1,0.15337423312883436,coepio,1,0.1388888888888889
constrvo,1,0.15748031496062992,talis,1,0.15772870662460567,exspecto,1,0.18975332068311196,expleo,1,0.18018018018018017,sermo,1,0.16583747927031509,intentio,1,0.17605633802816903,svpero,1,0.15822784810126583,lectio,1,0.17543859649122806,amor,1,0.16501650165016502,anima,1,0.19230769230769232,ieivnivm,1,0.15060240963855423,profero,1,0.1692047377326565,amo,1,0.15527950310559005,cavsa,1,0.19083969465648853,perdvco,1,0.199203187250996,ibidem,1,0.16260162601626016,iacto,1,0.14144271570014144,consto,1,0.16806722689075632,lectio,1,0.15337423312883436,vxor,1,0.1388888888888889
ocvlvs,1,0.15748031496062992,dives,1,0.15772870662460567,pertineo,1,0.18975332068311196,exorior,1,0.18018018018018017,apostolvs,1,0.16583747927031509,decet,1,0.17605633802816903,novvs,1,0.15822784810126583,ratio,1,0.17543859649122806,qvomodo/1,1,0.16501650165016502,ocvlvs,1,0.19230769230769232,caelestis,1,0.15060240963855423,devotio,1,0.1692047377326565,consvo,1,0.15527950310559005,nego,1,0.19083969465648853,dispono,1,0.199203187250996,svpervenio,1,0.16260162601626016,perdo,1,0.14144271570014144,potivs,1,0.16806722689075632,involvo,1,0.15337423312883436,propter/2,1,0.1388888888888889
pereo/1,1,0.15748031496062992,egredior,1,0.15772870662460567,ecce,1,0.18975332068311196,siqvidem,1,0.18018018018018017,dvco,1,0.16583747927031509,nihil,1,0.17605633802816903,assensvs,1,0.15822784810126583,incoho,1,0.17543859649122806,resvrrectio,1,0.16501650165016502,ivdicivm,1,0.19230769230769232,convenio,1,0.15060240963855423,perfectio,1,0.1692047377326565,qvodammodo,1,0.15527950310559005,expleo,1,0.19083969465648853,resvrgo,1,0.199203187250996,vexillvm,1,0.16260162601626016,fvngor,1,0.14144271570014144,patria,1,0.16806722689075632,amor,1,0.15337423312883436,familia,1,0.1388888888888889
cerno,1,0.15748031496062992,antiqvitvs,1,0.15772870662460567,os/1,1,0.18975332068311196,natvra,1,0.18018018018018017,largior,1,0.16583747927031509,propono,1,0.17605633802816903,hospitivm,1,0.15822784810126583,ivvo,1,0.17543859649122806,manifestvs,1,0.16501650165016502,nescio,1,0.19230769230769232,possessio,1,0.15060240963855423,amo,1,0.1692047377326565,doleo,1,0.15527950310559005,laboro,1,0.19083969465648853,accedo/1,1,0.199203187250996,novvs,1,0.16260162601626016,seqvor,1,0.14144271570014144,magnitvdo,1,0.16806722689075632,qvomodo/1,1,0.15337423312883436,tres,1,0.1388888888888889
perdvco,1,0.15748031496062992,meridianvs,1,0.15772870662460567,timeo,1,0.18975332068311196,sors,1,0.18018018018018017,habitvs/1,1,0.16583747927031509,qvomodo/1,1,0.17605633802816903,misericordia,1,0.15822784810126583,qvatvor,1,0.17543859649122806,intvs/2,1,0.16501650165016502,pertineo,1,0.19230769230769232,dominicvs,1,0.15060240963855423,actvs/3,1,0.1692047377326565,immo,1,0.15527950310559005,lvx,1,0.19083969465648853,concedo/1,1,0.199203187250996,ira,1,0.16260162601626016,svccendo,1,0.14144271570014144,ministro,1,0.16806722689075632,expleo,1,0.15337423312883436,dvo,1,0.1388888888888889
dispono,1,0.15748031496062992,imperivm,1,0.15772870662460567,perdvco,1,0.18975332068311196,ostendo,1,0.18018018018018017,cogito,1,0.16583747927031509,natvra,1,0.17605633802816903,cvnctvs,1,0.15822784810126583,demonstro,1,0.17543859649122806,tot,1,0.16501650165016502,commendo,1,0.19230769230769232,potestas,1,0.15060240963855423,gravis,1,0.1692047377326565,vrbs,1,0.15527950310559005,qvatvor,1,0.19083969465648853,praebeo,1,0.199203187250996,oratio,1,0.16260162601626016,intelligo,1,0.14144271570014144,ritvs,1,0.16806722689075632,ivvo,1,0.15337423312883436,mitto,1,0.1388888888888889
