,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
ago,18,1.3595166163141994,venio,14,1.1560693641618496,vervs,15,1.1746280344557558,refero,13,1.128472222222222,ecclesia,13,1.069078947368421,ecclesia,19,1.3888888888888888,vnde/1,15,1.1971268954509178,mors,14,1.1400651465798046,picti/n,14,1.4084507042253522,verbvm,12,1.1527377521613833
episcopvs,16,1.2084592145015105,coepio,14,1.1560693641618496,video,14,1.096319498825372,mors,13,1.128472222222222,provincia,13,1.069078947368421,vita,16,1.1695906432748537,accipio,15,1.1971268954509178,respondeo,13,1.0586319218241043,venio,13,1.30784708249497,alivs,12,1.1527377521613833
virtvs,16,1.2084592145015105,dvm/2,14,1.1560693641618496,svvs,14,1.096319498825372,qvoqve,12,1.0416666666666665,fero,13,1.069078947368421,revereor,14,1.023391812865497,ivbeo,15,1.1971268954509178,tantvs,13,1.0586319218241043,qvidam,13,1.30784708249497,angli/n,11,1.0566762728146013
qvasi/1,16,1.2084592145015105,caelestis,12,0.990916597853014,locvs,14,1.096319498825372,infirmitas,12,1.0416666666666665,promitto,12,0.9868421052631579,simvl/1,13,0.9502923976608186,dominicvs,15,1.1971268954509178,dvco,13,1.0586319218241043,valeo,13,1.30784708249497,vervs,10,0.9606147934678195
angelvs,16,1.2084592145015105,dies,11,0.9083402146985963,verbvm,13,1.0180109631949883,venio,11,0.9548611111111112,filivs,12,0.9868421052631579,pervenio,13,0.9502923976608186,habeo,14,1.1173184357541899,qvasi/1,12,0.9771986970684038,soleo,13,1.30784708249497,vir,10,0.9606147934678195
venio,14,1.0574018126888218,lingva,11,0.9083402146985963,tvvs,11,0.8613938919342208,maneo,11,0.9548611111111112,svscipio,12,0.9868421052631579,mitto,13,0.9502923976608186,advenio,14,1.1173184357541899,videlicet,11,0.8957654723127036,mitto,13,1.30784708249497,omnis,10,0.9606147934678195
vsqve,14,1.0574018126888218,pvlvis,11,0.9083402146985963,noster,11,0.8613938919342208,cognosco,10,0.8680555555555556,vsqve,11,0.9046052631578948,ago,12,0.8771929824561403,dies,14,1.1173184357541899,invenio,11,0.8957654723127036,videlicet,11,1.1066398390342052,habeo,10,0.9606147934678195
accipio,14,1.0574018126888218,cvro,10,0.8257638315441783,volo/3,11,0.8613938919342208,servio,10,0.8680555555555556,vir,10,0.8223684210526315,dominvs,12,0.8771929824561403,do,14,1.1173184357541899,dico/2,11,0.8957654723127036,locvs,10,1.0060362173038229,cvra,9,0.8645533141210375
habeo,13,0.9818731117824773,vnde/1,10,0.8257638315441783,hora,10,0.7830853563038371,saecvlvm,10,0.8680555555555556,voco,10,0.8223684210526315,ordino,12,0.8771929824561403,mos,14,1.1173184357541899,qvidam,11,0.8957654723127036,voco,9,0.9054325955734407,gratia,9,0.8645533141210375
dominvs,13,0.9818731117824773,maneo,10,0.8257638315441783,accipio,10,0.7830853563038371,lvx,10,0.8680555555555556,ivxta/1,10,0.8223684210526315,cantvari/n,11,0.804093567251462,inqvio,13,1.0375099760574622,ignis,11,0.8957654723127036,mare,9,0.9054325955734407,avdio,8,0.7684918347742555
svpra/2,13,0.9818731117824773,ibidem,10,0.8257638315441783,tantvs,10,0.7830853563038371,dvco,9,0.78125,sanctvs,9,0.7401315789473684,ibi,11,0.804093567251462,vsqve,12,0.9577015163607342,cvmqve,11,0.8957654723127036,ergo/2,9,0.9054325955734407,maxime,8,0.7684918347742555
manvs/1,13,0.9818731117824773,canto,10,0.8257638315441783,homo,10,0.7830853563038371,congregatio,9,0.78125,omnis,9,0.7401315789473684,recipio,11,0.804093567251462,nomen,12,0.9577015163607342,narro,11,0.8957654723127036,hodie,9,0.9054325955734407,qvoqve,8,0.7684918347742555
qvoqve,12,0.906344410876133,dominvs,9,0.7431874483897605,nihil,10,0.7830853563038371,provincia,8,0.6944444444444444,praesvm/1,9,0.7401315789473684,imperivm,11,0.804093567251462,aio,12,0.9577015163607342,vivo,10,0.8143322475570033,totvs,9,0.9054325955734407,papa,8,0.7684918347742555
frater,12,0.906344410876133,interrogo,9,0.7431874483897605,hostis,10,0.7830853563038371,dico/2,8,0.6944444444444444,habeo,9,0.7401315789473684,baptizo,11,0.804093567251462,venio,11,0.8778930566640064,relinqvo,10,0.8143322475570033,angli/n,8,0.8048289738430584,pars,8,0.7684918347742555
svscipio,12,0.906344410876133,sanitas,9,0.7431874483897605,nvnc,9,0.7047768206734534,pervenio,8,0.6944444444444444,nomen,9,0.7401315789473684,regno,11,0.804093567251462,nihil,11,0.8778930566640064,nvnc,9,0.7328990228013029,nvllvs,8,0.8048289738430584,veritas,8,0.7684918347742555
terra,11,0.8308157099697886,doceo,8,0.6606110652353426,respondeo,9,0.7047768206734534,nomen,8,0.6944444444444444,britanni/n,9,0.7401315789473684,verbvm,10,0.7309941520467835,rex,10,0.7980845969672785,frater,9,0.7328990228013029,septentrionalis,8,0.8048289738430584,mitto,8,0.7684918347742555
tantvs,11,0.8308157099697886,video,8,0.6606110652353426,debeo,9,0.7047768206734534,soleo,8,0.6944444444444444,dies,8,0.6578947368421052,disco,10,0.7309941520467835,traditio,10,0.7980845969672785,ergo/2,9,0.7328990228013029,contra/2,8,0.8048289738430584,salvs,7,0.6724303554274735
voco,10,0.7552870090634441,affero,8,0.6606110652353426,solvs,8,0.6264682850430697,avdio,7,0.607638888888889,christianvs/2,8,0.6578947368421052,reverto,10,0.7309941520467835,credo,10,0.7980845969672785,morior,9,0.7328990228013029,qvoqve,7,0.7042253521126761,disco,7,0.6724303554274735
nobilis/2,10,0.7552870090634441,episcopvs,8,0.6606110652353426,vnde/1,8,0.6264682850430697,salvs,7,0.607638888888889,oswald/n1,8,0.6578947368421052,memini,10,0.7309941520467835,nolo,10,0.7980845969672785,ibi,8,0.6514657980456027,dico/2,7,0.7042253521126761,littera,7,0.6724303554274735
soleo,9,0.6797583081570997,pono,8,0.6606110652353426,inqvio,8,0.6264682850430697,memoria,7,0.607638888888889,venio,7,0.575657894736842,filivs,10,0.7309941520467835,pater,9,0.7182761372705506,vita,8,0.6514657980456027,saepe,7,0.7042253521126761,virtvs,7,0.6724303554274735
redeo/1,9,0.6797583081570997,adhvc,8,0.6606110652353426,cvmqve,8,0.6264682850430697,qvidam,7,0.607638888888889,locvs,7,0.575657894736842,teneo,10,0.7309941520467835,ago,9,0.7182761372705506,volo/3,8,0.6514657980456027,terra,7,0.7042253521126761,prior,6,0.5763688760806917
cvnctvs,9,0.6797583081570997,disco,7,0.5780346820809248,novvs,8,0.6264682850430697,fero,7,0.607638888888889,facio,7,0.575657894736842,qvoqve,9,0.6578947368421052,lingva,9,0.7182761372705506,dvo,8,0.6514657980456027,dies,7,0.7042253521126761,lego/2,6,0.5763688760806917
prior,8,0.6042296072507553,cvmqve,7,0.5780346820809248,caelestis,8,0.6264682850430697,dvm/2,7,0.607638888888889,dominvs,7,0.575657894736842,cvro,9,0.6578947368421052,vivo,9,0.7182761372705506,iste,8,0.6514657980456027,britanni/n,7,0.7042253521126761,nosco,6,0.5763688760806917
stvdivm,8,0.6042296072507553,tantvs,7,0.5780346820809248,seqvor,8,0.6264682850430697,oro,7,0.607638888888889,regina,7,0.575657894736842,mvltvs,9,0.6578947368421052,vervs,8,0.6384676775738228,caelestis,8,0.6514657980456027,peto,7,0.7042253521126761,cognosco,6,0.5763688760806917
peto,8,0.6042296072507553,virtvs,7,0.5780346820809248,svscipio,8,0.6264682850430697,qvasi/1,7,0.607638888888889,nihil,7,0.575657894736842,civitas,9,0.6578947368421052,cvro,8,0.6384676775738228,statim,8,0.6514657980456027,dvx,7,0.7042253521126761,dico/2,6,0.5763688760806917
praecipio,8,0.6042296072507553,animvs,7,0.5780346820809248,pontifex,7,0.548159749412686,dolor,7,0.607638888888889,pascha,7,0.575657894736842,dono,9,0.6578947368421052,sancio,8,0.6384676775738228,appareo,8,0.6514657980456027,semper,7,0.7042253521126761,insvla,6,0.5763688760806917
dvco,8,0.6042296072507553,saecvlvm,7,0.5780346820809248,nvllvs,7,0.548159749412686,nosco,6,0.5208333333333333,miles,7,0.575657894736842,ivbeo,9,0.6578947368421052,servo,8,0.6384676775738228,salvs,7,0.5700325732899023,svvs,6,0.6036217303822937,fidelis/2,6,0.5763688760806917
opvs/1,7,0.5287009063444109,abbatissa,7,0.5780346820809248,do,7,0.548159749412686,percipio,6,0.5208333333333333,filia,7,0.575657894736842,historia,8,0.5847953216374269,svpra/2,8,0.6384676775738228,vsqve,7,0.5700325732899023,longvs,6,0.6036217303822937,excipio,6,0.5763688760806917
infirmitas,7,0.5287009063444109,venerabilis,6,0.495458298926507,potivs,7,0.548159749412686,antistes,6,0.5208333333333333,regno,7,0.575657894736842,pars,8,0.5847953216374269,prior,7,0.5586592178770949,pervenio,7,0.5700325732899023,civitas,6,0.6036217303822937,svvs,6,0.5763688760806917
sicvt/1,7,0.5287009063444109,redeo/1,6,0.495458298926507,crvx,7,0.548159749412686,habeo,6,0.5208333333333333,gratia,6,0.4934210526315789,ministerivm,8,0.5847953216374269,nosco,7,0.5586592178770949,monasterivm,7,0.5700325732899023,flvvivs,6,0.6036217303822937,magnvs,6,0.5763688760806917
propter/2,7,0.5287009063444109,contingo/1,6,0.495458298926507,praedico/2,7,0.548159749412686,pono,6,0.5208333333333333,qvamvis/1,6,0.4934210526315789,adhvc,8,0.5847953216374269,qvoqve,7,0.5586592178770949,intro/1,7,0.5700325732899023,ivxta/1,6,0.6036217303822937,converto,6,0.5763688760806917
ibidem,7,0.5287009063444109,magnvs,6,0.495458298926507,differo,7,0.548159749412686,credo,6,0.5208333333333333,magnvs,6,0.4934210526315789,praedico/3,8,0.5847953216374269,consvetvdo,7,0.5586592178770949,ascendo,7,0.5700325732899023,qvia,6,0.6036217303822937,ecclesiasticvs,5,0.48030739673390976
caelestis,7,0.5287009063444109,relinqvo,6,0.495458298926507,confero,7,0.548159749412686,voco,6,0.5208333333333333,habito,6,0.4934210526315789,relinqvo,8,0.5847953216374269,vester,7,0.5586592178770949,vervs,6,0.4885993485342019,nox,6,0.6036217303822937,bonvs,5,0.48030739673390976
cavsa,7,0.5287009063444109,transfero,6,0.495458298926507,cor,7,0.548159749412686,nvllvs,6,0.5208333333333333,totvs,6,0.4934210526315789,transeo/1,8,0.5847953216374269,observatio,7,0.5586592178770949,refero,6,0.4885993485342019,facio,6,0.6036217303822937,dignvs,5,0.48030739673390976
sollicitvs,6,0.4531722054380665,homo,6,0.495458298926507,offero,7,0.548159749412686,dies,6,0.5208333333333333,religio,6,0.4934210526315789,eo/1,8,0.5847953216374269,video,6,0.4788507581803671,opvs/1,6,0.4885993485342019,sedes,6,0.6036217303822937,diligens,5,0.48030739673390976
videlicet,6,0.4531722054380665,neqvaqvam,6,0.495458298926507,avdio,6,0.4698512137823023,anima,6,0.5208333333333333,servio,6,0.4934210526315789,memoria,7,0.5116959064327485,videlicet,6,0.4788507581803671,ardeo,6,0.4885993485342019,verbvm,5,0.5030181086519114,discipvlvs,5,0.48030739673390976
ibi,6,0.4531722054380665,revereor,5,0.41288191577208916,alivs,6,0.4698512137823023,ocvlvs,6,0.5208333333333333,baptizo,6,0.4934210526315789,theodore/n1,7,0.5116959064327485,romanvs/a,6,0.4788507581803671,peto,6,0.4885993485342019,regio,5,0.5030181086519114,pontifex,5,0.48030739673390976
invenio,6,0.4531722054380665,ecclesia,5,0.41288191577208916,praedico/3,6,0.4698512137823023,svscipio,6,0.5208333333333333,sacramentvm,6,0.4934210526315789,pontifex,7,0.5116959064327485,fidelis/2,6,0.4788507581803671,virtvs,6,0.4885993485342019,ibi,5,0.5030181086519114,vsqve,5,0.48030739673390976
cvmqve,6,0.4531722054380665,vmqvam,5,0.41288191577208916,cavsa,6,0.4698512137823023,pver,6,0.5208333333333333,pax,6,0.4934210526315789,romanvs/a,7,0.5116959064327485,respondeo,6,0.4788507581803671,ocvlvs,6,0.4885993485342019,fides/2,5,0.5030181086519114,credo,5,0.48030739673390976
res,6,0.4531722054380665,fero,5,0.41288191577208916,malvs/3,6,0.4698512137823023,perficio,6,0.5208333333333333,manvs/1,6,0.4934210526315789,adeo/1,7,0.5116959064327485,labor/1,6,0.4788507581803671,alter,6,0.4885993485342019,maximvs,5,0.5030181086519114,qvia,5,0.48030739673390976
servo,6,0.4531722054380665,intro/1,5,0.41288191577208916,signvm,6,0.4698512137823023,rapio,6,0.5208333333333333,exercitvs/1,6,0.4934210526315789,res,7,0.5116959064327485,homo,6,0.4788507581803671,religiosvs,5,0.40716612377850164,vnde/1,5,0.5030181086519114,liber/1,5,0.48030739673390976
vivo,6,0.4531722054380665,do,5,0.41288191577208916,frater,5,0.39154267815191857,devoveo,6,0.5208333333333333,villa,6,0.4934210526315789,servo,7,0.5116959064327485,cavsa,6,0.4788507581803671,venio,5,0.40716612377850164,recipio,5,0.5030181086519114,facio,5,0.48030739673390976
dvm/2,6,0.4531722054380665,capvt,5,0.41288191577208916,qvondam,5,0.39154267815191857,religiosvs,5,0.4340277777777778,prior,5,0.41118421052631576,svscipio,7,0.5116959064327485,sabbatvm,6,0.4788507581803671,infirmitas,5,0.40716612377850164,sicvt/1,5,0.5030181086519114,sedes,5,0.48030739673390976
lectio,6,0.4531722054380665,ivbeo,5,0.41288191577208916,adhvc,5,0.39154267815191857,ago,5,0.4340277777777778,cvro,5,0.41118421052631576,postmodvm,7,0.5116959064327485,probo,5,0.39904229848363926,adhvc,5,0.40716612377850164,dono,5,0.5030181086519114,tantvs,5,0.48030739673390976
vbicvmqve/2,6,0.4531722054380665,sermo,5,0.41288191577208916,advenio,5,0.39154267815191857,praeter/2,5,0.4340277777777778,episcopvs,5,0.41118421052631576,aliqvot,7,0.5116959064327485,omnis,5,0.39904229848363926,inqvio,5,0.40716612377850164,do,5,0.5030181086519114,regivs,5,0.48030739673390976
nvper,5,0.3776435045317221,gravis,5,0.41288191577208916,primvs,5,0.39154267815191857,donec,5,0.4340277777777778,finis,5,0.41118421052631576,institvo,6,0.43859649122807015,abba,5,0.39904229848363926,aspicio,5,0.40716612377850164,christianvs/2,5,0.5030181086519114,animvs,5,0.48030739673390976
refero,5,0.3776435045317221,rogo,5,0.41288191577208916,qvin/1,5,0.39154267815191857,ieivnivm,5,0.4340277777777778,ergo/2,5,0.41118421052631576,pater,6,0.43859649122807015,frater,5,0.39904229848363926,hvc,5,0.40716612377850164,cvnctvs,5,0.5030181086519114,miracvlvm,5,0.48030739673390976
cvro,5,0.3776435045317221,teneo,5,0.41288191577208916,dominvs,5,0.39154267815191857,seqvor,5,0.4340277777777778,popvlvs/1,5,0.41118421052631576,voco,6,0.43859649122807015,veritas,5,0.39904229848363926,actvs/3,5,0.40716612377850164,provincia,4,0.4024144869215292,apostolvs,5,0.48030739673390976
deniqve,5,0.3776435045317221,narro,5,0.41288191577208916,assensvs,5,0.39154267815191857,sepvlcrvm,5,0.4340277777777778,mitto,5,0.41118421052631576,aetas,6,0.43859649122807015,ivxta/1,5,0.39904229848363926,nihil,5,0.40716612377850164,invenio,4,0.4024144869215292,pavper,5,0.48030739673390976
pervenio,5,0.3776435045317221,excito/1,5,0.41288191577208916,doctrina,5,0.39154267815191857,vestis,5,0.4340277777777778,cvnctvs,5,0.41118421052631576,advenio,6,0.43859649122807015,qvaestio,5,0.39904229848363926,clarvs,5,0.40716612377850164,fons,4,0.4024144869215292,alter,5,0.48030739673390976
adhvc,5,0.3776435045317221,somnvs,5,0.41288191577208916,honor,5,0.39154267815191857,sacer,5,0.4340277777777778,caelestis,5,0.41118421052631576,propter/2,6,0.43859649122807015,contra/2,5,0.39904229848363926,anima,5,0.40716612377850164,vtpote,4,0.4024144869215292,nvper,4,0.38424591738712777
facio,5,0.3776435045317221,historia,4,0.3303055326176713,oro,5,0.39154267815191857,virgo,5,0.4340277777777778,via,5,0.41118421052631576,tantvs,6,0.43859649122807015,consto,5,0.39904229848363926,agmen,5,0.40716612377850164,lingva,4,0.4024144869215292,nvnc,4,0.38424591738712777
domvs,5,0.3776435045317221,nvnc,4,0.3303055326176713,convenio,5,0.39154267815191857,femina,5,0.4340277777777778,verbvm,4,0.3289473684210526,semper,6,0.43859649122807015,qvin/1,5,0.39904229848363926,prosvm/1,5,0.40716612377850164,finis,4,0.4024144869215292,plenvs,4,0.38424591738712777
avfero,5,0.3776435045317221,avdio,4,0.3303055326176713,ostendo,5,0.39154267815191857,appareo,5,0.4340277777777778,refero,4,0.3289473684210526,minister/1,6,0.43859649122807015,familia,5,0.39904229848363926,noster,4,0.32573289902280134,aeternvs,4,0.4024144869215292,solvs,4,0.38424591738712777
transeo/1,5,0.3776435045317221,refero,4,0.3303055326176713,sedeo,5,0.39154267815191857,sollicitvs,4,0.3472222222222222,dignvs,4,0.3289473684210526,monachvs,6,0.43859649122807015,regnvm,5,0.39904229848363926,simvl/1,4,0.32573289902280134,religio,4,0.4024144869215292,avditor,4,0.38424591738712777
seqvor,5,0.3776435045317221,devs,4,0.3303055326176713,manvs/1,5,0.39154267815191857,disco,4,0.3472222222222222,simvl/1,4,0.3289473684210526,kalendae,6,0.43859649122807015,christianvs/2,5,0.39904229848363926,abba,4,0.32573289902280134,regivs,4,0.4024144869215292,religiosvs,4,0.38424591738712777
amor,5,0.3776435045317221,frater,4,0.3303055326176713,pavlinvs/n1,5,0.39154267815191857,fidelis/2,4,0.3472222222222222,rego,4,0.3289473684210526,appareo,6,0.43859649122807015,doctrina,5,0.39904229848363926,ecclesia,4,0.32573289902280134,vexillvm,4,0.4024144869215292,memoro,4,0.38424591738712777
qvantvs/1,5,0.3776435045317221,erga,4,0.3303055326176713,gavdeo,5,0.39154267815191857,qvia,4,0.3472222222222222,video,4,0.3289473684210526,desidero,5,0.36549707602339176,debeo,5,0.39904229848363926,reverto,4,0.32573289902280134,annvs,4,0.4024144869215292,divinvs/2,4,0.38424591738712777
sepelio,5,0.3776435045317221,sancio,4,0.3303055326176713,sedvlvs,4,0.31323414252153486,tantvs,4,0.3472222222222222,affero,4,0.3289473684210526,avdio,5,0.36549707602339176,praefero,5,0.39904229848363926,habeo,4,0.32573289902280134,solvs,3,0.30181086519114686,scribo,4,0.38424591738712777
timor,5,0.3776435045317221,qvondam,4,0.3303055326176713,divinvs/2,4,0.31323414252153486,aeternvs,4,0.3472222222222222,nordanhymbri/n,4,0.3289473684210526,vervs,5,0.36549707602339176,profero,5,0.39904229848363926,mevs,4,0.32573289902280134,scribo,3,0.30181086519114686,video,4,0.38424591738712777
honorificvs,5,0.3776435045317221,valeo,4,0.3303055326176713,salvs,4,0.31323414252153486,gavdivm,4,0.3472222222222222,proximvs,4,0.3289473684210526,scribo,5,0.36549707602339176,vrbs,5,0.39904229848363926,locvs,4,0.32573289902280134,cetervs,3,0.30181086519114686,vox,4,0.38424591738712777
desidero,4,0.3021148036253776,aetas,4,0.3303055326176713,cetervs,4,0.31323414252153486,vocabvlvm,4,0.3472222222222222,sancio,4,0.3289473684210526,doceo,5,0.36549707602339176,ostendo,5,0.39904229848363926,longvs,4,0.32573289902280134,disco,3,0.30181086519114686,postea,4,0.38424591738712777
lego/2,4,0.3021148036253776,prope/2,4,0.3303055326176713,doceo,4,0.31323414252153486,morior,4,0.3472222222222222,civitas,4,0.3289473684210526,vsqve,5,0.36549707602339176,timeo,5,0.39904229848363926,advenio,4,0.32573289902280134,ecclesia,3,0.30181086519114686,nonnvllvs,4,0.38424591738712777
vervs,4,0.3021148036253776,noctvrnvs,4,0.3303055326176713,venio,4,0.31323414252153486,defvngor,4,0.3472222222222222,genvs/1,4,0.3289473684210526,svpernvs,5,0.36549707602339176,celebratio,5,0.39904229848363926,sicvt/1,4,0.32573289902280134,permitto,3,0.30181086519114686,romanvs/a,4,0.38424591738712777
religiosvs,4,0.3021148036253776,secedo/1,4,0.3303055326176713,consilivm,4,0.31323414252153486,gravis,4,0.3472222222222222,lingva,4,0.3289473684210526,regnvm,5,0.36549707602339176,observo,5,0.39904229848363926,accipio,4,0.32573289902280134,pater,3,0.30181086519114686,colligo/3,4,0.38424591738712777
theodore/n1,4,0.3021148036253776,ergo/2,4,0.3303055326176713,fides/2,4,0.31323414252153486,ordino,4,0.3472222222222222,primvs,4,0.3289473684210526,pontificatvs,5,0.36549707602339176,praebeo,5,0.39904229848363926,ingredior,4,0.32573289902280134,svccessor,3,0.30181086519114686,praesens,4,0.38424591738712777
institvo,4,0.3021148036253776,respondeo,4,0.3303055326176713,percipio,4,0.31323414252153486,exemplvm,4,0.3472222222222222,coepio,4,0.3289473684210526,devotio,5,0.36549707602339176,disciplina,5,0.39904229848363926,egredior,4,0.32573289902280134,diversvs,3,0.30181086519114686,sacerdos,4,0.38424591738712777
svpersvm/1,4,0.3021148036253776,praecipio,4,0.3303055326176713,pervenio,4,0.31323414252153486,filia,4,0.3472222222222222,caelvm/1,4,0.3289473684210526,exigo,5,0.36549707602339176,sollemnis,5,0.39904229848363926,flvmen,4,0.32573289902280134,innvmervs,3,0.30181086519114686,libellvs,4,0.38424591738712777
erga,4,0.3021148036253776,aeternvs,4,0.3303055326176713,qvalis/1,4,0.31323414252153486,exeo/1,4,0.3472222222222222,comes,4,0.3289473684210526,presbyter,4,0.29239766081871343,presbyter,4,0.3192338387869114,regnvm,4,0.32573289902280134,natio/1,3,0.30181086519114686,mevs,4,0.38424591738712777
nomen,4,0.3021148036253776,miracvlvm,4,0.3303055326176713,veritas,4,0.31323414252153486,soror,4,0.3472222222222222,relinqvo,4,0.3289473684210526,tvvs,4,0.29239766081871343,dignvs,4,0.3192338387869114,ieivnivm,4,0.32573289902280134,qvondam,3,0.30181086519114686,mens,4,0.38424591738712777
inqvio,4,0.3021148036253776,saecvlaris,4,0.3303055326176713,qvidam,4,0.31323414252153486,prior,3,0.26041666666666663,qvasi/1,4,0.3289473684210526,venerabilis,4,0.29239766081871343,monasterivm,4,0.3192338387869114,gradvs,4,0.32573289902280134,litvs,3,0.30181086519114686,redeo/1,4,0.38424591738712777
hodie,4,0.3021148036253776,propono,4,0.3303055326176713,ignis,4,0.31323414252153486,notitia,3,0.26041666666666663,parvvs/2,4,0.3289473684210526,videlicet,4,0.29239766081871343,lindisfarnensis/a,4,0.3192338387869114,consvo,4,0.32573289902280134,mvltvm/2,3,0.30181086519114686,sicvt/1,4,0.38424591738712777
ministro,4,0.3021148036253776,vrbs,4,0.3303055326176713,intro/1,4,0.31323414252153486,cvro,3,0.26041666666666663,hostis,4,0.3289473684210526,invenio,4,0.29239766081871343,infirmitas,4,0.3192338387869114,decet,4,0.32573289902280134,inclvdo,3,0.30181086519114686,vivo,4,0.38424591738712777
vocabvlvm,4,0.3021148036253776,spiritvs,4,0.3303055326176713,ergo/2,4,0.31323414252153486,institvo,3,0.26041666666666663,aio,4,0.3289473684210526,praesens,4,0.29239766081871343,vter/4,4,0.3192338387869114,creber,4,0.32573289902280134,pvlcher,3,0.30181086519114686,totvs,4,0.38424591738712777
ritvs,4,0.3021148036253776,ivdicivm,4,0.3303055326176713,coepio,4,0.31323414252153486,ibi,3,0.26041666666666663,fortis,4,0.3289473684210526,obsecro,4,0.29239766081871343,adhvc,4,0.3192338387869114,ivdicivm,4,0.32573289902280134,aer,3,0.30181086519114686,dives,4,0.38424591738712777
assvm/1,4,0.3021148036253776,pax,4,0.3303055326176713,regnvm,4,0.31323414252153486,certvs,3,0.26041666666666663,virgo,4,0.3289473684210526,siqvis,4,0.29239766081871343,hodie,4,0.3192338387869114,angelvs,4,0.32573289902280134,ignis,3,0.30181086519114686,apostolicvs,4,0.38424591738712777
converto,4,0.3021148036253776,svscipio,4,0.3303055326176713,ivbeo,4,0.31323414252153486,qvondam,3,0.26041666666666663,gloriosvs,3,0.24671052631578946,mevs,4,0.29239766081871343,tantvs,4,0.3192338387869114,cogitatio,4,0.32573289902280134,nobilis/2,3,0.30181086519114686,cvnctvs,4,0.38424591738712777
miracvlvm,4,0.3021148036253776,impleo,4,0.3303055326176713,domvs,4,0.31323414252153486,praeclarvs,3,0.26041666666666663,ecclesiasticvs,3,0.24671052631578946,qvondam,4,0.29239766081871343,ieivnivm,4,0.3192338387869114,pavlatim,4,0.32573289902280134,lvcidvs,3,0.30181086519114686,exemplvm,4,0.38424591738712777
