,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
sermo,4,0.3021148036253776,addvco,4,0.3303055326176713,deprecor,4,0.31323414252153486,ardor,3,0.26041666666666663,desidero,3,0.24671052631578946,permaneo,4,0.29239766081871343,cvnctvs,4,0.3192338387869114,ianva,4,0.32573289902280134,hora,3,0.30181086519114686,lvx,4,0.38424591738712777
gero,4,0.3021148036253776,sedeo,4,0.3303055326176713,doctor,4,0.31323414252153486,modvs,3,0.26041666666666663,devs,3,0.24671052631578946,facio,4,0.29239766081871343,gradvs,4,0.3192338387869114,malignvs,4,0.32573289902280134,accipio,3,0.30181086519114686,barbarvs/2,4,0.38424591738712777
praemivm,4,0.3021148036253776,statim,4,0.3303055326176713,gloria,4,0.31323414252153486,secedo/1,3,0.26041666666666663,ibi,3,0.24671052631578946,primvs,4,0.29239766081871343,defvngor,4,0.3192338387869114,splendor,4,0.32573289902280134,contingo/1,3,0.30181086519114686,presbyter,3,0.2881844380403458
conversatio,4,0.3021148036253776,sano,4,0.3303055326176713,ivvo,4,0.31323414252153486,cvmqve,3,0.26041666666666663,alivs,3,0.24671052631578946,ergo/2,4,0.29239766081871343,gero,4,0.3192338387869114,christvs/n,3,0.24429967426710095,perhibeo,3,0.30181086519114686,pivs,3,0.2881844380403458
ordino,4,0.3021148036253776,cesso,4,0.3303055326176713,rogo,4,0.31323414252153486,qvin/1,3,0.26041666666666663,praefor,3,0.24671052631578946,dvo,4,0.29239766081871343,immo,4,0.3192338387869114,tvvs,3,0.24429967426710095,magnvs,3,0.30181086519114686,devs,3,0.2881844380403458
semper,4,0.3021148036253776,torqveo,4,0.3303055326176713,ecce,4,0.31323414252153486,ferme,3,0.26041666666666663,soleo,3,0.24671052631578946,donec,4,0.29239766081871343,semper,4,0.3192338387869114,svbtraho,3,0.24429967426710095,coepio,3,0.30181086519114686,simvl/1,3,0.2881844380403458
desiderivm,4,0.3021148036253776,compositvm,4,0.3303055326176713,dispono,4,0.31323414252153486,virtvs,3,0.26041666666666663,plaga/2,3,0.24671052631578946,assvm/1,4,0.29239766081871343,sacramentvm,4,0.3192338387869114,certvs,3,0.24429967426710095,sto,3,0.30181086519114686,rego,3,0.2881844380403458
postvlo,4,0.3021148036253776,lego/2,3,0.2477291494632535,aio,4,0.31323414252153486,praedico/3,3,0.26041666666666663,sex,3,0.24671052631578946,socio,4,0.29239766081871343,sepelio,4,0.3192338387869114,nomen,3,0.24429967426710095,secerno,3,0.30181086519114686,cetervs,3,0.2881844380403458
finio,4,0.3021148036253776,verbvm,3,0.2477291494632535,exhortatio,4,0.31323414252153486,caelestis,3,0.26041666666666663,accipio,3,0.24671052631578946,dominicvs,4,0.29239766081871343,perficio,4,0.3192338387869114,nvllvs,3,0.24429967426710095,tantvs,3,0.30181086519114686,ervdio,3,0.2881844380403458
verbvm,3,0.22658610271903326,sedvlvs,3,0.2477291494632535,praedico/1,4,0.31323414252153486,debeo,3,0.26041666666666663,peto,3,0.24671052631578946,postqvam,4,0.29239766081871343,trado,4,0.3192338387869114,valeo,3,0.24429967426710095,obtempero,3,0.30181086519114686,regio,3,0.2881844380403458
pivs,3,0.22658610271903326,vsqve,3,0.2477291494632535,exercitvs/1,4,0.31323414252153486,gloria,3,0.26041666666666663,volo/3,3,0.24671052631578946,svpra/2,4,0.29239766081871343,praecedo/1,4,0.3192338387869114,vtpote,3,0.24429967426710095,vocabvlvm,3,0.30181086519114686,invenio,3,0.2881844380403458
dignvs,3,0.22658610271903326,exinde,3,0.2477291494632535,svvm,4,0.31323414252153486,mvto/2,3,0.26041666666666663,tertivs,3,0.24671052631578946,perdvco,4,0.29239766081871343,diligo/3,4,0.3192338387869114,contra/2,3,0.24429967426710095,apostolicvs,3,0.30181086519114686,itaqve,3,0.2881844380403458
rego,3,0.22658610271903326,praesens,3,0.2477291494632535,abeo/1,4,0.31323414252153486,caro/1,3,0.26041666666666663,remaneo,3,0.24671052631578946,postvlo,4,0.29239766081871343,christvs/n,3,0.23942537909018355,incipio,3,0.24429967426710095,lavs,3,0.30181086519114686,nordanhymbri/n,3,0.2881844380403458
memoria,3,0.22658610271903326,deniqve,3,0.2477291494632535,aestimo,4,0.31323414252153486,involvo,3,0.26041666666666663,qvin/1,3,0.24671052631578946,revoco,4,0.29239766081871343,lego/2,3,0.23942537909018355,magnvs,3,0.24429967426710095,celebro,3,0.30181086519114686,ministerivm,3,0.2881844380403458
pater,3,0.22658610271903326,monasterivm,3,0.2477291494632535,qvod/1,4,0.31323414252153486,amor,3,0.26041666666666663,talis,3,0.24671052631578946,sedvlvs,3,0.21929824561403508,avdio,3,0.23942537909018355,procedo/1,3,0.24429967426710095,placeo,3,0.30181086519114686,antistes,3,0.2881844380403458
condo,3,0.22658610271903326,certvs,3,0.2477291494632535,sacro,4,0.31323414252153486,expleo,3,0.26041666666666663,capvt,3,0.24671052631578946,percipio,3,0.21929824561403508,disco,3,0.23942537909018355,remaneo,3,0.24429967426710095,imbvo,3,0.30181086519114686,ivxta/1,3,0.2881844380403458
aer,3,0.22658610271903326,aperio,3,0.2477291494632535,vir,3,0.23492560689115116,etenim,3,0.26041666666666663,donec,3,0.24671052631578946,frater,3,0.21929824561403508,roma/n,3,0.23942537909018355,gavdivm,3,0.24429967426710095,postmodvm,3,0.30181086519114686,respondeo,3,0.2881844380403458
nox,3,0.22658610271903326,accipio,3,0.2477291494632535,simvl/1,3,0.23492560689115116,laboro,3,0.26041666666666663,crvx,3,0.24671052631578946,habeo,3,0.21929824561403508,hinc,3,0.23942537909018355,vocabvlvm,3,0.24429967426710095,avdio,2,0.2012072434607646,aspicio,3,0.2881844380403458
dies,3,0.22658610271903326,peto,3,0.2477291494632535,disco,3,0.23492560689115116,ostendo,3,0.26041666666666663,praedico/3,3,0.24671052631578946,pono,3,0.21929824561403508,vita,3,0.23942537909018355,nolo,3,0.24429967426710095,cognosco,2,0.2012072434607646,religio,3,0.2881844380403458
coepio,3,0.22658610271903326,aspicio,3,0.2477291494632535,cvro,3,0.23492560689115116,opera,3,0.26041666666666663,mos,3,0.24671052631578946,contingo/1,3,0.21929824561403508,mevs,3,0.23942537909018355,animvs,3,0.24429967426710095,affero,2,0.2012072434607646,oratio,3,0.2881844380403458
capvt,3,0.22658610271903326,consentio,3,0.2477291494632535,invenio,3,0.23492560689115116,teneo,3,0.26041666666666663,primo,3,0.24671052631578946,intro/1,3,0.21929824561403508,valeo,3,0.23942537909018355,converto,3,0.24429967426710095,proximvs,2,0.2012072434607646,dvm/2,3,0.2881844380403458
donec,3,0.22658610271903326,propter/2,3,0.2477291494632535,colligo/3,3,0.23492560689115116,prex,3,0.26041666666666663,converto,3,0.24671052631578946,peto,3,0.21929824561403508,iaceo,3,0.23942537909018355,debeo,3,0.24429967426710095,pervenio,2,0.2012072434607646,debeo,3,0.2881844380403458
ivbeo,3,0.22658610271903326,religio,3,0.2477291494632535,gratia,3,0.23492560689115116,consecro,3,0.26041666666666663,dominicvs,3,0.24671052631578946,impetro,3,0.21929824561403508,matvtinvs,3,0.23942537909018355,devotio,3,0.24429967426710095,monasterivm,2,0.2012072434607646,annvs,3,0.2881844380403458
svpervenio,3,0.22658610271903326,qvasi/1,3,0.2477291494632535,antistes,3,0.23492560689115116,tango,3,0.26041666666666663,siqvidem,3,0.24671052631578946,coepio,3,0.21929824561403508,incipio,3,0.23942537909018355,conversatio,3,0.24429967426710095,condo,2,0.2012072434607646,sermo,3,0.2881844380403458
doctrina,3,0.22658610271903326,dignitas,3,0.2477291494632535,scio,3,0.23492560689115116,qvaero,3,0.26041666666666663,svpra/2,3,0.24671052631578946,ritvs,3,0.21929824561403508,impetro,3,0.23942537909018355,exemplvm,3,0.24429967426710095,antistes,2,0.2012072434607646,parvvs/2,3,0.2881844380403458
saecvlvm,3,0.22658610271903326,perdo,3,0.2477291494632535,certvs,3,0.23492560689115116,circvmdo,3,0.26041666666666663,dolor,3,0.24671052631578946,prohibeo,3,0.21929824561403508,ambo/2,3,0.23942537909018355,discvtio,3,0.24429967426710095,siqvis,2,0.2012072434607646,saecvlvm,3,0.2881844380403458
labor/1,3,0.22658610271903326,ordino,3,0.2477291494632535,credo,3,0.23492560689115116,strenvvs,3,0.26041666666666663,continvvs,3,0.24671052631578946,secvndvs/1,3,0.21929824561403508,coepio,3,0.23942537909018355,lvx,3,0.24429967426710095,nomen,2,0.2012072434607646,perdo,3,0.2881844380403458
amo,3,0.22658610271903326,manifestvs,3,0.2477291494632535,voco,3,0.23492560689115116,clades,3,0.26041666666666663,pavper,3,0.24671052631578946,animvs,3,0.21929824561403508,interpres,3,0.23942537909018355,qvantvs/1,3,0.24429967426710095,tergvm,2,0.2012072434607646,nihil,3,0.2881844380403458
proficio,3,0.22658610271903326,patefacio,3,0.2477291494632535,vmqvam,3,0.23492560689115116,disciplina,3,0.26041666666666663,libero,3,0.24671052631578946,doctor,3,0.21929824561403508,vocabvlvm,3,0.23942537909018355,loqvor,3,0.24429967426710095,ivmentvm,2,0.2012072434607646,resvrrectio,3,0.2881844380403458
ostendo,3,0.22658610271903326,dolor,3,0.2477291494632535,valeo,3,0.23492560689115116,appono,3,0.26041666666666663,hvmilis,3,0.24671052631578946,lectio,3,0.21929824561403508,virtvs,3,0.23942537909018355,dolor,3,0.24429967426710095,genvs/1,2,0.2012072434607646,pecvnia,3,0.2881844380403458
creber,3,0.22658610271903326,opera,3,0.2477291494632535,ivxta/1,3,0.23492560689115116,locvlvs,3,0.26041666666666663,bellvm,3,0.24671052631578946,loqvor,3,0.21929824561403508,potestas,3,0.23942537909018355,vaco,3,0.24429967426710095,aqva,2,0.2012072434607646,lavs,3,0.2881844380403458
vaco,3,0.22658610271903326,vaco,3,0.2477291494632535,nobilis/2,3,0.23492560689115116,cvpio,3,0.26041666666666663,divido,3,0.24671052631578946,pavper,3,0.21929824561403508,parvvs/2,3,0.23942537909018355,libero,3,0.24429967426710095,ardeo,2,0.2012072434607646,ivs/1,3,0.2881844380403458
ocvlvs,3,0.22658610271903326,pietas,3,0.2477291494632535,longe,3,0.23492560689115116,corripio,3,0.26041666666666663,ivvenis/2,3,0.24671052631578946,ivdicivm,3,0.21929824561403508,qvomodo/1,3,0.23942537909018355,cerno,3,0.24429967426710095,lapis,2,0.2012072434607646,minister/1,3,0.2881844380403458
moveo,3,0.22658610271903326,eripio,3,0.2477291494632535,sicvt/1,3,0.23492560689115116,nvper,2,0.1736111111111111,qvaero,3,0.24671052631578946,pax,3,0.21929824561403508,edoceo,3,0.23942537909018355,pertineo,3,0.24429967426710095,instrvo,2,0.2012072434607646,perficio,3,0.2881844380403458
interrogo,3,0.22658610271903326,praedicatio,3,0.2477291494632535,dono,3,0.23492560689115116,probo,2,0.1736111111111111,conseqvor,3,0.24671052631578946,amplvs,3,0.21929824561403508,exspecto,3,0.23942537909018355,hostis,3,0.24429967426710095,medivs,2,0.2012072434607646,gloriosvs,2,0.19212295869356388
invicem,3,0.22658610271903326,offero,3,0.2477291494632535,servo,3,0.23492560689115116,sedvlvs,2,0.1736111111111111,aedifico,3,0.24671052631578946,spero,3,0.21929824561403508,clamo,3,0.23942537909018355,ecce,3,0.24429967426710095,vter/4,2,0.2012072434607646,desidero,2,0.19212295869356388
mereo,3,0.22658610271903326,vvltvs,3,0.2477291494632535,spativm,3,0.23492560689115116,noster,2,0.1736111111111111,incedo/1,3,0.24671052631578946,ivvenis/2,3,0.21929824561403508,faveo,3,0.23942537909018355,perdvco,3,0.24429967426710095,adhvc,2,0.2012072434607646,probo,2,0.19212295869356388
eqvito,3,0.22658610271903326,div,3,0.2477291494632535,aeternvs,3,0.23492560689115116,pivs,2,0.1736111111111111,avdio,2,0.1644736842105263,gavdeo,3,0.21929824561403508,cvpio,3,0.23942537909018355,teneo,3,0.24429967426710095,permaneo,2,0.2012072434607646,meditor,2,0.19212295869356388
diligo/3,3,0.22658610271903326,postvlo,3,0.2477291494632535,religio,3,0.23492560689115116,simvl/1,2,0.1736111111111111,nosco,2,0.1644736842105263,disciplina,3,0.21929824561403508,dispensatio,3,0.23942537909018355,pver,3,0.24429967426710095,longe,2,0.2012072434607646,tvvs,2,0.19212295869356388
devenio,3,0.22658610271903326,tollo,3,0.2477291494632535,sperno,3,0.23492560689115116,abba,2,0.1736111111111111,exsisto,2,0.1644736842105263,corrigo,3,0.21929824561403508,historia,2,0.1596169193934557,interrogo,3,0.24429967426710095,svmmvs,2,0.2012072434607646,refero,2,0.19212295869356388
sano,3,0.22658610271903326,amplvs,3,0.2477291494632535,baptizo,3,0.23492560689115116,pater,2,0.1736111111111111,nonnvllvs,2,0.1644736842105263,iter,3,0.21929824561403508,gens,2,0.1596169193934557,amplvs,3,0.24429967426710095,scientia,2,0.2012072434607646,occasio,2,0.19212295869356388
iter,3,0.22658610271903326,exsvrgo,3,0.2477291494632535,conflvo,3,0.23492560689115116,mando/2,2,0.1736111111111111,romanvs/a,2,0.1644736842105263,cvpio,3,0.21929824561403508,desidero,2,0.1596169193934557,svbeo/1,3,0.24429967426710095,fero,2,0.2012072434607646,cvro,2,0.19212295869356388
dehinc,3,0.22658610271903326,dormio,3,0.2477291494632535,idolvm,3,0.23492560689115116,qvalis/1,2,0.1736111111111111,itaqve,2,0.1644736842105263,visito,3,0.21929824561403508,amplector,2,0.1596169193934557,virvs,3,0.24429967426710095,incipio,2,0.2012072434607646,revereor,2,0.19212295869356388
visito,3,0.22658610271903326,nvmqvam,3,0.2477291494632535,parvvs/2,3,0.23492560689115116,locvs,2,0.1736111111111111,percipio,2,0.1644736842105263,princeps/2,3,0.21929824561403508,noster,2,0.1596169193934557,actio,3,0.24429967426710095,ambo/2,2,0.2012072434607646,doceo,2,0.19212295869356388
nvnc,2,0.1510574018126888,qviesco,3,0.2477291494632535,devotio,3,0.23492560689115116,civitas,2,0.1736111111111111,deniqve,2,0.1644736842105263,limen,3,0.21929824561403508,rego,2,0.1596169193934557,svccedo/1,3,0.24429967426710095,res,2,0.2012072434607646,exsisto,2,0.19212295869356388
bonvs,2,0.1510574018126888,vicissim,3,0.2477291494632535,mors,3,0.23492560689115116,pvlcher,2,0.1736111111111111,ministerivm,2,0.1644736842105263,lego/2,2,0.14619883040935672,avctoritas,2,0.1596169193934557,exeo/1,3,0.24429967426710095,servo,2,0.2012072434607646,cantvari/n,2,0.19212295869356388
simvl/1,2,0.1510574018126888,confestim,3,0.2477291494632535,exemplvm,3,0.23492560689115116,aetas,2,0.1736111111111111,sacerdos,2,0.1644736842105263,pivs,2,0.14619883040935672,venerabilis,2,0.1596169193934557,circvmdo,3,0.24429967426710095,hactenvs,2,0.2012072434607646,archiepiscopvs,2,0.19212295869356388
salvs,2,0.1510574018126888,ivvenis/2,3,0.2477291494632535,intelligo,3,0.23492560689115116,ivxta/1,2,0.1736111111111111,mercii/n,2,0.1644736842105263,dignvs,2,0.14619883040935672,discipvlvs,2,0.1596169193934557,ordo,3,0.24429967426710095,vivo,2,0.2012072434607646,institvo,2,0.19212295869356388
omnis,2,0.1510574018126888,praeparo/2,3,0.2477291494632535,siqvidem,3,0.23492560689115116,aqva,2,0.1736111111111111,fidelis/2,2,0.1644736842105263,accendo,2,0.14619883040935672,ibi,2,0.1596169193934557,disciplina,3,0.24429967426710095,qvin/1,2,0.2012072434607646,traditio,2,0.19212295869356388
abba,2,0.1510574018126888,qvisqvam,3,0.2477291494632535,loqvor,3,0.23492560689115116,lapis,2,0.1736111111111111,certvs,2,0.1644736842105263,salvs,2,0.14619883040935672,invenio,2,0.1596169193934557,devenio,3,0.24429967426710095,potivs,2,0.2012072434607646,roma/n,2,0.19212295869356388
doceo,2,0.1510574018126888,depono,3,0.2477291494632535,pecvnia,3,0.23492560689115116,nox,2,0.1736111111111111,siqvis,2,0.1644736842105263,nonnvllvs,2,0.14619883040935672,percipio,2,0.1596169193934557,morbvs,3,0.24429967426710095,flvmen,2,0.2012072434607646,ibi,2,0.19212295869356388
archiepiscopvs,2,0.1510574018126888,sanvs,3,0.2477291494632535,teneo,3,0.23492560689115116,nimirvm,2,0.1736111111111111,pono,2,0.1644736842105263,permitto,2,0.14619883040935672,svccessor,2,0.1596169193934557,emendo,3,0.24429967426710095,meridianvs,2,0.2012072434607646,pater,2,0.19212295869356388
venerabilis,2,0.1510574018126888,cvlmen,3,0.2477291494632535,maior,3,0.23492560689115116,sex,2,0.1736111111111111,corpvs,2,0.1644736842105263,dico/2,2,0.14619883040935672,scio,2,0.1596169193934557,aliqvando,3,0.24429967426710095,promitto,2,0.2012072434607646,affero,2,0.19212295869356388
ervdio,2,0.1510574018126888,veneror,3,0.2477291494632535,prex,3,0.23492560689115116,contingo/1,2,0.1736111111111111,credo,2,0.1644736842105263,perfero,2,0.14619883040935672,obsecro,2,0.1596169193934557,desidero,2,0.16286644951140067,ministro,2,0.2012072434607646,exinde,2,0.19212295869356388
video,2,0.1510574018126888,gloriosvs,2,0.16515276630883566,gladivs,3,0.23492560689115116,ingredior,2,0.1736111111111111,mvltvs,2,0.1644736842105263,opvs/1,2,0.14619883040935672,voco,2,0.1596169193934557,prior,2,0.16286644951140067,antea,2,0.2012072434607646,perfero,2,0.19212295869356388
postea,2,0.1510574018126888,gens,2,0.16515276630883566,sentio,3,0.23492560689115116,impetro,2,0.1736111111111111,ferrvm,2,0.1644736842105263,avstralis,2,0.14619883040935672,flvvivs,2,0.1596169193934557,cvra,2,0.16286644951140067,hospitivm,2,0.2012072434607646,deniqve,2,0.19212295869356388
alivs,2,0.1510574018126888,cvra,2,0.16515276630883566,colo/2,3,0.23492560689115116,respondeo,2,0.1736111111111111,instrvo,2,0.1644736842105263,singvlvs,2,0.14619883040935672,pvlcher,2,0.1596169193934557,devs,2,0.16286644951140067,deprecor,2,0.2012072434607646,avstralis,2,0.19212295869356388
perfero,2,0.1510574018126888,religiosvs,2,0.16515276630883566,nvmqvam,3,0.23492560689115116,coepio,2,0.1736111111111111,qvia,2,0.1644736842105263,intercessio,2,0.14619883040935672,lapis,2,0.1596169193934557,alivs,2,0.16286644951140067,ira,2,0.2012072434607646,mando/2,2,0.19212295869356388
lindissi/n,2,0.1510574018126888,qvoqve,2,0.16515276630883566,beneficivm,3,0.23492560689115116,hodie,2,0.1736111111111111,contra/2,2,0.1644736842105263,terra,2,0.14619883040935672,nobilis/2,2,0.1596169193934557,exinde,2,0.16286644951140067,debeo,2,0.2012072434607646,mercii/n,2,0.19212295869356388
antistes,2,0.1510574018126888,memoria,2,0.16515276630883566,annvo,3,0.23492560689115116,nemo,2,0.1736111111111111,intro/1,2,0.1644736842105263,nvllvs,2,0.14619883040935672,redeo/1,2,0.1596169193934557,deniqve,2,0.16286644951140067,idolvm,2,0.2012072434607646,recipero,2,0.19212295869356388
sancio,2,0.1510574018126888,lindissi/n,2,0.16515276630883566,qvaero,3,0.23492560689115116,vivo,2,0.1736111111111111,adeo/1,2,0.1644736842105263,qvaestio,2,0.14619883040935672,sicvt/1,2,0.1596169193934557,scio,2,0.16286644951140067,transeo/1,2,0.2012072434607646,qvalis/1,2,0.19212295869356388
libellvs,2,0.1510574018126888,memini,2,0.16515276630883566,ascendo,3,0.23492560689115116,familia,2,0.1736111111111111,res,2,0.1644736842105263,contra/2,2,0.14619883040935672,primvs,2,0.1596169193934557,libellvs,2,0.16286644951140067,amo,2,0.2012072434607646,frater,2,0.19212295869356388
certvs,2,0.1510574018126888,obsecro,2,0.16515276630883566,bonvs,2,0.15661707126076743,licentia,2,0.1736111111111111,hodie,2,0.1644736842105263,finis,2,0.14619883040935672,fero,2,0.1596169193934557,siqvis,2,0.16286644951140067,praedicatio,2,0.2012072434607646,monasterivm,2,0.19212295869356388
obsecro,2,0.1510574018126888,aliter,2,0.16515276630883566,accendo,2,0.15661707126076743,commvnico,2,0.1736111111111111,servo,2,0.1644736842105263,aspicio,2,0.14619883040935672,contingo/1,2,0.1596169193934557,mvltvs,2,0.16286644951140067,svscipio,2,0.2012072434607646,condo,2,0.19212295869356388
pono,2,0.1510574018126888,britannia/n,2,0.16515276630883566,scribo,2,0.15661707126076743,prohibeo,2,0.1736111111111111,dvx,2,0.1644736842105263,consentio,2,0.14619883040935672,dono,2,0.1596169193934557,interpono,2,0.16286644951140067,via,2,0.2012072434607646,reperio,2,0.19212295869356388
corpvs,2,0.1510574018126888,mvltvs,2,0.16515276630883566,beatvs,2,0.15661707126076743,velvt/1,2,0.1736111111111111,hactenvs,2,0.1644736842105263,eligo/3,2,0.14619883040935672,volo/3,2,0.1596169193934557,praeclarvs,2,0.16286644951140067,maior,2,0.2012072434607646,simplex,2,0.19212295869356388
svpernvs,2,0.1510574018126888,longvs,2,0.16515276630883566,regio,2,0.15661707126076743,baptizo,2,0.1736111111111111,propter/2,2,0.1644736842105263,hactenvs,2,0.14619883040935672,propter/2,2,0.1596169193934557,soleo,2,0.16286644951140067,flecto,2,0.2012072434607646,singvlvs,2,0.19212295869356388
mvltvs,2,0.1510574018126888,ivmentvm,2,0.16515276630883566,praefor,2,0.15661707126076743,cotidie,2,0.1736111111111111,tantvs,2,0.1644736842105263,praecipio,2,0.14619883040935672,dvo,2,0.1596169193934557,modvs,2,0.16286644951140067,statim,2,0.2012072434607646,incola,2,0.19212295869356388
praeclarvs,2,0.1510574018126888,pvlcher,2,0.16515276630883566,pater,2,0.15661707126076743,gradvs,2,0.1736111111111111,interpres,2,0.1644736842105263,necessarivs/2,2,0.14619883040935672,aeternvs,2,0.1596169193934557,aqva,2,0.16286644951140067,trado,2,0.2012072434607646,aperio,2,0.19212295869356388
aqva,2,0.1510574018126888,nvllvs,2,0.16515276630883566,ministerivm,2,0.15661707126076743,dominicvs,2,0.1736111111111111,vllvs,2,0.1644736842105263,christianvs/2,2,0.14619883040935672,ritvs,2,0.1596169193934557,nox,2,0.16286644951140067,vtilitas,2,0.2012072434607646,soleo,2,0.19212295869356388
ardeo,2,0.1510574018126888,soleo,2,0.16515276630883566,adicio,2,0.15661707126076743,transfero,2,0.1736111111111111,vocabvlvm,2,0.1644736842105263,religio,2,0.14619883040935672,hvc,2,0.1596169193934557,confiteor,2,0.16286644951140067,qvod/1,2,0.2012072434607646,sex,2,0.19212295869356388
ignis,2,0.1510574018126888,modvs,2,0.16515276630883566,civitas,2,0.15661707126076743,sermo,2,0.1736111111111111,licentia,2,0.1644736842105263,vocabvlvm,2,0.14619883040935672,peregrinvs/2,2,0.1596169193934557,perhibeo,2,0.16286644951140067,qvaero,2,0.2012072434607646,confiteor,2,0.19212295869356388
advenio,2,0.1510574018126888,aqva,2,0.16515276630883566,copiosvs,2,0.15661707126076743,perfectio,2,0.1736111111111111,vsvs,2,0.1644736842105263,svpero,2,0.14619883040935672,commvnico,2,0.1596169193934557,sino,2,0.16286644951140067,oswald/n1,2,0.2012072434607646,primvs,2,0.19212295869356388
nimirvm,2,0.1510574018126888,recipio,2,0.16515276630883566,contra/2,2,0.15661707126076743,qvodammodo,2,0.1736111111111111,avfero,2,0.1644736842105263,appropinqvo,2,0.14619883040935672,servio,2,0.1596169193934557,talis,2,0.16286644951140067,qvisqvam,2,0.2012072434607646,do,2,0.19212295869356388
primvs,2,0.1510574018126888,liber/1,2,0.16515276630883566,nvmervs,2,0.15661707126076743,negotivm,2,0.1736111111111111,morior,2,0.1644736842105263,mos,2,0.14619883040935672,possessio,2,0.1596169193934557,magnitvdo,2,0.16286644951140067,molestia,2,0.2012072434607646,patria,2,0.19212295869356388
contingo/1,2,0.1510574018126888,scientia,2,0.16515276630883566,confiteor,2,0.15661707126076743,porto,2,0.1736111111111111,honor,2,0.1644736842105263,misericordia,2,0.14619883040935672,confero,2,0.1596169193934557,tres,2,0.16286644951140067,sceptrvm,2,0.2012072434607646,egredior,2,0.19212295869356388
intro/1,2,0.1510574018126888,incipio,2,0.16515276630883566,fero,2,0.15661707126076743,intelligo,2,0.1736111111111111,doctor,2,0.1644736842105263,caelestis,2,0.14619883040935672,saecvlvm,2,0.1596169193934557,vllvs,2,0.16286644951140067,nvper,1,0.1006036217303823,imperivm,2,0.19212295869356388
ergo/2,2,0.1510574018126888,dono,2,0.16515276630883566,ingredior,2,0.15661707126076743,siqvidem,2,0.1736111111111111,incarnatio,2,0.1644736842105263,debeo,2,0.14619883040935672,ordino,2,0.1596169193934557,antea,2,0.16286644951140067,desidero,1,0.1006036217303823,svpero,2,0.19212295869356388
do,2,0.1510574018126888,consto,2,0.16515276630883566,peto,2,0.15661707126076743,intvs/2,2,0.1736111111111111,idolvm,2,0.1644736842105263,gero,2,0.14619883040935672,intelligo,2,0.1596169193934557,domvs,2,0.16286644951140067,probo,1,0.1006036217303823,socio,2,0.19212295869356388
dvx,2,0.1510574018126888,tertivs,2,0.16515276630883566,consto,2,0.15661707126076743,vaco,2,0.1736111111111111,habitvs/1,2,0.1644736842105263,parvvs/2,2,0.14619883040935672,incoho,2,0.1596169193934557,appropinqvo,2,0.16286644951140067,plenvs,1,0.1006036217303823,misericordia,2,0.19212295869356388
sto,2,0.1510574018126888,sto,2,0.16515276630883566,totvs,2,0.15661707126076743,testimonivm,2,0.1736111111111111,mors,2,0.1644736842105263,conversatio,2,0.14619883040935672,spiritvs,2,0.1596169193934557,vigilia,2,0.16286644951140067,amplector,1,0.1006036217303823,doctrina,2,0.19212295869356388
spativm,2,0.1510574018126888,percvtio,2,0.16515276630883566,antiqvitvs,2,0.15661707126076743,libero,2,0.1736111111111111,ordino,2,0.1644736842105263,exemplvm,2,0.14619883040935672,constrvo,2,0.1596169193934557,sperno,2,0.16286644951140067,scriptvra,1,0.1006036217303823,oro,2,0.19212295869356388
regnvm,2,0.1510574018126888,familia,2,0.16515276630883566,consvetvdo,2,0.15661707126076743,exspecto,2,0.1736111111111111,intelligo,2,0.1644736842105263,ostendo,2,0.14619883040935672,benedictio,2,0.1596169193934557,annvs,2,0.16286644951140067,sanctvs,1,0.1006036217303823,primo,2,0.19212295869356388
promitto,2,0.1510574018126888,regnvm,2,0.16515276630883566,mitto,2,0.15661707126076743,ecce,2,0.1736111111111111,barbarvs/2,2,0.1644736842105263,creber,2,0.14619883040935672,ivdicivm,2,0.1596169193934557,sermo,2,0.16286644951140067,vervs,1,0.1006036217303823,species,2,0.19212295869356388
hvc,2,0.1510574018126888,promitto,2,0.16515276630883566,obtempero,2,0.15661707126076743,membrvm,2,0.1736111111111111,os/1,2,0.1644736842105263,opera,2,0.14619883040935672,commendo,2,0.1596169193934557,praefero,2,0.16286644951140067,nosco,1,0.1006036217303823,dominicvs,2,0.19212295869356388
nolo,2,0.1510574018126888,necessarivs/2,2,0.16515276630883566,gavdivm,2,0.15661707126076743,div,2,0.1736111111111111,timeo,2,0.1644736842105263,mater,2,0.14619883040935672,socivs/2,2,0.1596169193934557,parvvs/2,2,0.16286644951140067,noster,1,0.1006036217303823,pontificatvs,2,0.19212295869356388
vester,2,0.1510574018126888,vocabvlvm,2,0.16515276630883566,sine,2,0.15661707126076743,devoto,2,0.1736111111111111,sepelio,2,0.1644736842105263,pvgno,2,0.14619883040935672,signvm,2,0.1596169193934557,cogito,2,0.16286644951140067,vir,1,0.1006036217303823,gloria,2,0.19212295869356388
mos,2,0.1510574018126888,svpervenio,2,0.16515276630883566,fvtvrvs,2,0.15661707126076743,necessitas,2,0.1736111111111111,idvs,2,0.1644736842105263,dispono,2,0.14619883040935672,resvrgo,2,0.1596169193934557,iacto,2,0.16286644951140067,rego,1,0.1006036217303823,largior,2,0.19212295869356388
