,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
regio,4,0.2867383512544803,castigo,4,0.34071550255536626,parvvs/2,4,0.3646308113035551,bellvm,4,0.3103180760279286,ambo/2,3,0.32751091703056767,postmodvm,4,0.32573289902280134,ieivnivm,4,0.326530612244898,nvmqvam,4,0.35555555555555557,antistes,4,0.2849002849002849,britannia/n,4,0.3303055326176713
pater,4,0.2867383512544803,christvs/n,3,0.2555366269165247,labor/1,4,0.3646308113035551,fortis,4,0.3103180760279286,adeo/1,3,0.32751091703056767,veneror,4,0.32573289902280134,servio,4,0.326530612244898,confestim,4,0.35555555555555557,svvs,4,0.2849002849002849,vnde/1,4,0.3303055326176713
veritas,4,0.2867383512544803,vervs,3,0.2555366269165247,nego,4,0.3646308113035551,virgo,4,0.3103180760279286,coepio,3,0.32751091703056767,vestigivm,4,0.32573289902280134,sermo,4,0.326530612244898,circvmdo,4,0.35555555555555557,nomen,4,0.2849002849002849,advenio,4,0.3303055326176713
singvlvs,4,0.2867383512544803,monasterivm,3,0.2555366269165247,pavper,4,0.3646308113035551,perimo,4,0.3103180760279286,dvx,3,0.32751091703056767,cvra,3,0.24429967426710095,semper,4,0.326530612244898,incorrvptvs,4,0.35555555555555557,valeo,4,0.2849002849002849,fero,4,0.3303055326176713
qvondam,4,0.2867383512544803,obsecro,3,0.2555366269165247,appareo,4,0.3646308113035551,ascendo,4,0.3103180760279286,vivo,3,0.32751091703056767,regio,3,0.24429967426710095,qvomodo/1,4,0.326530612244898,locvlvs,4,0.35555555555555557,magnvs,4,0.2849002849002849,finis,4,0.3303055326176713
praeclarvs,4,0.2867383512544803,pono,3,0.2555366269165247,presbyter,3,0.27347310847766637,imbvo,4,0.3103180760279286,antiqvitvs,3,0.32751091703056767,venio,3,0.24429967426710095,timeo,4,0.326530612244898,soror,4,0.35555555555555557,tres,4,0.2849002849002849,intro/1,4,0.3303055326176713
adeo/1,4,0.2867383512544803,svpernvs,3,0.2555366269165247,probo,3,0.27347310847766637,vicvs,4,0.3103180760279286,meridianvs,3,0.32751091703056767,romanvs/a,3,0.24429967426710095,perficio,4,0.326530612244898,nosco,3,0.26666666666666666,dvo,4,0.2849002849002849,ergo/2,4,0.3303055326176713
mos,4,0.2867383512544803,locvs,3,0.2555366269165247,solvs,3,0.27347310847766637,gloriosvs,3,0.23273855702094648,vocabvlvm,3,0.32751091703056767,invenio,3,0.24429967426710095,observo,4,0.326530612244898,institvo,3,0.26666666666666666,vllvs,4,0.2849002849002849,consto,4,0.3303055326176713
dominicvs,4,0.2867383512544803,intercessio,3,0.2555366269165247,scriptvra,3,0.27347310847766637,presbyter,3,0.23273855702094648,vexillvm,3,0.32751091703056767,lindisfarnensis/a,3,0.24429967426710095,ivstvs,4,0.326530612244898,ibi,3,0.26666666666666666,pavper,4,0.2849002849002849,deprecor,4,0.3303055326176713
gero,4,0.2867383512544803,valeo,3,0.2555366269165247,bonvs,3,0.27347310847766637,desidero,3,0.23273855702094648,conversatio,3,0.32751091703056767,pono,3,0.24429967426710095,nvmqvam,4,0.326530612244898,praesens,3,0.26666666666666666,signvm,4,0.2849002849002849,sperno,4,0.3303055326176713
saecvlvm,4,0.2867383512544803,nimirvm,3,0.2555366269165247,dignvs,3,0.27347310847766637,cvra,3,0.23273855702094648,sciscitor,3,0.32751091703056767,longvs,3,0.24429967426710095,vbicvmqve/2,4,0.326530612244898,dico/2,3,0.26666666666666666,perdvco,4,0.2849002849002849,secvndvs/1,4,0.3303055326176713
ivvo,4,0.2867383512544803,lingva,3,0.2555366269165247,salvs,3,0.27347310847766637,cantvari/n,3,0.23273855702094648,consecro,3,0.32751091703056767,aperio,3,0.24429967426710095,abbatissa,4,0.326530612244898,perfero,3,0.26666666666666666,alter,4,0.2849002849002849,caelestis,4,0.3303055326176713
postvlo,4,0.2867383512544803,sto,3,0.2555366269165247,revereor,3,0.27347310847766637,habeo,3,0.23273855702094648,appono,3,0.32751091703056767,aqva,3,0.24429967426710095,necesse,4,0.326530612244898,opvs/1,3,0.26666666666666666,oportet,4,0.2849002849002849,converto,4,0.3303055326176713
ablvo,4,0.2867383512544803,percvtio,3,0.2555366269165247,cantvari/n,3,0.27347310847766637,saepe,3,0.23273855702094648,nosco,2,0.21834061135371177,praeter/2,3,0.24429967426710095,presbyter,3,0.24489795918367346,vmqvam,3,0.26666666666666666,canto,4,0.2849002849002849,cotidie,4,0.3303055326176713
postmodvm,4,0.2867383512544803,nolo,3,0.2555366269165247,memoria,3,0.27347310847766637,sicvt/1,3,0.23273855702094648,maxime,2,0.21834061135371177,iaceo,3,0.24429967426710095,stvdivm,3,0.24489795918367346,lingva,3,0.26666666666666666,circvmdo,4,0.2849002849002849,gloria,4,0.3303055326176713
qvoqve,3,0.21505376344086022,oratio,3,0.2555366269165247,ervdio,3,0.27347310847766637,sex,3,0.23273855702094648,noster,2,0.21834061135371177,sex,3,0.24429967426710095,verbvm,3,0.24489795918367346,magnvs,3,0.26666666666666666,timor,4,0.2849002849002849,perdo,4,0.3303055326176713
svpernvs,3,0.21505376344086022,caelestis,3,0.2555366269165247,postea,3,0.27347310847766637,lingva,3,0.23273855702094648,cetervs,2,0.21834061135371177,adeo/1,3,0.24429967426710095,revereor,3,0.24489795918367346,respondeo,3,0.26666666666666666,immensvs,4,0.2849002849002849,lectio,4,0.3303055326176713
nvllvs,3,0.21505376344086022,converto,3,0.2555366269165247,venio,3,0.27347310847766637,primvs,3,0.23273855702094648,invenio,2,0.21834061135371177,coepio,3,0.24429967426710095,venerabilis,3,0.24489795918367346,servio,3,0.26666666666666666,sano,4,0.2849002849002849,os/1,4,0.3303055326176713
adhvc,3,0.21505376344086022,transfero,3,0.2555366269165247,praesvm/1,3,0.27347310847766637,fero,3,0.23273855702094648,praesens,2,0.21834061135371177,tantvs,3,0.24429967426710095,ervdio,3,0.24489795918367346,converto,3,0.26666666666666666,morbvs,4,0.2849002849002849,teneo,4,0.3303055326176713
permaneo,3,0.21505376344086022,mors,3,0.2555366269165247,praesens,3,0.27347310847766637,finis,3,0.23273855702094648,avstralis,2,0.21834061135371177,antea,3,0.24429967426710095,lindisfarnensis/a,3,0.24489795918367346,saecvlaris,3,0.26666666666666666,splendor,4,0.2849002849002849,prex,4,0.3303055326176713
advenio,3,0.21505376344086022,labor/1,3,0.2555366269165247,svccessor,3,0.27347310847766637,tertivs,3,0.23273855702094648,mercii/n,2,0.21834061135371177,domvs,3,0.24429967426710095,ivxta/1,3,0.24489795918367346,caro/1,3,0.26666666666666666,plenvs,3,0.2136752136752137,flecto,4,0.3303055326176713
facio,3,0.21505376344086022,amo,3,0.2555366269165247,ministerivm,3,0.27347310847766637,hactenvs,3,0.23273855702094648,pervenio,2,0.21834061135371177,nolo,3,0.24429967426710095,scientia,3,0.24489795918367346,decet,3,0.26666666666666666,devs,3,0.2136752136752137,manvs/1,4,0.3303055326176713
contingo/1,3,0.21505376344086022,homo,3,0.2555366269165247,frater,3,0.27347310847766637,popvlvs/1,3,0.23273855702094648,lindissi/n,2,0.21834061135371177,oratio,3,0.24429967426710095,perhibeo,3,0.24489795918367346,qvomodo/1,3,0.26666666666666666,olim,3,0.2136752136752137,svvm,4,0.3303055326176713
impetro,3,0.21505376344086022,conversatio,3,0.2555366269165247,condo,3,0.27347310847766637,tantvs,3,0.23273855702094648,corpvs,2,0.21834061135371177,convenio,3,0.24429967426710095,ambo/2,3,0.24489795918367346,reddo,3,0.26666666666666666,monasterivm,3,0.2136752136752137,vtilitas,4,0.3303055326176713
magnvs,3,0.21505376344086022,lectio,3,0.2555366269165247,excipio,3,0.27347310847766637,licentia,3,0.23273855702094648,qvondam,2,0.21834061135371177,porto,3,0.24429967426710095,consto,3,0.24489795918367346,commendo,3,0.26666666666666666,ago,3,0.2136752136752137,eximivs,4,0.3303055326176713
res,3,0.21505376344086022,lvx,3,0.2555366269165247,libellvs,3,0.27347310847766637,assvm/1,3,0.23273855702094648,litvs,2,0.21834061135371177,semper,3,0.24429967426710095,praecipio,3,0.24489795918367346,timeo,3,0.26666666666666666,locvs,3,0.2136752136752137,christvs/n,3,0.2477291494632535
vivo,3,0.21505376344086022,ingenivm,3,0.2555366269165247,corpvs,3,0.27347310847766637,comes,3,0.23273855702094648,vnde/1,2,0.21834061135371177,lectio,3,0.24429967426710095,christianvs/2,3,0.24489795918367346,membrvm,3,0.26666666666666666,incipio,3,0.2136752136752137,accendo,3,0.2477291494632535
religio,3,0.21505376344086022,socivs/2,3,0.2555366269165247,singvlvs,3,0.27347310847766637,mos,3,0.23273855702094648,ivmentvm,2,0.21834061135371177,intelligo,3,0.24429967426710095,domvs,3,0.24489795918367346,perficio,3,0.26666666666666666,peto,3,0.2136752136752137,occasio,3,0.2477291494632535
licentia,3,0.21505376344086022,alter,3,0.2555366269165247,impetro,3,0.27347310847766637,animvs,3,0.23273855702094648,copiosvs,2,0.21834061135371177,spiritvs,3,0.24429967426710095,vsvs,3,0.24489795918367346,necessitas,3,0.26666666666666666,volo/3,3,0.2136752136752137,video,3,0.2477291494632535
peregrinvs/2,3,0.21505376344086022,membrvm,3,0.2555366269165247,dives,3,0.27347310847766637,primo,3,0.23273855702094648,inclvdo,2,0.21834061135371177,demonstro,3,0.24429967426710095,peregrinvs/2,3,0.24489795918367346,indico/1,3,0.26666666666666666,vxor,3,0.2136752136752137,venio,3,0.2477291494632535
servio,3,0.21505376344086022,vvltvs,3,0.2555366269165247,caelvm/1,3,0.27347310847766637,qvasi/1,3,0.23273855702094648,modvs,2,0.21834061135371177,pereo/1,3,0.24429967426710095,velvt/1,3,0.24489795918367346,actio,3,0.26666666666666666,procedo/1,3,0.2136752136752137,consilivm,3,0.2477291494632535
praedico/2,3,0.21505376344086022,tandem,3,0.2555366269165247,christianvs/2,3,0.27347310847766637,incarnatio,3,0.23273855702094648,ardeo,2,0.21834061135371177,lavs,3,0.24429967426710095,debeo,3,0.24489795918367346,exeo/1,3,0.26666666666666666,qvin/1,3,0.2136752136752137,gratia,3,0.2477291494632535
sermo,3,0.21505376344086022,sapio,3,0.2555366269165247,regivs,3,0.27347310847766637,apostolvs,3,0.23273855702094648,vter/4,2,0.21834061135371177,perdvco,3,0.24429967426710095,transfero,3,0.24489795918367346,sacro,3,0.26666666666666666,avfero,3,0.2136752136752137,diversvs,3,0.2477291494632535
praefero,3,0.21505376344086022,dormio,3,0.2555366269165247,cvnctvs,3,0.27347310847766637,gravis,3,0.23273855702094648,permaneo,2,0.21834061135371177,traho,3,0.24429967426710095,praefero,3,0.24489795918367346,eqvito,3,0.26666666666666666,misericordia,3,0.2136752136752137,voco,3,0.2477291494632535
mors,3,0.21505376344086022,absolvo,3,0.2555366269165247,apostolvs,3,0.27347310847766637,sors,3,0.23273855702094648,sicvt/1,2,0.21834061135371177,tandem,3,0.24429967426710095,intelligo,3,0.24489795918367346,praeparo/2,3,0.26666666666666666,profero,3,0.2136752136752137,qvidam,3,0.2477291494632535
amo,3,0.21505376344086022,svrgo,3,0.2555366269165247,pontificatvs,3,0.27347310847766637,pietas,3,0.23273855702094648,svmmvs,2,0.21834061135371177,clamo,3,0.24429967426710095,resvrrectio,3,0.24489795918367346,gravo,3,0.26666666666666666,repente,3,0.2136752136752137,vmqvam,3,0.2477291494632535
fvngor,3,0.21505376344086022,volvntas,3,0.2555366269165247,perfectio,3,0.27347310847766637,pertineo,3,0.23273855702094648,commvnis,2,0.21834061135371177,exhibeo,3,0.24429967426710095,siqvidem,3,0.24489795918367346,sceptrvm,3,0.26666666666666666,cogito,3,0.2136752136752137,ivxta/1,3,0.2477291494632535
commendo,3,0.21505376344086022,tormentvm,3,0.2555366269165247,semper,3,0.27347310847766637,infidelis,3,0.23273855702094648,contingo/1,2,0.21834061135371177,gavdeo,3,0.24429967426710095,svpra/2,3,0.24489795918367346,stvdivm,2,0.17777777777777778,qvodammodo,3,0.2136752136752137,ferrvm,3,0.2477291494632535
moveo,3,0.21505376344086022,tempestas,3,0.2555366269165247,ivvo,3,0.27347310847766637,hvmilis,3,0.23273855702094648,intro/1,2,0.21834061135371177,exeo/1,3,0.24429967426710095,pvgno,3,0.24489795918367346,dvbito,2,0.17777777777777778,patefacio,3,0.2136752136752137,nox,3,0.2477291494632535
via,3,0.21505376344086022,prosvm/1,3,0.2555366269165247,eripio,3,0.27347310847766637,sepelio,3,0.23273855702094648,volo/3,2,0.21834061135371177,timor,3,0.24429967426710095,resvrgo,3,0.24489795918367346,exinde,2,0.17777777777777778,vestimentvm,3,0.2136752136752137,vtpote,3,0.2477291494632535
filia,3,0.21505376344086022,compositvm,3,0.2555366269165247,nvper,2,0.18231540565177756,addvco,3,0.23273855702094648,vxor,2,0.21834061135371177,diligo/3,3,0.24429967426710095,ivs/1,3,0.24489795918367346,svpersvm/1,2,0.17777777777777778,ivdicivm,3,0.2136752136752137,peto,3,0.2477291494632535
spero,3,0.21505376344086022,somnvs,3,0.2555366269165247,meditor,2,0.18231540565177756,manvs/1,3,0.23273855702094648,consentio,2,0.21834061135371177,molestia,3,0.24429967426710095,sentio,3,0.24489795918367346,siqvis,2,0.17777777777777778,mater,3,0.2136752136752137,cvmqve,3,0.2477291494632535
ivvenis/2,3,0.21505376344086022,emendo,3,0.2555366269165247,sedvlvs,2,0.18231540565177756,divido,3,0.23273855702094648,tertivs,2,0.21834061135371177,finio,3,0.24429967426710095,trado,3,0.24489795918367346,aliter,2,0.17777777777777778,pertineo,3,0.2136752136752137,consentio,3,0.2477291494632535
gavdeo,3,0.21505376344086022,qvamdiv/1,3,0.2555366269165247,refero,2,0.18231540565177756,svvm,3,0.23273855702094648,sto,2,0.21834061135371177,nomino,3,0.24429967426710095,qvaero,3,0.24489795918367346,civitas,2,0.17777777777777778,accedo/1,3,0.2136752136752137,obtempero,3,0.2477291494632535
pergo,3,0.21505376344086022,prior,2,0.17035775127768313,sollicitvs,2,0.18231540565177756,similis,3,0.23273855702094648,rarvs,2,0.21834061135371177,provisio,3,0.24429967426710095,mentio/1,3,0.24489795918367346,ivmentvm,2,0.17777777777777778,perficio,3,0.2136752136752137,nolo,3,0.2477291494632535
disciplina,3,0.21505376344086022,memoro,2,0.17035775127768313,pivs,2,0.18231540565177756,rapio,3,0.23273855702094648,nemo,2,0.21834061135371177,ideo,3,0.24429967426710095,exigo,3,0.24489795918367346,flvvivs,2,0.17777777777777778,qviesco,3,0.2136752136752137,misericordia,3,0.2477291494632535
cesso,3,0.21505376344086022,svbtraho,2,0.17035775127768313,memoro,2,0.18231540565177756,ecclesiasticvs,2,0.1551590380139643,qvin/1,2,0.21834061135371177,limen,3,0.24429967426710095,sollemnis,3,0.24489795918367346,inclvdo,2,0.17777777777777778,ascendo,3,0.2136752136752137,patior,3,0.2477291494632535
solvo,3,0.21505376344086022,omnis,2,0.17035775127768313,avctoritas,2,0.18231540565177756,avdio,2,0.1551590380139643,secerno,2,0.21834061135371177,historia,2,0.16286644951140067,prior,2,0.163265306122449,aqva,2,0.17777777777777778,incedo/1,3,0.2136752136752137,convenio,3,0.2477291494632535
removeo,3,0.21505376344086022,avdeo,2,0.17035775127768313,cetervs,2,0.18231540565177756,vervs,2,0.1551590380139643,imperivm,2,0.21834061135371177,desidero,2,0.16286644951140067,amplector,2,0.163265306122449,aer,2,0.17777777777777778,indicivm,3,0.2136752136752137,eatenvs,3,0.2477291494632535
passio,3,0.21505376344086022,qvalis/1,2,0.17035775127768313,dvbito,2,0.18231540565177756,doceo,2,0.1551590380139643,religio,2,0.21834061135371177,noster,2,0.16286644951140067,sedvlvs,2,0.163265306122449,adhvc,2,0.17777777777777778,disciplina,3,0.2136752136752137,habitvs/1,3,0.2477291494632535
constitvo,3,0.21505376344086022,simplex,2,0.17035775127768313,regio,2,0.18231540565177756,archiepiscopvs,2,0.1551590380139643,commvnico,2,0.21834061135371177,rego,2,0.16286644951140067,avditor,2,0.163265306122449,accipio,2,0.17777777777777778,ianva,3,0.2136752136752137,intelligo,3,0.2477291494632535
condignvs,3,0.21505376344086022,tergvm,2,0.17035775127768313,traditio,2,0.18231540565177756,institvo,2,0.1551590380139643,prohibeo,2,0.21834061135371177,revereor,2,0.16286644951140067,qvoqve,2,0.163265306122449,sedes,2,0.17777777777777778,cvpio,3,0.2136752136752137,ivvo,3,0.2477291494632535
gloriosvs,2,0.14336917562724014,nvllvs,2,0.17035775127768313,permitto,2,0.18231540565177756,regio,2,0.1551590380139643,baptizo,2,0.21834061135371177,doceo,2,0.16286644951140067,vigilo,2,0.163265306122449,sto,2,0.17777777777777778,pvto,3,0.2136752136752137,dolor,3,0.2477291494632535
nvper,2,0.14336917562724014,venvstvs,2,0.17035775127768313,affero,2,0.18231540565177756,ibi,2,0.1551590380139643,converto,2,0.21834061135371177,vox,2,0.16286644951140067,avctoritas,2,0.163265306122449,secerno,2,0.17777777777777778,gloriosvs,2,0.14245014245014245,pax,3,0.2477291494632535
avdio,2,0.14336917562724014,ivxta/1,2,0.17035775127768313,itaqve,2,0.18231540565177756,invenio,2,0.1551590380139643,defvngor,2,0.21834061135371177,ibi,2,0.16286644951140067,provincia,2,0.163265306122449,regnvm,2,0.17777777777777778,christvs/n,2,0.14245014245014245,impleo,3,0.2477291494632535
refero,2,0.14336917562724014,iaceo,2,0.17035775127768313,exinde,2,0.18231540565177756,pater,2,0.1551590380139643,idolvm,2,0.21834061135371177,percipio,2,0.16286644951140067,discipvlvs,2,0.163265306122449,promitto,2,0.17777777777777778,lego/2,2,0.14245014245014245,sentio,3,0.2477291494632535
pivs,2,0.14336917562724014,dies,2,0.17035775127768313,perfero,2,0.18231540565177756,svccessor,2,0.1551590380139643,qvodammodo,2,0.21834061135371177,mando/2,2,0.16286644951140067,nonnvllvs,2,0.163265306122449,virtvs,2,0.17777777777777778,vervs,2,0.14245014245014245,colo/2,3,0.2477291494632535
rego,2,0.14336917562724014,inqvio,2,0.17035775127768313,avstralis,2,0.18231540565177756,insvla,2,0.1551590380139643,perdo,2,0.21834061135371177,antistes,2,0.16286644951140067,romanvs/a,2,0.163265306122449,prohibeo,2,0.17777777777777778,disco,2,0.14245014245014245,trado,3,0.2477291494632535
scribo,2,0.14336917562724014,res,2,0.17035775127768313,mando/2,2,0.18231540565177756,ministerivm,2,0.1551590380139643,mirvs,2,0.21834061135371177,ago,2,0.16286644951140067,hinc,2,0.163265306122449,mvto/2,2,0.17777777777777778,memoria,2,0.14245014245014245,abeo/1,3,0.2477291494632535
omnis,2,0.14336917562724014,consto,2,0.17035775127768313,sacerdos,2,0.18231540565177756,mercii/n,2,0.1551590380139643,vaco,2,0.21834061135371177,siqvis,2,0.16286644951140067,proximvs,2,0.163265306122449,transeo/1,2,0.17777777777777778,pars,2,0.14245014245014245,qviesco,3,0.2477291494632535
postea,2,0.14336917562724014,talis,2,0.17035775127768313,erga,2,0.18231540565177756,recipero,2,0.1551590380139643,hostis,2,0.21834061135371177,mvltvs,2,0.16286644951140067,sancio,2,0.163265306122449,semper,2,0.17777777777777778,scio,2,0.14245014245014245,beneficivm,3,0.2477291494632535
exinde,2,0.14336917562724014,secerno,2,0.17035775127768313,innvmervs,2,0.18231540565177756,certvs,2,0.1551590380139643,idvs,2,0.21834061135371177,ardor,2,0.16286644951140067,obsecro,2,0.163265306122449,cavsa,2,0.17777777777777778,reperio,2,0.14245014245014245,nvper,2,0.16515276630883566
praesens,2,0.14336917562724014,dominvs,2,0.17035775127768313,memini,2,0.18231540565177756,obsecro,2,0.1551590380139643,praebeo,2,0.21834061135371177,nox,2,0.16286644951140067,siqvis,2,0.163265306122449,involvo,2,0.17777777777777778,veritas,2,0.14245014245014245,prior,2,0.16515276630883566
svpersvm/1,2,0.14336917562724014,ferme,2,0.17035775127768313,simplex,2,0.18231540565177756,mens,2,0.1551590380139643,fvga,2,0.21834061135371177,noctvrnvs,2,0.16286644951140067,nobilis/2,2,0.163265306122449,discvtio,2,0.17777777777777778,credo,2,0.14245014245014245,simvl/1,2,0.16515276630883566
avstralis,2,0.14336917562724014,regnvm,2,0.17035775127768313,pono,2,0.18231540565177756,qvondam,2,0.1551590380139643,sacrosanctvs,2,0.21834061135371177,rarvs,2,0.16286644951140067,prope/2,2,0.163265306122449,amor,2,0.17777777777777778,aperio,2,0.14245014245014245,rego,2,0.16515276630883566
sancio,2,0.14336917562724014,antea,2,0.17035775127768313,natio/1,2,0.18231540565177756,mvltvm/2,2,0.1551590380139643,conspicio,2,0.21834061135371177,propter/2,2,0.16286644951140067,nvmervs,2,0.163265306122449,siqvidem,2,0.17777777777777778,praeclarvs,2,0.14245014245014245,ecclesia,2,0.16515276630883566
corpvs,2,0.14336917562724014,svpervenio,2,0.17035775127768313,svpernvs,2,0.18231540565177756,nobilis/2,2,0.1551590380139643,alicvbi,2,0.21834061135371177,ferme,2,0.16286644951140067,contingo/1,2,0.163265306122449,edoceo,2,0.17777777777777778,nvllvs,2,0.14245014245014245,regio,2,0.16515276630883566
litvs,2,0.14336917562724014,praedico/3,2,0.17035775127768313,svvs,2,0.18231540565177756,instrvo,2,0.1551590380139643,monstro,2,0.21834061135371177,regnvm,2,0.16286644951140067,peto,2,0.163265306122449,ostendo,2,0.17777777777777778,soleo,2,0.14245014245014245,videlicet,2,0.16515276630883566
ergo/2,2,0.14336917562724014,socio,2,0.17035775127768313,incola,2,0.18231540565177756,qvia,2,0.1551590380139643,depono,2,0.21834061135371177,christianvs/2,2,0.16286644951140067,dono,2,0.163265306122449,constrvo,2,0.17777777777777778,aetas,2,0.14245014245014245,affero,2,0.16515276630883566
habito,2,0.14336917562724014,mos,2,0.17035775127768313,qvondam,2,0.18231540565177756,medivs,2,0.1551590380139643,vicinia,2,0.21834061135371177,svpervenio,2,0.16286644951140067,res,2,0.163265306122449,pecvnia,2,0.17777777777777778,lapis,2,0.14245014245014245,colligo/3,2,0.16515276630883566
coepio,2,0.14336917562724014,vigilia,2,0.17035775127768313,qvidam,2,0.18231540565177756,vter/4,2,0.1551590380139643,ecclesiasticvs,1,0.10917030567685589,praedico/3,2,0.16286644951140067,talis,2,0.163265306122449,exspecto,2,0.17777777777777778,qvia,2,0.14245014245014245,deniqve,2,0.16515276630883566
familia,2,0.14336917562724014,gero,2,0.17035775127768313,recipio,2,0.18231540565177756,permaneo,2,0.1551590380139643,probo,1,0.10917030567685589,commvnico,2,0.16286644951140067,tres,2,0.163265306122449,ecce,2,0.17777777777777778,impetro,2,0.14245014245014245,memini,2,0.16515276630883566
donec,2,0.14336917562724014,transeo/1,2,0.17035775127768313,nobilis/2,2,0.18231540565177756,perhibeo,2,0.1551590380139643,plenvs,1,0.10917030567685589,svavis,2,0.16286644951140067,interpres,2,0.163265306122449,praetereo/1,2,0.17777777777777778,sino,2,0.14245014245014245,adicio,2,0.16515276630883566
ritvs,2,0.14336917562724014,gravis,2,0.17035775127768313,plaga/2,2,0.18231540565177756,cvmqve,2,0.1551590380139643,vervs,1,0.10917030567685589,miracvlvm,2,0.16286644951140067,promitto,2,0.163265306122449,vvltvs,2,0.17777777777777778,res,2,0.14245014245014245,habeo,2,0.16515276630883566
ibidem,2,0.14336917562724014,intentio,2,0.17035775127768313,lingva,2,0.18231540565177756,talis,2,0.1551590380139643,bonvs,1,0.10917030567685589,qvasi/1,2,0.16286644951140067,hvc,2,0.163265306122449,aio,2,0.17777777777777778,consto,2,0.14245014245014245,terra,2,0.16515276630883566
sperno,2,0.14336917562724014,svpra/2,2,0.17035775127768313,ergo/2,2,0.18231540565177756,spativm,2,0.1551590380139643,refero,1,0.10917030567685589,defvngor,2,0.16286644951140067,deprecor,2,0.163265306122449,accedo/1,2,0.17777777777777778,tertivs,2,0.14245014245014245,ignis,2,0.16515276630883566
morior,2,0.14336917562724014,verax,2,0.17035775127768313,dono,2,0.18231540565177756,interpres,2,0.1551590380139643,memoro,1,0.10917030567685589,potestas,2,0.16286644951140067,ira,2,0.163265306122449,concedo/1,2,0.17777777777777778,nemo,2,0.14245014245014245,longe,2,0.16515276630883566
doctor,2,0.14336917562724014,eripio,2,0.17035775127768313,cvmqve,2,0.18231540565177756,fvtvrvs,2,0.1551590380139643,notitia,1,0.10917030567685589,sermo,2,0.16286644951140067,doctrina,2,0.163265306122449,addvco,2,0.17777777777777778,dives,2,0.14245014245014245,dies,2,0.16515276630883566
congrvvs,2,0.14336917562724014,ecce,2,0.17035775127768313,egredior,2,0.18231540565177756,vocabvlvm,2,0.1551590380139643,simvl/1,1,0.10917030567685589,perfectio,2,0.16286644951140067,converto,2,0.163265306122449,tollo,2,0.17777777777777778,spativm,2,0.14245014245014245,svmmvs,2,0.16515276630883566
defvngor,2,0.14336917562724014,dispono,2,0.17035775127768313,popvlvs/1,2,0.18231540565177756,crvx,2,0.1551590380139643,cvro,1,0.10917030567685589,proficio,2,0.16286644951140067,dilectio,2,0.163265306122449,nihilvm,2,0.17777777777777778,regnvm,2,0.14245014245014245,qvamvis/1,2,0.16515276630883566
transfero,2,0.14336917562724014,angelvs,2,0.17035775127768313,necessarivs/2,2,0.18231540565177756,hospitivm,2,0.1551590380139643,abba,1,0.10917030567685589,ratio,2,0.16286644951140067,gradvs,2,0.163265306122449,clamo,2,0.17777777777777778,svpero,2,0.14245014245014245,hodie,2,0.16515276630883566
potestas,2,0.14336917562724014,perficio,2,0.17035775127768313,ministro,2,0.18231540565177756,avfero,2,0.1551590380139643,exsisto,1,0.10917030567685589,manifestvs,2,0.16286644951140067,congrvvs,2,0.163265306122449,impetvs,2,0.17777777777777778,appropinqvo,2,0.14245014245014245,totvs,2,0.16515276630883566
parvvs/2,2,0.14336917562724014,adivvo,2,0.17035775127768313,nolo,2,0.18231540565177756,doctrina,2,0.1551590380139643,cantvari/n,1,0.10917030567685589,reddo,2,0.16286644951140067,defvngor,2,0.163265306122449,donvm,2,0.17777777777777778,ieivnivm,2,0.14245014245014245,consvetvdo,2,0.16515276630883566
devotio,2,0.14336917562724014,consvlo,2,0.17035775127768313,socio,2,0.18231540565177756,dvm/2,2,0.1551590380139643,archiepiscopvs,1,0.10917030567685589,pax,2,0.16286644951140067,dvco,2,0.163265306122449,dormio,2,0.17777777777777778,dilectio,2,0.14245014245014245,capvt,2,0.16515276630883566
largior,2,0.14336917562724014,trado,2,0.17035775127768313,avfero,2,0.18231540565177756,oro,2,0.1551590380139643,postea,1,0.10917030567685589,teneo,2,0.16286644951140067,gloria,2,0.163265306122449,vicissim,2,0.17777777777777778,debeo,2,0.14245014245014245,sine,2,0.16515276630883566
cogito,2,0.14336917562724014,introdvco,2,0.17035775127768313,appropinqvo,2,0.18231540565177756,convenio,2,0.1551590380139643,alivs,1,0.10917030567685589,exhortatio,2,0.16286644951140067,devotio,2,0.163265306122449,beneficivm,2,0.17777777777777778,confero,2,0.14245014245014245,fvtvrvs,2,0.16515276630883566
praemivm,2,0.14336917562724014,vicissim,2,0.17035775127768313,apostolicvs,2,0.18231540565177756,svavis,2,0.1551590380139643,romanvs/a,1,0.10917030567685589,prex,2,0.16286644951140067,transeo/1,2,0.163265306122449,paries,2,0.17777777777777778,gero,2,0.14245014245014245,vllvs,2,0.16515276630883566
negotivm,2,0.14336917562724014,aestimo,2,0.17035775127768313,morior,2,0.18231540565177756,qvodammodo,2,0.1551590380139643,praesvm/1,1,0.10917030567685589,devoto,2,0.16286644951140067,labor/1,2,0.163265306122449,timor,2,0.17777777777777778,parvvs/2,2,0.14245014245014245,ministro,2,0.16515276630883566
