,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
ordino,5,0.38372985418265537,britanni/n,5,0.3787878787878788,venerabilis,5,0.3993610223642172,magnvs,4,0.37629350893697083,religio,5,0.398406374501992,devotio,5,0.44603033006244425,invicem,5,0.4091653027823241,angelvs,5,0.4051863857374392,nordanhymbri/n,4,0.34275921165381323,aeternvs,5,0.44365572315882873
religiosvs,4,0.3069838833461243,primvs,5,0.3787878787878788,provincia,5,0.3993610223642172,vocabvlvm,4,0.37629350893697083,servio,5,0.398406374501992,mors,5,0.44603033006244425,ascendo,5,0.4091653027823241,virgo,5,0.4051863857374392,vita,4,0.34275921165381323,apostolicvs,5,0.44365572315882873
disco,4,0.3069838833461243,ingredior,5,0.3787878787878788,videlicet,5,0.3993610223642172,vexillvm,4,0.37629350893697083,qvasi/1,5,0.398406374501992,semper,5,0.44603033006244425,pavlatim,5,0.4091653027823241,religiosvs,4,0.3241491085899514,ago,4,0.34275921165381323,sermo,5,0.44365572315882873
reverto,4,0.3069838833461243,sine,5,0.3787878787878788,veritas,5,0.3993610223642172,siqvidem,4,0.37629350893697083,pontificatvs,5,0.398406374501992,svpra/2,5,0.44603033006244425,malignvs,5,0.4091653027823241,disco,4,0.3241491085899514,certvs,4,0.34275921165381323,vrbs,5,0.44365572315882873
deniqve,4,0.3069838833461243,necessarivs/2,5,0.3787878787878788,pono,5,0.3993610223642172,constrvo,4,0.37629350893697083,ivdicivm,5,0.398406374501992,nvmqvam,5,0.44603033006244425,verbvm,4,0.32733224222585927,cvro,4,0.3241491085899514,qvia,4,0.34275921165381323,desidero,4,0.354924578527063
opvs/1,4,0.3069838833461243,assensvs,5,0.3787878787878788,valeo,5,0.3993610223642172,oswald/n1,4,0.37629350893697083,kalendae,5,0.398406374501992,vicissim,5,0.44603033006244425,qvoqve,4,0.32733224222585927,videlicet,4,0.3241491085899514,accipio,4,0.34275921165381323,solvs,4,0.354924578527063
svpersvm/1,4,0.3069838833461243,idolvm,5,0.3787878787878788,qvaestio,5,0.3993610223642172,disciplina,4,0.37629350893697083,appareo,5,0.398406374501992,vervs,4,0.35682426404995543,infirmitas,4,0.32733224222585927,qvidam,4,0.3241491085899514,magnvs,4,0.34275921165381323,religiosvs,4,0.354924578527063
ministerivm,4,0.3069838833461243,signvm,5,0.3787878787878788,consvetvdo,5,0.3993610223642172,christvs/n,3,0.28222013170272814,presbyter,4,0.3187250996015936,salvs,4,0.35682426404995543,valeo,4,0.32733224222585927,soleo,4,0.3241491085899514,servo,4,0.34275921165381323,pivs,4,0.354924578527063
longvs,4,0.3069838833461243,gavdeo,5,0.3787878787878788,regnvm,5,0.3993610223642172,nvnc,3,0.28222013170272814,gens,4,0.3187250996015936,fero,4,0.35682426404995543,nobilis/2,4,0.32733224222585927,nox,4,0.3241491085899514,relinqvo,4,0.34275921165381323,divinvs/2,4,0.354924578527063
advenio,4,0.3069838833461243,desidero,4,0.30303030303030304,praefero,5,0.3993610223642172,solvs,3,0.28222013170272814,nvper,4,0.3187250996015936,peto,4,0.35682426404995543,advenio,4,0.32733224222585927,nimirvm,4,0.3241491085899514,mors,4,0.34275921165381323,salvs,4,0.354924578527063
propter/2,4,0.3069838833461243,vir,4,0.30303030303030304,parvvs/2,5,0.3993610223642172,sanctvs,3,0.28222013170272814,avdio,4,0.3187250996015936,inqvio,4,0.35682426404995543,redeo/1,4,0.32733224222585927,facio,4,0.3241491085899514,pvgno,4,0.34275921165381323,regio,4,0.354924578527063
vivo,4,0.3069838833461243,qvalis/1,4,0.30303030303030304,qvomodo/1,5,0.3993610223642172,noster,3,0.28222013170272814,noster,4,0.3187250996015936,capvt,4,0.35682426404995543,servo,4,0.32733224222585927,do,4,0.3241491085899514,monachvs,4,0.34275921165381323,discipvlvs,4,0.354924578527063
tantvs,4,0.3069838833461243,scio,4,0.30303030303030304,gavdeo,5,0.3993610223642172,scribo,3,0.28222013170272814,provincia,4,0.3187250996015936,regnvm,4,0.35682426404995543,dvo,4,0.32733224222585927,servo,4,0.3241491085899514,virgo,4,0.34275921165381323,percipio,4,0.354924578527063
vocabvlvm,4,0.3069838833461243,natio/1,4,0.30303030303030304,observatio,5,0.3993610223642172,doceo,3,0.28222013170272814,pontifex,4,0.3187250996015936,cvnctvs,4,0.35682426404995543,relinqvo,4,0.32733224222585927,gavdivm,4,0.3241491085899514,prior,3,0.2570694087403599,svccessor,4,0.354924578527063
domvs,4,0.3069838833461243,credo,4,0.30303030303030304,nosco,4,0.3194888178913738,venerabilis,3,0.28222013170272814,romanvs/a,4,0.3187250996015936,oro,4,0.35682426404995543,avfero,4,0.32733224222585927,regnvm,4,0.3241491085899514,nosco,3,0.2570694087403599,insvla,4,0.354924578527063
nolo,4,0.3069838833461243,voco,4,0.30303030303030304,dignvs,4,0.3194888178913738,alivs,3,0.28222013170272814,ministerivm,4,0.3187250996015936,transfero,4,0.35682426404995543,morior,4,0.32733224222585927,promitto,4,0.3241491085899514,salvs,3,0.2570694087403599,ministerivm,4,0.354924578527063
mos,4,0.3069838833461243,nvllvs,4,0.30303030303030304,roma/n,4,0.3194888178913738,itaqve,3,0.28222013170272814,sancio,4,0.3187250996015936,involvo,4,0.35682426404995543,converto,4,0.32733224222585927,assvm/1,4,0.3241491085899514,cetervs,3,0.2570694087403599,mens,4,0.354924578527063
parvvs/2,4,0.3069838833461243,ferrvm,4,0.30303030303030304,scio,4,0.3194888178913738,dico/2,3,0.28222013170272814,veritas,4,0.3187250996015936,spiritvs,4,0.35682426404995543,saecvlvm,4,0.32733224222585927,seqvor,4,0.3241491085899514,cantvari/n,3,0.2570694087403599,soleo,4,0.354924578527063
seqvor,4,0.3069838833461243,cvmqve,4,0.30303030303030304,mevs,4,0.3194888178913738,sacerdos,3,0.28222013170272814,mevs,4,0.3187250996015936,pertineo,4,0.35682426404995543,qvodammodo,4,0.32733224222585927,etenim,4,0.3241491085899514,memoria,3,0.2570694087403599,sedes,4,0.354924578527063
semper,4,0.3069838833461243,qvin/1,4,0.30303030303030304,nobilis/2,4,0.3194888178913738,antistes,3,0.28222013170272814,qvondam,4,0.3187250996015936,interrogo,4,0.35682426404995543,svscipio,4,0.32733224222585927,loqvor,4,0.3241491085899514,archiepiscopvs,3,0.2570694087403599,vivo,4,0.354924578527063
loqvor,4,0.3069838833461243,caelvm/1,4,0.30303030303030304,sicvt/1,4,0.3194888178913738,siqvis,3,0.28222013170272814,redeo/1,4,0.3187250996015936,minister/1,4,0.35682426404995543,agmen,4,0.32733224222585927,vaco,4,0.3241491085899514,affero,3,0.2570694087403599,cvnctvs,4,0.354924578527063
angelvs,4,0.3069838833461243,domvs,4,0.30303030303030304,consto,4,0.3194888178913738,maximvs,3,0.28222013170272814,cvmqve,4,0.3187250996015936,narro,4,0.35682426404995543,teneo,4,0.32733224222585927,membrvm,4,0.3241491085899514,vsqve,3,0.2570694087403599,caelestis,4,0.354924578527063
