,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
imperivm,5,0.3289473684210526,eximivs,4,0.11617775196049956,oro,4,0.15791551519936833,contingo/1,4,0.15444015444015444,dispono,5,0.3424657534246575,hinc,3,0.09852216748768472,lectio,4,0.14245014245014245,necessarivs/2,4,0.3574620196604111,dolor,4,0.14265335235378032,refero,4,0.33222591362126247
regivs,5,0.3289473684210526,limen,4,0.11617775196049956,homo,4,0.15791551519936833,inqvio,4,0.15444015444015444,manvs/1,5,0.3424657534246575,svccessor,3,0.09852216748768472,creber,4,0.14245014245014245,vexillvm,4,0.3574620196604111,constrvo,4,0.14265335235378032,religiosvs,4,0.33222591362126247
qvasi/1,5,0.3289473684210526,tvvs,3,0.08713331397037467,gravis,4,0.15791551519936833,res,4,0.15444015444015444,cetervs,4,0.273972602739726,pervenio,3,0.09852216748768472,constrvo,4,0.14245014245014245,avfero,4,0.3574620196604111,anima,4,0.14265335235378032,pivs,4,0.33222591362126247
miles,5,0.3289473684210526,noster,3,0.08713331397037467,propono,4,0.15791551519936833,dvo,4,0.15444015444015444,beatvs,4,0.273972602739726,fidelis/2,3,0.09852216748768472,hostis,4,0.14245014245014245,pax,4,0.3574620196604111,ocvlvs,4,0.14265335235378032,exsisto,4,0.33222591362126247
qvod/1,5,0.3289473684210526,cvra,3,0.08713331397037467,intvs/2,4,0.15791551519936833,religio,4,0.15444015444015444,qvalis/1,4,0.273972602739726,obsecro,3,0.09852216748768472,vestis,4,0.14245014245014245,plenvs,3,0.2680965147453083,sepvlcrvm,4,0.14265335235378032,cantvari/n,4,0.33222591362126247
bonvs,4,0.2631578947368421,rego,3,0.08713331397037467,creber,4,0.15791551519936833,cvnctvs,4,0.15444015444015444,sancio,4,0.273972602739726,mevs,3,0.09852216748768472,agmen,4,0.14245014245014245,solvs,3,0.2680965147453083,clamo,4,0.14265335235378032,traditio,4,0.33222591362126247
vsqve,4,0.2631578947368421,cvro,3,0.08713331397037467,libero,4,0.15791551519936833,caelestis,4,0.15444015444015444,soleo,4,0.273972602739726,valeo,3,0.09852216748768472,interrogo,4,0.14245014245014245,sanctvs,3,0.2680965147453083,amplvs,4,0.14265335235378032,deniqve,4,0.33222591362126247
fidelis/2,4,0.2631578947368421,provincia,3,0.08713331397037467,ivdicivm,4,0.15791551519936833,parvvs/2,4,0.15444015444015444,adhvc,4,0.273972602739726,advenio,3,0.09852216748768472,amplvs,4,0.14245014245014245,nosco,3,0.2680965147453083,qvaero,4,0.14265335235378032,episcopvs,4,0.33222591362126247
corpvs,4,0.2631578947368421,pater,3,0.08713331397037467,teneo,4,0.15791551519936833,nihil,4,0.15444015444015444,dies,4,0.273972602739726,accipio,3,0.09852216748768472,similis,4,0.14245014245014245,noster,3,0.2680965147453083,sanitas,4,0.14265335235378032,ministerivm,4,0.33222591362126247
lingva,4,0.2631578947368421,frater,3,0.08713331397037467,interrogo,4,0.15791551519936833,fvngor,4,0.15444015444015444,capvt,4,0.273972602739726,incipio,3,0.09852216748768472,pavlatim,4,0.14245014245014245,devs,3,0.2680965147453083,corripio,4,0.14265335235378032,frater,4,0.33222591362126247
perhibeo,4,0.2631578947368421,habeo,3,0.08713331397037467,placeo,4,0.15791551519936833,amor,4,0.15444015444015444,aeternvs,4,0.273972602739726,ergo/2,3,0.09852216748768472,cvpio,4,0.14245014245014245,rego,3,0.2680965147453083,splendor,4,0.14265335235378032,monasterivm,4,0.33222591362126247
qvamvis/1,4,0.2631578947368421,credo,3,0.08713331397037467,postvlo,4,0.15791551519936833,benedictio,4,0.15444015444015444,regnvm,4,0.273972602739726,ambo/2,3,0.09852216748768472,castigo,4,0.14245014245014245,scribo,3,0.2680965147453083,gloriosvs,3,0.10699001426533523,memini,4,0.33222591362126247
magnvs,4,0.2631578947368421,qvondam,3,0.08713331397037467,narro,4,0.15791551519936833,prex,4,0.15444015444015444,fvtvrvs,4,0.273972602739726,do,3,0.09852216748768472,stvdivm,3,0.10683760683760685,roma/n,3,0.2680965147453083,presbyter,3,0.10699001426533523,excipio,4,0.33222591362126247
potivs,4,0.2631578947368421,vmqvam,3,0.08713331397037467,virvs,4,0.15791551519936833,postvlo,4,0.15444015444015444,regivs,4,0.273972602739726,hodie,3,0.09852216748768472,tvvs,3,0.10683760683760685,pater,3,0.2680965147453083,probo,3,0.10699001426533523,veritas,4,0.33222591362126247
ibidem,4,0.2631578947368421,accipio,3,0.08713331397037467,cresco,4,0.15791551519936833,gavdeo,4,0.15444015444015444,assensvs,4,0.273972602739726,consto,3,0.09852216748768472,sedvlvs,3,0.10683760683760685,affero,3,0.2680965147453083,avdio,3,0.10699001426533523,habeo,4,0.33222591362126247
relinqvo,4,0.2631578947368421,fero,3,0.08713331397037467,torqveo,4,0.15791551519936833,revoco,4,0.15444015444015444,nolo,4,0.273972602739726,consvetvdo,3,0.09852216748768472,salvs,3,0.10683760683760685,praesens,3,0.2680965147453083,vervs,3,0.10699001426533523,redeo/1,4,0.33222591362126247
mos,4,0.2631578947368421,consentio,3,0.08713331397037467,gravo,4,0.15791551519936833,diligo/3,4,0.15444015444015444,vester,4,0.273972602739726,mitto,3,0.09852216748768472,institvo,3,0.10683760683760685,natio/1,3,0.2680965147453083,nosco,3,0.10699001426533523,aspicio,4,0.33222591362126247
servio,4,0.2631578947368421,promitto,3,0.08713331397037467,somnvs,4,0.15791551519936833,iter,4,0.15444015444015444,mos,4,0.273972602739726,christianvs/2,3,0.09852216748768472,provincia,3,0.10683760683760685,litvs,3,0.2680965147453083,affero,3,0.10699001426533523,dvo,4,0.33222591362126247
siqvidem,4,0.2631578947368421,ritvs,3,0.08713331397037467,ingravesco,4,0.15791551519936833,cvpio,4,0.15444015444015444,deprecor,4,0.273972602739726,svpero,3,0.09852216748768472,erga,3,0.10683760683760685,aer,3,0.2680965147453083,vsqve,3,0.10699001426533523,aeternvs,4,0.33222591362126247
hostis,4,0.2631578947368421,cvnctvs,3,0.08713331397037467,christvs/n,3,0.11843663639952626,nvper,3,0.11583011583011582,sperno,4,0.273972602739726,hvc,3,0.09852216748768472,ago,3,0.10683760683760685,medivs,3,0.2680965147453083,credo,3,0.10699001426533523,caelestis,4,0.33222591362126247
pax,4,0.2631578947368421,gradvs,3,0.08713331397037467,sedvlvs,3,0.11843663639952626,qvoqve,3,0.11583011583011582,animvs,4,0.273972602739726,ieivnivm,3,0.09852216748768472,sancio,3,0.10683760683760685,permaneo,3,0.2680965147453083,nomen,3,0.10699001426533523,labor/1,4,0.33222591362126247
via,4,0.2631578947368421,postqvam,3,0.08713331397037467,qvoqve,3,0.11843663639952626,simvl/1,3,0.11583011583011582,praedico/2,4,0.273972602739726,animvs,3,0.09852216748768472,libellvs,3,0.10683760683760685,advenio,3,0.2680965147453083,ardor,3,0.10699001426533523,semper,4,0.33222591362126247
teneo,4,0.2631578947368421,dvco,3,0.08713331397037467,abba,3,0.11843663639952626,doceo,3,0.11583011583011582,qvatvor,4,0.273972602739726,baptizo,3,0.09852216748768472,mevs,3,0.10683760683760685,nimirvm,3,0.2680965147453083,modvs,3,0.10699001426533523,gloriosvs,3,0.24916943521594684
interrogo,4,0.2631578947368421,qvodammodo,3,0.08713331397037467,provincia,3,0.11843663639952626,theodore/n1,3,0.11583011583011582,malvs/3,4,0.273972602739726,debeo,3,0.09852216748768472,aperio,3,0.10683760683760685,hora,3,0.2680965147453083,adhvc,3,0.10699001426533523,rex,3,0.24916943521594684
bellvm,4,0.2631578947368421,ivvo,3,0.08713331397037467,reverto,3,0.11843663639952626,nonnvllvs,3,0.11583011583011582,pecvnia,4,0.273972602739726,saecvlvm,3,0.09852216748768472,praeclarvs,3,0.10683760683760685,lingva,3,0.2680965147453083,perhibeo,3,0.10699001426533523,desidero,3,0.24916943521594684
regno,4,0.2631578947368421,mater,3,0.08713331397037467,exinde,3,0.11843663639952626,pars,3,0.11583011583011582,eripio,4,0.273972602739726,mvto/2,3,0.09852216748768472,soleo,3,0.10683760683760685,ingredior,3,0.2680965147453083,inqvio,3,0.10699001426533523,tvvs,3,0.24916943521594684
ascendo,4,0.2631578947368421,minister/1,3,0.08713331397037467,avdeo,3,0.11843663639952626,opvs/1,3,0.11583011583011582,maior,4,0.273972602739726,pvlvis,3,0.09852216748768472,aqva,3,0.10683760683760685,finis,3,0.2680965147453083,qvin/1,3,0.10699001426533523,memoro,3,0.24916943521594684
simvl/1,3,0.19736842105263158,necessitas,3,0.08713331397037467,episcopvs,3,0.11843663639952626,pervenio,3,0.11583011583011582,necessitas,4,0.273972602739726,immo,3,0.09852216748768472,advenio,3,0.10683760683760685,qvamvis/1,3,0.2680965147453083,gavdivm,3,0.10699001426533523,rego,3,0.24916943521594684
divinvs/2,3,0.19736842105263158,svccedo/1,3,0.08713331397037467,vita,3,0.11843663639952626,obsecro,3,0.11583011583011582,svvm,4,0.273972602739726,ordino,3,0.09852216748768472,incipio,3,0.10683760683760685,res,3,0.2680965147453083,ivbeo,3,0.10699001426533523,divinvs/2,3,0.24916943521594684
salvs,3,0.19736842105263158,annvo,3,0.08713331397037467,corpvs,3,0.11843663639952626,svpernvs,3,0.11583011583011582,appareo,4,0.273972602739726,intelligo,3,0.09852216748768472,magnvs,3,0.10683760683760685,hactenvs,3,0.2680965147453083,vocabvlvm,3,0.10699001426533523,dvbito,3,0.24916943521594684
video,3,0.19736842105263158,ablvo,3,0.08713331397037467,mvltvs,3,0.11843663639952626,singvlvs,3,0.11583011583011582,trado,4,0.273972602739726,edoceo,3,0.09852216748768472,dono,3,0.10683760683760685,secerno,3,0.2680965147453083,assvm/1,3,0.10699001426533523,revereor,3,0.24916943521594684
vox,3,0.19736842105263158,corrigo,3,0.08713331397037467,ivmentvm,3,0.11843663639952626,nomen,3,0.11583011583011582,qviesco,4,0.273972602739726,svpra/2,3,0.09852216748768472,volo/3,3,0.10683760683760685,ivbeo,3,0.2680965147453083,morior,3,0.10699001426533523,memoria,3,0.24916943521594684
romanvs/a,3,0.19736842105263158,soror,3,0.08713331397037467,noctvrnvs,3,0.11843663639952626,civitas,3,0.11583011583011582,qvaero,4,0.273972602739726,ivdicivm,3,0.09852216748768472,flvmen,3,0.10683760683760685,domvs,3,0.2680965147453083,oro,3,0.10699001426533523,vox,3,0.24916943521594684
praefor,3,0.19736842105263158,vervs,2,0.05808887598024978,ingredior,3,0.11843663639952626,terra,3,0.11583011583011582,rex,3,0.2054794520547945,commendo,3,0.09852216748768472,regnvm,3,0.10683760683760685,cotidie,3,0.2680965147453083,gradvs,3,0.10699001426533523,postea,3,0.24916943521594684
insvla,3,0.19736842105263158,doceo,2,0.05808887598024978,servo,3,0.11843663639952626,adhvc,3,0.11583011583011582,probo,3,0.2054794520547945,alter,3,0.09852216748768472,domvs,3,0.10683760683760685,transeo/1,3,0.2680965147453083,devotio,3,0.10699001426533523,nonnvllvs,3,0.24916943521594684
veritas,3,0.19736842105263158,venerabilis,2,0.05808887598024978,remaneo,3,0.11843663639952626,vtpote,3,0.11583011583011582,sanctvs,3,0.2054794520547945,interrogo,3,0.09852216748768472,svpervenio,3,0.10683760683760685,sacramentvm,3,0.2680965147453083,actvs/3,3,0.10699001426533523,invenio,3,0.24916943521594684
credo,3,0.19736842105263158,pontifex,2,0.05808887598024978,qvin/1,3,0.11843663639952626,ingredior,3,0.11583011583011582,simvl/1,3,0.2054794520547945,minister/1,3,0.09852216748768472,dvm/2,3,0.10683760683760685,pietas,3,0.2680965147453083,immo,3,0.10699001426533523,itaqve,3,0.24916943521594684
lapis,3,0.19736842105263158,colligo/3,2,0.05808887598024978,mitto,3,0.11843663639952626,peto,3,0.11583011583011582,divinvs/2,3,0.2054794520547945,perficio,3,0.09852216748768472,debeo,3,0.10683760683760685,svscipio,3,0.2680965147453083,seqvor,3,0.10699001426533523,colligo/3,3,0.24916943521594684
instrvo,3,0.19736842105263158,condo,2,0.05808887598024978,aeternvs,3,0.11843663639952626,sto,3,0.11583011583011582,consilivm,3,0.2054794520547945,nvmqvam,3,0.09852216748768472,gradvs,3,0.10683760683760685,conseqvor,3,0.2680965147453083,lectio,3,0.10699001426533523,exinde,3,0.24916943521594684
peto,3,0.19736842105263158,ago,2,0.05808887598024978,regnvm,3,0.11843663639952626,consvetvdo,3,0.11583011583011582,pater,3,0.2054794520547945,actio,3,0.09852216748768472,transeo/1,3,0.10683760683760685,christvs/n,2,0.17873100983020554,involvo,3,0.10699001426533523,praesens,3,0.24916943521594684
cvmqve,3,0.19736842105263158,excipio,2,0.05808887598024978,ibidem,3,0.11843663639952626,svpervenio,3,0.11583011583011582,percipio,3,0.2054794520547945,revoco,3,0.09852216748768472,ostendo,3,0.10683760683760685,desidero,2,0.17873100983020554,membrvm,3,0.10699001426533523,proximvs,3,0.24916943521594684
patria,3,0.19736842105263158,mevs,2,0.05808887598024978,hvc,3,0.11843663639952626,prohibeo,3,0.11583011583011582,gratia,3,0.2054794520547945,veneratio,3,0.09852216748768472,continvvs,3,0.10683760683760685,scriptvra,2,0.17873100983020554,oportet,3,0.10699001426533523,mercii/n,3,0.24916943521594684
gavdivm,3,0.19736842105263158,nomen,2,0.05808887598024978,avfero,3,0.11843663639952626,ieivnivm,3,0.11583011583011582,sacerdos,3,0.2054794520547945,disciplina,3,0.09852216748768472,vaco,3,0.10683760683760685,religiosvs,2,0.17873100983020554,narro,3,0.10699001426533523,erga,3,0.24916943521594684
vllvs,3,0.19736842105263158,qvidam,2,0.05808887598024978,miracvlvm,3,0.11843663639952626,servio,3,0.11583011583011582,pervenio,3,0.2054794520547945,necesse,3,0.09852216748768472,ivdicivm,3,0.10683760683760685,disco,2,0.17873100983020554,femina,3,0.10699001426533523,sancio,3,0.24916943521594684
virtvs,3,0.19736842105263158,nvllvs,2,0.05808887598024978,saecvlaris,3,0.11843663639952626,animvs,3,0.11583011583011582,scio,3,0.2054794520547945,prior,2,0.06568144499178982,cerno,3,0.10683760683760685,romanvs/a,2,0.17873100983020554,tango,3,0.10699001426533523,libellvs,3,0.24916943521594684
morior,3,0.19736842105263158,sicvt/1,2,0.05808887598024978,transeo/1,3,0.11843663639952626,baptizo,3,0.11583011583011582,veritas,3,0.2054794520547945,stvdivm,2,0.06568144499178982,pertineo,3,0.10683760683760685,invenio,2,0.17873100983020554,clades,3,0.10699001426533523,simplex,3,0.24916943521594684
confero,3,0.19736842105263158,sex,2,0.05808887598024978,proficio,3,0.11843663639952626,conflvo,3,0.11583011583011582,pono,3,0.2054794520547945,vigilo,2,0.06568144499178982,ecce,3,0.10683760683760685,itaqve,2,0.17873100983020554,indicivm,3,0.10699001426533523,maximvs,3,0.24916943521594684
incarnatio,3,0.19736842105263158,lingva,2,0.05808887598024978,qvomodo/1,3,0.11843663639952626,postqvam,3,0.11583011583011582,qvondam,3,0.2054794520547945,notitia,2,0.06568144499178982,timeo,3,0.10683760683760685,percipio,2,0.17873100983020554,prosvm/1,3,0.10699001426533523,adhvc,3,0.24916943521594684
apostolvs,3,0.19736842105263158,ergo/2,2,0.05808887598024978,qvantvs/1,3,0.11843663639952626,transfero,3,0.11583011583011582,vmqvam,3,0.2054794520547945,scribo,2,0.06568144499178982,teneo,3,0.10683760683760685,deniqve,2,0.17873100983020554,morbvs,3,0.10699001426533523,inqvio,3,0.24916943521594684
idolvm,3,0.19736842105263158,respondeo,2,0.05808887598024978,constrvo,3,0.11843663639952626,potestas,3,0.11583011583011582,ignis,3,0.2054794520547945,revereor,2,0.06568144499178982,accedo/1,3,0.10683760683760685,proximvs,2,0.17873100983020554,ianva,3,0.10699001426533523,volo/3,3,0.24916943521594684
gloria,3,0.19736842105263158,res,2,0.05808887598024978,exspecto,3,0.11843663639952626,pecvnia,3,0.11583011583011582,nvmervs,3,0.2054794520547945,memoria,2,0.06568144499178982,perficio,3,0.10683760683760685,avstralis,2,0.17873100983020554,desidero,2,0.07132667617689016,tantvs,3,0.24916943521594684
lvx,3,0.19736842105263158,percvtio,2,0.05808887598024978,timeo,3,0.11843663639952626,verax,3,0.11583011583011582,lingva,3,0.2054794520547945,venerabilis,2,0.06568144499178982,cogitatio,3,0.10683760683760685,diversvs,2,0.17873100983020554,omnis,2,0.07132667617689016,mitto,3,0.24916943521594684
ostendo,3,0.19736842105263158,familia,2,0.05808887598024978,membrvm,3,0.11843663639952626,desiderivm,3,0.11583011583011582,confiteor,3,0.2054794520547945,institvo,2,0.06568144499178982,tormentvm,3,0.10683760683760685,innvmervs,2,0.17873100983020554,ervdio,2,0.07132667617689016,donec,3,0.24916943521594684
barbarvs/2,3,0.19736842105263158,tantvs,2,0.05808887598024978,prex,3,0.11843663639952626,pax,3,0.11583011583011582,fero,3,0.2054794520547945,roma/n,2,0.06568144499178982,eqvito,3,0.10683760683760685,excipio,2,0.17873100983020554,postea,2,0.07132667617689016,cvnctvs,3,0.24916943521594684
os/1,3,0.19736842105263158,maneo,2,0.05808887598024978,statim,3,0.11843663639952626,facies,3,0.11583011583011582,do,3,0.2054794520547945,frater,2,0.06568144499178982,timor,3,0.10683760683760685,siqvis,2,0.17873100983020554,perfero,2,0.07132667617689016,secvndvs/1,3,0.24916943521594684
accedo/1,3,0.19736842105263158,peregrinvs/2,2,0.05808887598024978,abeo/1,3,0.11843663639952626,trado,3,0.11583011583011582,hodie,3,0.2054794520547945,monasterivm,2,0.06568144499178982,immensvs,3,0.10683760683760685,veritas,2,0.17873100983020554,deniqve,2,0.07132667617689016,dvm/2,3,0.24916943521594684
minister/1,3,0.19736842105263158,socio,2,0.05808887598024978,qviesco,3,0.11843663639952626,abeo/1,3,0.11583011583011582,tertivs,3,0.2054794520547945,antistes,2,0.06568144499178982,insisto,3,0.10683760683760685,pono,2,0.17873100983020554,episcopvs,2,0.07132667617689016,postqvam,3,0.24916943521594684
praebeo,3,0.19736842105263158,sperno,2,0.05808887598024978,svccedo/1,3,0.11843663639952626,cogitatio,3,0.11583011583011582,consvetvdo,3,0.2054794520547945,siqvis,2,0.06568144499178982,corripio,3,0.10683760683760685,vnde/1,2,0.17873100983020554,mando/2,2,0.07132667617689016,saecvlaris,3,0.24916943521594684
tandem,3,0.19736842105263158,honor,2,0.05808887598024978,fervor,3,0.11843663639952626,faveo,3,0.11583011583011582,mitto,3,0.2054794520547945,aliter,2,0.06568144499178982,emendo,3,0.10683760683760685,ivmentvm,2,0.17873100983020554,olim,2,0.07132667617689016,perfectio,3,0.24916943521594684
fortis,3,0.19736842105263158,congrvvs,2,0.05808887598024978,sanitas,3,0.11843663639952626,presbyterivm,3,0.11583011583011582,caelvm/1,3,0.2054794520547945,qvondam,2,0.06568144499178982,plenvs,2,0.07122507122507123,mvltvm/2,2,0.17873100983020554,siqvis,2,0.07132667617689016,mors,3,0.24916943521594684
svvm,3,0.19736842105263158,possessio,2,0.05808887598024978,excito/1,3,0.11843663639952626,honorificvs,3,0.11583011583011582,ministro,3,0.2054794520547945,civitas,2,0.06568144499178982,noster,2,0.07122507122507123,pvlcher,2,0.17873100983020554,intercessio,2,0.07132667617689016,actvs/3,3,0.24916943521594684
impetvs,3,0.19736842105263158,pontificatvs,2,0.05808887598024978,cvlmen,3,0.11843663639952626,sceptrvm,3,0.11583011583011582,licentia,3,0.2054794520547945,qvidam,2,0.06568144499178982,religiosvs,2,0.07122507122507123,ardeo,2,0.17873100983020554,mvltvs,2,0.07132667617689016,ordino,3,0.24916943521594684
consecro,3,0.19736842105263158,vrbs,2,0.05808887598024978,locvlvs,3,0.11843663639952626,gens,2,0.07722007722007722,virtvs,3,0.2054794520547945,lapis,2,0.06568144499178982,svbtraho,2,0.07122507122507123,ferrvm,2,0.17873100983020554,aperio,2,0.07132667617689016,cavsa,3,0.24916943521594684
imbvo,3,0.19736842105263158,amor,2,0.05808887598024978,dehinc,3,0.11843663639952626,nvnc,2,0.07722007722007722,ira,3,0.2054794520547945,dono,2,0.06568144499178982,reverto,2,0.07122507122507123,praeter/2,2,0.17873100983020554,terra,2,0.07132667617689016,resvrrectio,3,0.24916943521594684
incedo/1,3,0.19736842105263158,sors,2,0.05808887598024978,removeo,3,0.11843663639952626,cvra,2,0.07722007722007722,oratio,3,0.2054794520547945,volo/3,2,0.06568144499178982,pater,2,0.07122507122507123,plaga/2,2,0.17873100983020554,nobilis/2,2,0.07132667617689016,dolor,3,0.24916943521594684
cresco,3,0.19736842105263158,reddo,2,0.05808887598024978,nosco,2,0.07895775759968417,sollicitvs,2,0.07722007722007722,ieivnivm,3,0.2054794520547945,res,2,0.06568144499178982,qvalis/1,2,0.07122507122507123,redeo/1,2,0.17873100983020554,matvtinvs,2,0.07132667617689016,ocvlvs,3,0.24916943521594684
disco,2,0.13157894736842105,commendo,2,0.05808887598024978,noster,2,0.07895775759968417,dignvs,2,0.07722007722007722,dvm/2,3,0.2054794520547945,qvin/1,2,0.06568144499178982,simplex,2,0.07122507122507123,scientia,2,0.17873100983020554,contingo/1,2,0.07132667617689016,mater,3,0.24916943521594684
cantvari/n,2,0.13157894736842105,pvgno,2,0.05808887598024978,religiosvs,2,0.07895775759968417,venerabilis,2,0.07722007722007722,confero,3,0.2054794520547945,tantvs,2,0.06568144499178982,siqvis,2,0.07122507122507123,commvnis,2,0.17873100983020554,ingredior,2,0.07132667617689016,lavs,3,0.24916943521594684
archiepiscopvs,2,0.13157894736842105,pax,2,0.05808887598024978,dignvs,2,0.07895775759968417,institvo,2,0.07722007722007722,dvco,3,0.2054794520547945,interpres,2,0.06568144499178982,credo,2,0.07122507122507123,perhibeo,2,0.17873100983020554,do,2,0.07132667617689016,perficio,3,0.24916943521594684
institvo,2,0.13157894736842105,vestis,2,0.05808887598024978,accendo,2,0.07895775759968417,video,2,0.07722007722007722,habitvs/1,3,0.2054794520547945,religio,2,0.06568144499178982,britannia/n,2,0.07122507122507123,impetro,2,0.17873100983020554,servo,2,0.07132667617689016,probo,2,0.16611295681063123
papa,2,0.13157894736842105,offero,2,0.05808887598024978,doceo,2,0.07895775759968417,pontifex,2,0.07722007722007722,labor/1,3,0.2054794520547945,avfero,2,0.06568144499178982,qvondam,2,0.07122507122507123,dono,2,0.17873100983020554,sto,2,0.07132667617689016,plenvs,2,0.16611295681063123
postea,2,0.13157894736842105,canto,2,0.05808887598024978,memoria,2,0.07895775759968417,percipio,2,0.07722007722007722,immo,3,0.2054794520547945,velvt/1,2,0.06568144499178982,flvvivs,2,0.07122507122507123,ambo/2,2,0.17873100983020554,propter/2,2,0.07132667617689016,meditor,2,0.16611295681063123
percipio,2,0.13157894736842105,placeo,2,0.05808887598024978,video,2,0.07895775759968417,svccessor,2,0.07722007722007722,altar,3,0.2054794520547945,doctrina,2,0.06568144499178982,copiosvs,2,0.07122507122507123,resto,2,0.17873100983020554,vivo,2,0.07132667617689016,stvdivm,2,0.16611295681063123
deniqve,2,0.13157894736842105,div,2,0.05808887598024978,vox,2,0.07895775759968417,deniqve,2,0.07722007722007722,spiritvs,3,0.2054794520547945,svavis,2,0.06568144499178982,pvlcher,2,0.07122507122507123,cvmqve,2,0.17873100983020554,ferme,2,0.07132667617689016,scriptvra,2,0.16611295681063123
frater,2,0.13157894736842105,gladivs,2,0.05808887598024978,ibi,2,0.07895775759968417,lindissi/n,2,0.07722007722007722,tot,3,0.2054794520547945,gradvs,2,0.06568144499178982,nvllvs,2,0.07122507122507123,tertivs,2,0.17873100983020554,praecipio,2,0.07132667617689016,sollicitvs,2,0.16611295681063123
antistes,2,0.13157894736842105,fvga,2,0.05808887598024978,condo,2,0.07895775759968417,lindisfarnensis/a,2,0.07722007722007722,barbarvs/2,3,0.2054794520547945,confero,2,0.06568144499178982,aer,2,0.07122507122507123,sto,2,0.17873100983020554,ministro,2,0.07132667617689016,occasio,2,0.16611295681063123
sancio,2,0.13157894736842105,statim,2,0.05808887598024978,lindissi/n,2,0.07895775759968417,qvidam,2,0.07722007722007722,hvmilis,3,0.2054794520547945,transfero,2,0.06568144499178982,nox,2,0.07122507122507123,potivs,2,0.17873100983020554,christianvs/2,2,0.07132667617689016,svbtraho,2,0.16611295681063123
natio/1,2,0.13157894736842105,indico/1,2,0.05808887598024978,erga,2,0.07895775759968417,praeclarvs,2,0.07722007722007722,celebro,3,0.2054794520547945,pontificatvs,2,0.06568144499178982,vtpote,2,0.07122507122507123,patria,2,0.17873100983020554,vester,2,0.07132667617689016,abba,2,0.16611295681063123
mens,2,0.13157894736842105,absolvo,2,0.05808887598024978,antistes,2,0.07895775759968417,nvllvs,2,0.07722007722007722,sacer,3,0.2054794520547945,parvvs/2,2,0.06568144499178982,lingva,2,0.07122507122507123,sine,2,0.17873100983020554,misericordia,2,0.07132667617689016,doceo,2,0.16611295681063123
saepe,2,0.13157894736842105,pergo,2,0.05808887598024978,memini,2,0.07895775759968417,vmqvam,2,0.07722007722007722,teneo,3,0.2054794520547945,homo,2,0.06568144499178982,peto,2,0.07122507122507123,donec,2,0.17873100983020554,caelestis,2,0.07132667617689016,ervdio,2,0.16611295681063123
mvltvs,2,0.13157894736842105,postmodvm,2,0.05808887598024978,svpernvs,2,0.07895775759968417,soleo,2,0.07722007722007722,svadeo,3,0.2054794520547945,decet,2,0.06568144499178982,sino,2,0.07122507122507123,regivs,2,0.17873100983020554,praedico/2,2,0.07132667617689016,institvo,2,0.16611295681063123
flvvivs,2,0.13157894736842105,ordo,2,0.05808887598024978,pvlcher,2,0.07895775759968417,qvia,2,0.07722007722007722,flecto,3,0.2054794520547945,semper,2,0.06568144499178982,coepio,2,0.07122507122507123,ritvs,2,0.17873100983020554,differo,2,0.07132667617689016,roma/n,2,0.16611295681063123
inclvdo,2,0.13157894736842105,vbicvmqve/2,2,0.05808887598024978,aqva,2,0.07895775759968417,iaceo,2,0.07722007722007722,praedico/1,3,0.2054794520547945,cavsa,2,0.06568144499178982,consentio,2,0.07122507122507123,commvnico,2,0.17873100983020554,caro/1,2,0.07132667617689016,venio,2,0.16611295681063123
ferrvm,2,0.13157894736842105,devenio,2,0.05808887598024978,ignis,2,0.07895775759968417,qvaestio,2,0.07722007722007722,narro,3,0.2054794520547945,sacramentvm,2,0.06568144499178982,hodie,2,0.07122507122507123,benignvs,2,0.17873100983020554,praemivm,2,0.07132667617689016,ibi,2,0.16611295681063123
qvia,2,0.13157894736842105,sabbatvm,2,0.05808887598024978,praeter/2,2,0.07895775759968417,permaneo,2,0.07722007722007722,bellvm,3,0.2054794520547945,incoho,2,0.06568144499178982,procedo/1,2,0.07122507122507123,socio,2,0.17873100983020554,amo,2,0.07132667617689016,praesvm/1,2,0.16611295681063123
nox,2,0.13157894736842105,sano,2,0.05808887598024978,prope/2,2,0.07895775759968417,matvtinvs,2,0.07722007722007722,exercitvs/1,3,0.2054794520547945,siqvidem,2,0.06568144499178982,nemo,2,0.07122507122507123,misericordia,2,0.17873100983020554,perdo,2,0.07132667617689016,consilivm,2,0.16611295681063123
adhvc,2,0.13157894736842105,devoveo,2,0.05808887598024978,permaneo,2,0.07895775759968417,nimirvm,2,0.07722007722007722,gladivs,3,0.2054794520547945,loqvor,2,0.06568144499178982,secerno,2,0.07122507122507123,animvs,2,0.17873100983020554,expleo,2,0.07132667617689016,svccessor,2,0.16611295681063123
contra/2,2,0.13157894736842105,passio,2,0.05808887598024978,do,2,0.07895775759968417,secedo/1,2,0.07722007722007722,cogitatio,3,0.2054794520547945,testimonivm,2,0.06568144499178982,dvo,2,0.07122507122507123,doctrina,2,0.17873100983020554,qvantvs/1,2,0.07132667617689016,perfero,2,0.16611295681063123
