,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
ivdicivm,4,0.3262642740619902,vestis,4,0.33472803347280333,libellvs,3,0.26455026455026454,presbyter,3,0.2527379949452401,tvvs,3,0.25510204081632654,intelligo,4,0.2960769800148038,nosco,3,0.2631578947368421,qvondam,4,0.34662045060658575,cognosco,3,0.25041736227045075,sollicitvs,3,0.23023791250959325
signvm,4,0.3262642740619902,postvlo,4,0.33472803347280333,certvs,3,0.26455026455026454,stvdivm,3,0.2527379949452401,cvro,3,0.25510204081632654,siqvidem,4,0.2960769800148038,maxime,3,0.2631578947368421,sicvt/1,4,0.34662045060658575,qvoqve,3,0.25041736227045075,disco,3,0.23023791250959325
nvmqvam,4,0.3262642740619902,filia,4,0.33472803347280333,advenio,3,0.26455026455026454,verbvm,3,0.2527379949452401,ecclesia,3,0.25510204081632654,barbarvs/2,4,0.2960769800148038,noster,3,0.2631578947368421,peto,4,0.34662045060658575,discipvlvs,3,0.25041736227045075,cvro,3,0.23023791250959325
qviesco,4,0.3262642740619902,femina,4,0.33472803347280333,facio,3,0.26455026455026454,dignvs,3,0.2527379949452401,memoria,3,0.25510204081632654,perficio,4,0.2960769800148038,cetervs,3,0.2631578947368421,magnvs,4,0.34662045060658575,ibi,3,0.25041736227045075,postea,3,0.23023791250959325
qvaero,4,0.3262642740619902,appono,4,0.33472803347280333,sino,3,0.26455026455026454,pater,3,0.2527379949452401,institvo,3,0.25510204081632654,fortis,4,0.2960769800148038,venerabilis,3,0.2631578947368421,inqvio,4,0.34662045060658575,svccessor,3,0.25041736227045075,pater,3,0.23023791250959325
abbatissa,4,0.3262642740619902,locvlvs,4,0.33472803347280333,magnvs,3,0.26455026455026454,pervenio,3,0.2527379949452401,provincia,3,0.25510204081632654,svvm,4,0.2960769800148038,gratia,3,0.2631578947368421,coepio,4,0.34662045060658575,fidelis/2,3,0.25041736227045075,percipio,3,0.23023791250959325
desidero,3,0.24469820554649263,soror,4,0.33472803347280333,servo,3,0.26455026455026454,lindissi/n,3,0.2527379949452401,nonnvllvs,3,0.25510204081632654,perimo,4,0.2960769800148038,deniqve,3,0.2631578947368421,talis,4,0.34662045060658575,sancio,3,0.25041736227045075,qvalis/1,3,0.23023791250959325
tvvs,3,0.24469820554649263,corripio,4,0.33472803347280333,remaneo,3,0.26455026455026454,obsecro,3,0.2527379949452401,invenio,3,0.25510204081632654,qvod/1,4,0.2960769800148038,diversvs,3,0.2631578947368421,fvtvrvs,4,0.34662045060658575,ambo/2,3,0.25041736227045075,obsecro,3,0.23023791250959325
sedvlvs,3,0.24469820554649263,desidero,3,0.2510460251046025,propter/2,3,0.26455026455026454,siqvis,3,0.2527379949452401,frater,3,0.25510204081632654,prior,3,0.22205773501110287,excipio,3,0.2631578947368421,animvs,4,0.34662045060658575,res,3,0.25041736227045075,pono,3,0.23023791250959325
noster,3,0.24469820554649263,avdio,3,0.2510460251046025,secerno,3,0.26455026455026454,pono,3,0.2527379949452401,habeo,3,0.25510204081632654,vervs,3,0.22205773501110287,qvidam,3,0.2631578947368421,sermo,4,0.34662045060658575,propter/2,3,0.25041736227045075,qvondam,3,0.23023791250959325
religiosvs,3,0.24469820554649263,nosco,3,0.2510460251046025,tres,3,0.26455026455026454,corpvs,3,0.2527379949452401,singvlvs,3,0.25510204081632654,dignvs,3,0.22205773501110287,ivmentvm,3,0.2631578947368421,lavs,4,0.34662045060658575,familia,3,0.25041736227045075,mvltvs,3,0.23023791250959325
venio,3,0.24469820554649263,pater,3,0.2510460251046025,vllvs,3,0.26455026455026454,britannia/n,3,0.2527379949452401,adhvc,3,0.25510204081632654,cetervs,3,0.22205773501110287,flvvivs,3,0.2631578947368421,gloriosvs,3,0.25996533795493937,dvo,3,0.25041736227045075,praeclarvs,3,0.23023791250959325
consilivm,3,0.24469820554649263,ministerivm,3,0.2510460251046025,promitto,3,0.26455026455026454,vnde/1,3,0.2527379949452401,sex,3,0.25510204081632654,ecclesia,3,0.22205773501110287,mvltvm/2,3,0.2631578947368421,rex,3,0.25996533795493937,tantvs,3,0.25041736227045075,nobilis/2,3,0.23023791250959325
exinde,3,0.24469820554649263,memini,3,0.2510460251046025,ibidem,3,0.26455026455026454,soleo,3,0.2527379949452401,adeo/1,3,0.25510204081632654,percipio,3,0.22205773501110287,pvlcher,3,0.2631578947368421,presbyter,3,0.25996533795493937,interpres,3,0.25041736227045075,praeter/2,3,0.23023791250959325
nvllvs,3,0.24469820554649263,ardor,3,0.2510460251046025,domvs,3,0.26455026455026454,permaneo,3,0.2527379949452401,coepio,3,0.25510204081632654,sacerdos,3,0.22205773501110287,modvs,3,0.2631578947368421,probo,3,0.25996533795493937,gavdivm,3,0.25041736227045075,iaceo,3,0.23023791250959325
hora,3,0.24469820554649263,valeo,3,0.2510460251046025,servio,3,0.26455026455026454,nimirvm,3,0.2527379949452401,potivs,3,0.25510204081632654,mercii/n,3,0.22205773501110287,aqva,3,0.2631578947368421,nvnc,3,0.25996533795493937,regnvm,3,0.25041736227045075,advenio,3,0.23023791250959325
confiteor,3,0.24469820554649263,dono,3,0.2510460251046025,caelestis,3,0.26455026455026454,facio,3,0.2527379949452401,regnvm,3,0.25510204081632654,mens,3,0.22205773501110287,ardeo,3,0.2631578947368421,nosco,3,0.25996533795493937,religio,3,0.25041736227045075,inqvio,3,0.23023791250959325
primvs,3,0.24469820554649263,aspicio,3,0.2510460251046025,creber,3,0.26455026455026454,dono,3,0.2527379949452401,assvm/1,3,0.25510204081632654,mare,3,0.22205773501110287,ferrvm,3,0.2631578947368421,pivs,3,0.25996533795493937,ritvs,3,0.25041736227045075,dives,3,0.23023791250959325
consentio,3,0.24469820554649263,capvt,3,0.2510460251046025,dolor,3,0.26455026455026454,volo/3,3,0.2527379949452401,servio,3,0.25510204081632654,hora,3,0.22205773501110287,lvcidvs,3,0.2631578947368421,rego,3,0.25996533795493937,domvs,3,0.25041736227045075,flvmen,3,0.23023791250959325
consto,3,0.24469820554649263,vocabvlvm,3,0.2510460251046025,ingenivm,3,0.26455026455026454,ritvs,3,0.2527379949452401,animvs,3,0.25510204081632654,magnvs,3,0.22205773501110287,adhvc,3,0.2631578947368421,cetervs,3,0.25996533795493937,praedico/3,3,0.25041736227045075,tantvs,3,0.23023791250959325
capvt,3,0.24469820554649263,svpero,3,0.2510460251046025,vaco,3,0.26455026455026454,hvc,3,0.2527379949452401,doctor,3,0.25510204081632654,habito,3,0.22205773501110287,redeo/1,3,0.2631578947368421,occasio,3,0.25996533795493937,ieivnivm,3,0.25041736227045075,regnvm,3,0.23023791250959325
dominvs,3,0.24469820554649263,socio,3,0.2510460251046025,testimonivm,3,0.26455026455026454,avfero,3,0.2527379949452401,saecvlaris,3,0.25510204081632654,dvo,3,0.22205773501110287,nimirvm,3,0.2631578947368421,disco,3,0.25996533795493937,patior,3,0.25041736227045075,nolo,3,0.23023791250959325
crvx,3,0.24469820554649263,morior,3,0.2510460251046025,ivdicivm,3,0.26455026455026454,animvs,3,0.2527379949452401,transeo/1,3,0.25510204081632654,obtempero,3,0.22205773501110287,primvs,3,0.2631578947368421,cantvari/n,3,0.25996533795493937,animvs,3,0.25041736227045075,servio,3,0.23023791250959325
hvc,3,0.24469820554649263,dominicvs,3,0.2510460251046025,exspecto,3,0.26455026455026454,pontificatvs,3,0.2527379949452401,exemplvm,3,0.25510204081632654,sine,3,0.22205773501110287,qvamvis/1,3,0.2631578947368421,regio,3,0.25996533795493937,praedico/2,3,0.25041736227045075,morior,3,0.23023791250959325
iste,3,0.24469820554649263,pontificatvs,3,0.2510460251046025,damnatio,3,0.26455026455026454,saecvlvm,3,0.2527379949452401,lectio,3,0.25510204081632654,qvasi/1,3,0.22205773501110287,coepio,3,0.2631578947368421,consilivm,3,0.25996533795493937,conflvo,3,0.25041736227045075,qvasi/1,3,0.23023791250959325
velvt/1,3,0.24469820554649263,devotio,3,0.2510460251046025,agmen,3,0.26455026455026454,spiritvs,3,0.2527379949452401,opera,3,0.25510204081632654,incarnatio,3,0.22205773501110287,res,3,0.2631578947368421,colligo/3,3,0.25996533795493937,debeo,3,0.25041736227045075,transeo/1,3,0.23023791250959325
dvm/2,3,0.24469820554649263,cogito,3,0.2510460251046025,vvltvs,3,0.26455026455026454,patefacio,3,0.2527379949452401,pvgno,3,0.25510204081632654,parvvs/2,3,0.22205773501110287,dives,3,0.2631578947368421,svccessor,3,0.25996533795493937,possessio,3,0.25041736227045075,conversatio,3,0.23023791250959325
oro,3,0.24469820554649263,nihil,3,0.2510460251046025,perficio,3,0.26455026455026454,svpra/2,3,0.2527379949452401,dispono,3,0.25510204081632654,seqvor,3,0.22205773501110287,patria,3,0.2631578947368421,perfero,3,0.25996533795493937,labor/1,3,0.25041736227045075,fvngor,3,0.23023791250959325
confero,3,0.24469820554649263,seqvor,3,0.2510460251046025,virvs,3,0.26455026455026454,vaco,3,0.2527379949452401,teneo,3,0.25510204081632654,laboro,3,0.22205773501110287,aeternvs,3,0.2631578947368421,deniqve,3,0.25996533795493937,sacramentvm,3,0.25041736227045075,amor,3,0.23023791250959325
transfero,3,0.24469820554649263,involvo,3,0.2510460251046025,infero,3,0.26455026455026454,exspecto,3,0.2527379949452401,perficio,3,0.25510204081632654,dolor,3,0.22205773501110287,christianvs/2,3,0.2631578947368421,sacerdos,3,0.25996533795493937,resvrrectio,3,0.25041736227045075,laboro,3,0.23023791250959325
profero,3,0.24469820554649263,manifestvs,3,0.2510460251046025,abeo/1,3,0.26455026455026454,neqvaqvam,3,0.2527379949452401,placeo,3,0.25510204081632654,praedicatio,3,0.22205773501110287,cvnctvs,3,0.2631578947368421,olim,3,0.25996533795493937,ivvo,3,0.25041736227045075,filivs,3,0.23023791250959325
mors,3,0.24469820554649263,lvx,3,0.2510460251046025,absolvo,3,0.26455026455026454,timeo,3,0.2527379949452401,narro,3,0.25510204081632654,facies,3,0.22205773501110287,oro,3,0.2631578947368421,qvalis/1,3,0.25996533795493937,lvx,3,0.25041736227045075,pertineo,3,0.23023791250959325
ordino,3,0.24469820554649263,qvatvor,3,0.2510460251046025,svrgo,3,0.26455026455026454,sepelio,3,0.2527379949452401,amplvs,3,0.25510204081632654,pascha,3,0.22205773501110287,gradvs,3,0.2631578947368421,antistes,3,0.25996533795493937,pvgno,3,0.25041736227045075,pax,3,0.23023791250959325
seqvor,3,0.24469820554649263,mirvs,3,0.2510460251046025,tormentvm,3,0.26455026455026454,impleo,3,0.2527379949452401,appareo,3,0.25510204081632654,tandem,3,0.22205773501110287,gero,3,0.2631578947368421,simplex,3,0.25996533795493937,similis,3,0.25041736227045075,agmen,3,0.23023791250959325
lectio,3,0.24469820554649263,vaco,3,0.2510460251046025,timor,3,0.26455026455026454,narro,3,0.2527379949452401,revoco,3,0.25510204081632654,gladivs,3,0.22205773501110287,addvco,3,0.2631578947368421,siqvis,3,0.25996533795493937,corrigo,3,0.25041736227045075,prex,3,0.23023791250959325
spiritvs,3,0.24469820554649263,pax,3,0.2510460251046025,depono,3,0.26455026455026454,invicem,3,0.2527379949452401,honorificvs,3,0.25510204081632654,appareo,3,0.22205773501110287,miles,3,0.2631578947368421,corpvs,3,0.25996533795493937,sano,3,0.25041736227045075,postvlo,3,0.23023791250959325
intvs/2,3,0.24469820554649263,migro,3,0.2510460251046025,disciplina,3,0.26455026455026454,svfficio,3,0.2527379949452401,ordo,3,0.25510204081632654,trado,3,0.22205773501110287,monachvs,3,0.2631578947368421,qvidam,3,0.25996533795493937,abbatissa,3,0.25041736227045075,mereo,3,0.23023791250959325
alter,3,0.24469820554649263,exsvrgo,3,0.2510460251046025,pavlatim,3,0.26455026455026454,villa,3,0.2527379949452401,constitvo,3,0.25510204081632654,abeo/1,3,0.22205773501110287,qvod/1,3,0.2631578947368421,facio,3,0.25996533795493937,cvpio,3,0.25041736227045075,exeo/1,3,0.23023791250959325
via,3,0.24469820554649263,abeo/1,3,0.2510460251046025,sano,3,0.26455026455026454,impetvs,3,0.2527379949452401,condignvs,3,0.25510204081632654,beneficivm,3,0.22205773501110287,oswald/n1,3,0.2631578947368421,sedes,3,0.25996533795493937,necesse,3,0.25041736227045075,clades,3,0.23023791250959325
rvrsvs,3,0.24469820554649263,gavdeo,3,0.2510460251046025,abbatissa,3,0.26455026455026454,revoco,3,0.2527379949452401,eximivs,3,0.25510204081632654,christvs/n,2,0.1480384900074019,rex,2,0.17543859649122806,caelvm/1,3,0.25996533795493937,presbyter,2,0.1669449081803005,cresco,3,0.23023791250959325
certamen,3,0.24469820554649263,annvo,3,0.2510460251046025,nomino,3,0.26455026455026454,postmodvm,3,0.2527379949452401,gloriosvs,2,0.17006802721088435,ecclesiasticvs,2,0.1480384900074019,vervs,2,0.17543859649122806,regnvm,3,0.25996533795493937,stvdivm,2,0.1669449081803005,diligo/3,3,0.23023791250959325
postvlo,3,0.24469820554649263,praecedo/1,3,0.2510460251046025,devoveo,3,0.26455026455026454,diligo/3,3,0.2527379949452401,desidero,2,0.17006802721088435,solvs,2,0.1480384900074019,bonvs,2,0.17543859649122806,necessarivs/2,3,0.25996533795493937,verbvm,2,0.1669449081803005,pavlatim,3,0.23023791250959325
eo/1,3,0.24469820554649263,timor,3,0.2510460251046025,lectvlvs,3,0.26455026455026454,devenio,3,0.2527379949452401,probo,2,0.17006802721088435,cognosco,2,0.1480384900074019,devs,2,0.17543859649122806,christianvs/2,3,0.25996533795493937,cvra,2,0.1669449081803005,presbyter,2,0.15349194167306215
donvm,3,0.24469820554649263,morbvs,3,0.2510460251046025,pvto,3,0.26455026455026454,castigo,3,0.2527379949452401,stvdivm,2,0.17006802721088435,doceo,2,0.1480384900074019,rego,2,0.17543859649122806,religio,3,0.25996533795493937,bonvs,2,0.1669449081803005,desidero,2,0.15349194167306215
dormio,3,0.24469820554649263,princeps/2,3,0.2510460251046025,rex,2,0.1763668430335097,visito,3,0.2527379949452401,avdio,2,0.17006802721088435,diligens,2,0.1480384900074019,abba,2,0.17543859649122806,domvs,3,0.25996533795493937,pivs,2,0.1669449081803005,stvdivm,2,0.15349194167306215
cogitatio,3,0.24469820554649263,ideo,3,0.2510460251046025,lego/2,2,0.1763668430335097,christvs/n,2,0.16849199663016007,accendo,2,0.17006802721088435,romanvs/a,2,0.1480384900074019,doceo,2,0.17543859649122806,apostolvs,3,0.25996533795493937,accendo,2,0.1669449081803005,sedvlvs,2,0.15349194167306215
actio,3,0.24469820554649263,probo,2,0.16736401673640167,plenvs,2,0.1763668430335097,desidero,2,0.16849199663016007,archiepiscopvs,2,0.17006802721088435,invenio,2,0.1480384900074019,alivs,2,0.17543859649122806,dvco,3,0.25996533795493937,notitia,2,0.1669449081803005,cvra,2,0.15349194167306215
devenio,3,0.24469820554649263,nvnc,2,0.16736401673640167,tvvs,2,0.1763668430335097,sedvlvs,2,0.16849199663016007,alivs,2,0.17006802721088435,itaqve,2,0.1480384900074019,praesvm/1,2,0.17543859649122806,parvvs/2,3,0.25996533795493937,scribo,2,0.1669449081803005,dignvs,2,0.15349194167306215
cesso,3,0.24469820554649263,meditor,2,0.16736401673640167,sedvlvs,2,0.1763668430335097,cvra,2,0.16849199663016007,percipio,2,0.17006802721088435,vsqve,2,0.1480384900074019,invenio,2,0.17543859649122806,perfectio,3,0.25996533795493937,dvbito,2,0.1669449081803005,simvl/1,2,0.15349194167306215
finio,3,0.24469820554649263,verbvm,2,0.16736401673640167,vervs,2,0.1763668430335097,devs,2,0.16849199663016007,perfero,2,0.17006802721088435,proximvs,2,0.1480384900074019,itaqve,2,0.17543859649122806,perdo,3,0.25996533795493937,memoria,2,0.1669449081803005,svbtraho,2,0.15349194167306215
lego/2,2,0.1631321370309951,vervs,2,0.16736401673640167,pivs,2,0.1763668430335097,simvl/1,2,0.16849199663016007,proximvs,2,0.17006802721088435,antistes,2,0.1480384900074019,praesens,2,0.17543859649122806,nihil,3,0.25996533795493937,venerabilis,2,0.1669449081803005,doceo,2,0.15349194167306215
bonvs,2,0.1631321370309951,religiosvs,2,0.16736401673640167,doceo,2,0.1763668430335097,rego,2,0.16849199663016007,ministerivm,2,0.17006802721088435,sancio,2,0.1480384900074019,proximvs,2,0.17543859649122806,rogo,3,0.25996533795493937,permitto,2,0.1669449081803005,regio,2,0.15349194167306215
sollicitvs,2,0.1631321370309951,venerabilis,2,0.16736401673640167,opvs/1,2,0.1763668430335097,disco,2,0.16849199663016007,sancio,2,0.17006802721088435,obsecro,2,0.1480384900074019,ministerivm,2,0.17543859649122806,ostendo,3,0.25996533795493937,affero,2,0.1669449081803005,episcopvs,2,0.15349194167306215
pivs,2,0.1631321370309951,ibi,2,0.16736401673640167,olim,2,0.1763668430335097,abba,2,0.16849199663016007,certvs,2,0.17006802721088435,corpvs,2,0.1480384900074019,frater,2,0.17543859649122806,anima,3,0.25996533795493937,hinc,2,0.1669449081803005,mando/2,2,0.15349194167306215
venerabilis,2,0.1631321370309951,vsqve,2,0.16736401673640167,adicio,2,0.1763668430335097,theodore/n1,2,0.16849199663016007,mevs,2,0.17006802721088435,credo,2,0.1480384900074019,antistes,2,0.17543859649122806,cor,3,0.25996533795493937,colligo/3,2,0.1669449081803005,ministerivm,2,0.15349194167306215
institvo,2,0.1631321370309951,praesens,2,0.16736401673640167,habeo,2,0.1763668430335097,ervdio,2,0.16849199663016007,qvondam,2,0.17006802721088435,britannia/n,2,0.1480384900074019,innvmervs,2,0.17543859649122806,hostis,3,0.25996533795493937,antistes,2,0.1669449081803005,antistes,2,0.15349194167306215
invenio,2,0.1631321370309951,episcopvs,2,0.16736401673640167,incola,2,0.1763668430335097,romanvs/a,2,0.16849199663016007,flvvivs,2,0.17006802721088435,flvvivs,2,0.1480384900074019,siqvis,2,0.17543859649122806,eripio,3,0.25996533795493937,scio,2,0.1669449081803005,memini,2,0.15349194167306215
qvalis/1,2,0.1631321370309951,pervenio,2,0.16736401673640167,nomen,2,0.1763668430335097,colligo/3,2,0.16849199663016007,praeclarvs,2,0.17006802721088435,inclvdo,2,0.1480384900074019,veritas,2,0.17543859649122806,dispono,3,0.25996533795493937,lindisfarnensis/a,2,0.1669449081803005,libellvs,2,0.15349194167306215
sancio,2,0.1631321370309951,svvs,2,0.16736401673640167,mvltvs,2,0.1763668430335097,perfero,2,0.16849199663016007,nobilis/2,2,0.17006802721088435,lapis,2,0.1480384900074019,natio/1,2,0.17543859649122806,vvltvs,3,0.25996533795493937,pono,2,0.1669449081803005,lindisfarnensis/a,2,0.15349194167306215
certvs,2,0.1631321370309951,aperio,2,0.16736401673640167,interpono,2,0.1763668430335097,pars,2,0.16849199663016007,advenio,2,0.17006802721088435,ignis,2,0.1480384900074019,qvondam,2,0.17543859649122806,div,3,0.25996533795493937,natio/1,2,0.1669449081803005,aperio,2,0.15349194167306215
mevs,2,0.1631321370309951,modvs,2,0.16736401673640167,praeclarvs,2,0.1763668430335097,opvs/1,2,0.16849199663016007,redeo/1,2,0.17006802721088435,nobilis/2,2,0.1480384900074019,litvs,2,0.17543859649122806,nvper,2,0.17331022530329288,locvs,2,0.1669449081803005,qvidam,2,0.15349194167306215
britannia/n,2,0.1631321370309951,aqva,2,0.16736401673640167,copiosvs,2,0.1763668430335097,antistes,2,0.16849199663016007,contingo/1,2,0.17006802721088435,vter/4,2,0.1480384900074019,copiosvs,2,0.17543859649122806,lego/2,2,0.17331022530329288,voco,2,0.1669449081803005,aetas,2,0.15349194167306215
pvlcher,2,0.1631321370309951,praeter/2,2,0.16736401673640167,nvllvs,2,0.1763668430335097,habeo,2,0.16849199663016007,peto,2,0.17006802721088435,adhvc,2,0.1480384900074019,vmqvam,2,0.17543859649122806,sollicitvs,2,0.17331022530329288,valeo,2,0.1669449081803005,aer,2,0.15349194167306215
vmqvam,2,0.1631321370309951,lingva,2,0.16736401673640167,aetas,2,0.1763668430335097,mvltvs,2,0.16849199663016007,impetro,2,0.17006802721088435,redeo/1,2,0.1480384900074019,qvaestio,2,0.17543859649122806,devs,2,0.17331022530329288,soleo,2,0.1669449081803005,permaneo,2,0.15349194167306215
modvs,2,0.1631321370309951,scientia,2,0.16736401673640167,vtpote,2,0.1763668430335097,aperio,2,0.16849199663016007,magnvs,2,0.17006802721088435,contra/2,2,0.1480384900074019,vter/4,2,0.17543859649122806,doceo,2,0.17331022530329288,lapis,2,0.1669449081803005,magnvs,2,0.15349194167306215
permaneo,2,0.1631321370309951,intro/1,2,0.16736401673640167,secedo/1,2,0.1763668430335097,nobilis/2,2,0.16849199663016007,do,2,0.17006802721088435,sex,2,0.1480384900074019,permaneo,2,0.17543859649122806,memoria,2,0.17331022530329288,praeter/2,2,0.1669449081803005,respondeo,2,0.15349194167306215
dies,2,0.1631321370309951,magnvs,2,0.16736401673640167,confiteor,2,0.1763668430335097,primvs,2,0.16849199663016007,servo,2,0.17006802721088435,lingva,2,0.1480384900074019,matvtinvs,2,0.17543859649122806,venerabilis,2,0.17331022530329288,adhvc,2,0.1669449081803005,aspicio,2,0.15349194167306215
commvnis,2,0.1631321370309951,consto,2,0.16736401673640167,peto,2,0.1763668430335097,accipio,2,0.16849199663016007,hactenvs,2,0.17006802721088435,svmmvs,2,0.1480384900074019,vtpote,2,0.17543859649122806,ervdio,2,0.17331022530329288,incipio,2,0.1669449081803005,vxor,2,0.15349194167306215
aspicio,2,0.1631321370309951,rarvs,2,0.16736401673640167,impetro,2,0.1763668430335097,incipio,2,0.16849199663016007,propter/2,2,0.17006802721088435,ergo/2,2,0.1480384900074019,plaga/2,2,0.17543859649122806,institvo,2,0.17331022530329288,dono,2,0.1669449081803005,procedo/1,2,0.15349194167306215
resto,2,0.1631321370309951,spativm,2,0.16736401673640167,nemo,2,0.1763668430335097,impetro,2,0.16849199663016007,spativm,2,0.17006802721088435,adeo/1,2,0.1480384900074019,sex,2,0.17543859649122806,traditio,2,0.17331022530329288,consentio,2,0.1669449081803005,familia,2,0.15349194167306215
res,2,0.1631321370309951,aeternvs,2,0.16736401673640167,potivs,2,0.1763668430335097,respondeo,2,0.16849199663016007,dvo,2,0.17006802721088435,cvmqve,2,0.1480384900074019,scientia,2,0.17543859649122806,postea,2,0.17331022530329288,aeternvs,2,0.1669449081803005,dvo,2,0.15349194167306215
talis,2,0.1631321370309951,domvs,2,0.16736401673640167,meridianvs,2,0.1763668430335097,res,2,0.16849199663016007,praecipio,2,0.17006802721088435,spativm,2,0.1480384900074019,accipio,2,0.17543859649122806,ibi,2,0.17331022530329288,necessarivs/2,2,0.1669449081803005,ferme,2,0.15349194167306215
flvmen,2,0.1631321370309951,praedico/3,2,0.16736401673640167,aeternvs,2,0.1763668430335097,sto,2,0.16849199663016007,ibidem,2,0.17006802721088435,magnitvdo,2,0.1480384900074019,incipio,2,0.17543859649122806,permitto,2,0.17331022530329288,antea,2,0.1669449081803005,aeternvs,2,0.15349194167306215
praecipio,2,0.1631321370309951,misericordia,2,0.16736401673640167,regnvm,2,0.1763668430335097,secerno,2,0.16849199663016007,peregrinvs/2,2,0.17006802721088435,caelvm/1,2,0.1480384900074019,ambo/2,2,0.17543859649122806,itaqve,2,0.17331022530329288,christianvs/2,2,0.1669449081803005,gavdivm,2,0.15349194167306215
assensvs,2,0.1631321370309951,iste,2,0.16736401673640167,maneo,2,0.1763668430335097,consvetvdo,2,0.16849199663016007,prohibeo,2,0.17006802721088435,vocabvlvm,2,0.1480384900074019,habito,2,0.17543859649122806,exinde,2,0.17331022530329288,vocabvlvm,2,0.1669449081803005,maneo,2,0.15349194167306215
deprecor,2,0.1631321370309951,caelestis,2,0.16736401673640167,donec,2,0.1763668430335097,dominvs,2,0.16849199663016007,iste,2,0.17006802721088435,ritvs,2,0.1480384900074019,servo,2,0.17543859649122806,praesens,2,0.17331022530329288,licentia,2,0.1669449081803005,christianvs/2,2,0.15349194167306215
baptizo,2,0.1631321370309951,honor,2,0.16736401673640167,svpervenio,2,0.1763668430335097,mitto,2,0.16849199663016007,possessio,2,0.17006802721088435,vsvs,2,0.1480384900074019,sto,2,0.17543859649122806,nordanhymbri/n,2,0.17331022530329288,virtvs,2,0.1669449081803005,svpervenio,2,0.15349194167306215
doctrina,2,0.1631321370309951,qvasi/1,2,0.16736401673640167,hvc,2,0.1763668430335097,vllvs,2,0.16849199663016007,defvngor,2,0.17006802721088435,crvx,2,0.1480384900074019,rarvs,2,0.17543859649122806,avdeo,2,0.17331022530329288,relinqvo,2,0.1669449081803005,mos,2,0.15349194167306215
converto,2,0.1631321370309951,mvto/2,2,0.16736401673640167,animvs,2,0.1763668430335097,donec,2,0.16849199663016007,praefero,2,0.17006802721088435,comes,2,0.1480384900074019,talis,2,0.17543859649122806,mando/2,2,0.17331022530329288,benignvs,2,0.1669449081803005,misericordia,2,0.15349194167306215
miracvlvm,2,0.1631321370309951,porto,2,0.16736401673640167,differo,2,0.1763668430335097,vocabvlvm,2,0.16849199663016007,idolvm,2,0.17006802721088435,servio,2,0.1480384900074019,antiqvitvs,2,0.17543859649122806,ministerivm,2,0.17331022530329288,avfero,2,0.1669449081803005,convenio,2,0.15349194167306215
gradvs,2,0.1631321370309951,sacramentvm,2,0.16736401673640167,postqvam,2,0.1763668430335097,svpervenio,2,0.16849199663016007,mors,2,0.17006802721088435,velvt/1,2,0.1480384900074019,secerno,2,0.17543859649122806,recipero,2,0.17331022530329288,deprecor,2,0.1669449081803005,debeo,2,0.15349194167306215
habitvs/1,2,0.1631321370309951,expleo,2,0.16736401673640167,gero,2,0.1763668430335097,svpero,2,0.16849199663016007,amo,2,0.17006802721088435,dvm/2,2,0.1480384900074019,popvlvs/1,2,0.17543859649122806,frater,2,0.17331022530329288,sperno,2,0.1669449081803005,confero,2,0.15349194167306215
saecvlaris,2,0.1631321370309951,etenim,2,0.16736401673640167,praefero,2,0.1763668430335097,assvm/1,2,0.16849199663016007,conversatio,2,0.17006802721088435,differo,2,0.1480384900074019,consvetvdo,2,0.17543859649122806,condo,2,0.17331022530329288,baptizo,2,0.1669449081803005,defvngor,2,0.15349194167306215
labor/1,2,0.1631321370309951,edoceo,2,0.16736401673640167,cogito,2,0.1763668430335097,hospitivm,2,0.16849199663016007,vrbs,2,0.17006802721088435,confero,2,0.1480384900074019,praecipio,2,0.17543859649122806,erga,2,0.17331022530329288,miracvlvm,2,0.1669449081803005,sermo,2,0.15349194167306215
consvo,2,0.1631321370309951,tot,2,0.16736401673640167,decet,2,0.1763668430335097,deprecor,2,0.16849199663016007,ivvo,2,0.17006802721088435,dominicvs,2,0.1480384900074019,obtempero,2,0.17543859649122806,memini,2,0.17331022530329288,qvasi/1,2,0.1669449081803005,gero,2,0.15349194167306215
qvodammodo,2,0.1631321370309951,ocvlvs,2,0.16736401673640167,qvantvs/1,2,0.1763668430335097,vigilia,2,0.16849199663016007,etenim,2,0.17006802721088435,potestas,2,0.1480384900074019,ministro,2,0.17543859649122806,sancio,2,0.17331022530329288,gradvs,2,0.1669449081803005,praefero,2,0.15349194167306215
doleo,2,0.1631321370309951,reddo,2,0.16736401673640167,svpra/2,2,0.1763668430335097,caelestis,2,0.16849199663016007,benedictio,2,0.17006802721088435,gravis,2,0.1480384900074019,regivs,2,0.17543859649122806,natio/1,2,0.17331022530329288,congrvvs,2,0.1669449081803005,devotio,2,0.15349194167306215
