,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
fero,5,0.3799392097264438,transeo/1,6,0.4402054292002935,vnde/1,4,0.36101083032490977,servio,5,0.4132231404958678,praedico/3,5,0.41050903119868637,necessarivs/2,5,0.4420866489832007,lego/2,4,0.3805899143672693,devotio,5,0.39904229848363926,relinqvo,5,0.42158516020236086,qvondam,5,0.40716612377850164
dvo,5,0.3799392097264438,lectio,6,0.4402054292002935,pvlcher,4,0.36101083032490977,cvnctvs,5,0.4132231404958678,mos,5,0.41050903119868637,monachvs,5,0.4420866489832007,probo,4,0.3805899143672693,gravis,5,0.39904229848363926,qvomodo/1,5,0.42158516020236086,advenio,5,0.40716612377850164
svpervenio,5,0.3799392097264438,perficio,6,0.4402054292002935,inqvio,4,0.36101083032490977,morior,5,0.4132231404958678,primo,5,0.41050903119868637,scribo,4,0.3536693191865605,refero,4,0.3805899143672693,semper,5,0.39904229848363926,necesse,5,0.42158516020236086,primvs,5,0.40716612377850164
relinqvo,5,0.3799392097264438,historia,5,0.36683785766691124,flvmen,4,0.36101083032490977,exemplvm,5,0.4132231404958678,sacramentvm,5,0.41050903119868637,disco,4,0.3536693191865605,religiosvs,4,0.3805899143672693,ostendo,5,0.39904229848363926,probo,4,0.33726812816188867,intro/1,5,0.40716612377850164
caelestis,5,0.3799392097264438,vervs,5,0.36683785766691124,regnvm,4,0.36101083032490977,pver,5,0.4132231404958678,barbarvs/2,5,0.41050903119868637,institvo,4,0.3536693191865605,memoro,4,0.3805899143672693,pavper,5,0.39904229848363926,avdio,4,0.33726812816188867,coepio,5,0.40716612377850164
saecvlvm,5,0.3799392097264438,abba,5,0.36683785766691124,ibidem,4,0.36101083032490977,abeo/1,5,0.4132231404958678,pax,5,0.41050903119868637,fides/2,4,0.3536693191865605,divinvs/2,4,0.3805899143672693,benedictio,5,0.39904229848363926,dignvs,4,0.33726812816188867,morior,5,0.40716612377850164
mors,5,0.3799392097264438,doceo,5,0.36683785766691124,servio,4,0.36101083032490977,gavdeo,5,0.4132231404958678,virgo,5,0.41050903119868637,gratia,4,0.3536693191865605,revereor,4,0.3805899143672693,neqvaqvam,5,0.39904229848363926,venerabilis,4,0.33726812816188867,oro,5,0.40716612377850164
vrbs,5,0.3799392097264438,cantvari/n,5,0.36683785766691124,anima,4,0.36101083032490977,rapio,5,0.4132231404958678,perimo,5,0.41050903119868637,monasterivm,4,0.3536693191865605,exsisto,4,0.3805899143672693,interrogo,5,0.39904229848363926,venio,4,0.33726812816188867,malvs/3,5,0.40716612377850164
exemplvm,5,0.3799392097264438,ministerivm,5,0.36683785766691124,vaco,4,0.36101083032490977,rex,4,0.3305785123966942,gloriosvs,4,0.3284072249589491,siqvis,4,0.3536693191865605,video,4,0.3805899143672693,addvco,5,0.39904229848363926,colligo/3,4,0.33726812816188867,gladivs,5,0.40716612377850164
amor,5,0.3799392097264438,servo,5,0.36683785766691124,ocvlvs,4,0.36101083032490977,presbyter,4,0.3305785123966942,simvl/1,4,0.3284072249589491,qvondam,4,0.3536693191865605,episcopvs,4,0.3805899143672693,vicissim,5,0.39904229848363926,valeo,4,0.33726812816188867,edwin/n2,5,0.40716612377850164
sepvlcrvm,5,0.3799392097264438,socio,5,0.36683785766691124,alter,4,0.36101083032490977,nosco,4,0.3305785123966942,omnis,4,0.3284072249589491,maximvs,4,0.3536693191865605,frater,4,0.3805899143672693,molestia,5,0.39904229848363926,servo,4,0.33726812816188867,pavlinvs/n1,5,0.40716612377850164
teneo,5,0.3799392097264438,cvnctvs,5,0.36683785766691124,pver,4,0.36101083032490977,pivs,4,0.3305785123966942,video,4,0.3284072249589491,litvs,4,0.3536693191865605,ago,4,0.3805899143672693,devenio,5,0.39904229848363926,qvin/1,4,0.33726812816188867,christvs/n,4,0.32573289902280134
prior,4,0.303951367781155,gradvs,5,0.36683785766691124,aio,4,0.36101083032490977,ecclesia,4,0.3305785123966942,ibi,4,0.3284072249589491,voco,4,0.3536693191865605,mevs,4,0.3805899143672693,sano,5,0.39904229848363926,consvetvdo,4,0.33726812816188867,desidero,4,0.32573289902280134
institvo,4,0.303951367781155,pontificatvs,5,0.36683785766691124,nvmqvam,4,0.36101083032490977,fidelis/2,4,0.3305785123966942,permitto,4,0.3284072249589491,aer,4,0.3536693191865605,corpvs,4,0.3805899143672693,christvs/n,4,0.3192338387869114,vester,4,0.33726812816188867,sanctvs,4,0.32573289902280134
venio,4,0.303951367781155,semper,5,0.36683785766691124,svrgo,4,0.36101083032490977,nobilis/2,4,0.3305785123966942,affero,4,0.3284072249589491,lvcidvs,4,0.3536693191865605,britannia/n,4,0.3805899143672693,avdio,4,0.3192338387869114,servio,4,0.33726812816188867,bonvs,4,0.32573289902280134
pater,4,0.303951367781155,filivs,5,0.36683785766691124,cresco,4,0.36101083032490977,praeter/2,4,0.3305785123966942,ministerivm,4,0.3284072249589491,vtpote,4,0.3536693191865605,sicvt/1,4,0.3805899143672693,simvl/1,4,0.3192338387869114,possessio,4,0.33726812816188867,provincia,4,0.32573289902280134
vsqve,4,0.303951367781155,svscipio,5,0.36683785766691124,prosvm/1,4,0.36101083032490977,adeo/1,4,0.3305785123966942,sancio,4,0.3284072249589491,longe,4,0.3536693191865605,tantvs,4,0.3805899143672693,svbtraho,4,0.3192338387869114,potestas,4,0.33726812816188867,alivs,4,0.32573289902280134
episcopvs,4,0.303951367781155,monachvs,5,0.36683785766691124,ianva,4,0.36101083032490977,rarvs,4,0.3305785123966942,saepe,4,0.3284072249589491,tantvs,4,0.3536693191865605,virtvs,4,0.3805899143672693,doceo,4,0.3192338387869114,saecvlvm,4,0.33726812816188867,mens,4,0.32573289902280134
nomen,4,0.303951367781155,gavdeo,5,0.36683785766691124,malignvs,4,0.36101083032490977,ritvs,4,0.3305785123966942,nobilis/2,4,0.3284072249589491,licentia,4,0.3536693191865605,dominicvs,4,0.3805899143672693,ibi,4,0.3192338387869114,intelligo,4,0.33726812816188867,vnde/1,4,0.32573289902280134
redeo/1,4,0.303951367781155,visito,5,0.36683785766691124,historia,3,0.2707581227436823,mos,4,0.3305785123966942,finis,4,0.3284072249589491,vexillvm,4,0.3536693191865605,parvvs/2,4,0.3805899143672693,deniqve,4,0.3192338387869114,celebratio,4,0.33726812816188867,nox,4,0.32573289902280134
do,4,0.303951367781155,aliqvot,5,0.36683785766691124,desidero,3,0.2707581227436823,sermo,4,0.3305785123966942,hodie,4,0.3284072249589491,pavper,4,0.3536693191865605,saecvlvm,4,0.3805899143672693,pervenio,4,0.3192338387869114,svscipio,4,0.33726812816188867,cvmqve,4,0.32573289902280134
capvt,4,0.303951367781155,verbvm,4,0.293470286133529,vervs,3,0.2707581227436823,gero,4,0.3305785123966942,imperivm,4,0.3284072249589491,incedo/1,4,0.3536693191865605,pavper,4,0.3805899143672693,frater,4,0.3192338387869114,perficio,4,0.33726812816188867,consvetvdo,4,0.32573289902280134
