,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
praefero,1,0.18248175182481752,popvlvs/1,1,0.17094017094017094,hactenvs,1,0.1724137931034483,religio,1,0.1869158878504673,perhibeo,1,0.186219739292365,aer,1,0.136986301369863,secedo/1,1,0.15723270440251574,mos,1,0.17123287671232876,baptizo,1,0.17513134851138354,contingo/1,1,0.17152658662092624,baptizo,1,0.1579778830963665,caelvm/1,1,0.15847860538827258,nolo,1,0.16420361247947454,crvx,1,0.16722408026755853,qvin/1,1,0.14947683109118087,hvc,1,0.16891891891891891,hvc,1,0.17006802721088435,sine,1,0.17543859649122806,tantvs,1,0.16891891891891891,qvin/1,1,0.1443001443001443
mvto/2,1,0.18248175182481752,dvo,1,0.17094017094017094,vivo,1,0.1724137931034483,regivs,1,0.1869158878504673,dono,1,0.186219739292365,lapis,1,0.136986301369863,sex,1,0.15723270440251574,deprecor,1,0.17123287671232876,honor,1,0.17513134851138354,perhibeo,1,0.17152658662092624,dilectio,1,0.1579778830963665,sine,1,0.15847860538827258,benignvs,1,0.16420361247947454,assvm/1,1,0.16722408026755853,potivs,1,0.14947683109118087,peregrinvs/2,1,0.16891891891891891,appropinqvo,1,0.17006802721088435,fvtvrvs,1,0.17543859649122806,obtempero,1,0.16891891891891891,talis,1,0.1443001443001443
saecvlaris,1,0.18248175182481752,obtempero,1,0.17094017094017094,talis,1,0.1724137931034483,ritvs,1,0.1869158878504673,do,1,0.186219739292365,adhvc,1,0.136986301369863,nvmervs,1,0.15723270440251574,ira,1,0.17123287671232876,miracvlvm,1,0.17513134851138354,peto,1,0.17152658662092624,qvasi/1,1,0.1579778830963665,vllvs,1,0.15847860538827258,prohibeo,1,0.16420361247947454,assensvs,1,0.16722408026755853,flvmen,1,0.14947683109118087,socio,1,0.16891891891891891,servio,1,0.17006802721088435,promitto,1,0.17543859649122806,promitto,1,0.16891891891891891,consvetvdo,1,0.1443001443001443
perfectio,1,0.18248175182481752,aeternvs,1,0.17094017094017094,popvlvs/1,1,0.1724137931034483,svpervenio,1,0.1869158878504673,volo/3,1,0.186219739292365,matvtinvs,1,0.136986301369863,liber/1,1,0.15723270440251574,baptizo,1,0.17123287671232876,dilectio,1,0.17513134851138354,respondeo,1,0.17152658662092624,doctor,1,0.1579778830963665,necessarivs/2,1,0.15847860538827258,iste,1,0.16420361247947454,nolo,1,0.16722408026755853,aeternvs,1,0.14947683109118087,ira,1,0.16891891891891891,caelestis,1,0.17006802721088435,licentia,1,0.17543859649122806,donec,1,0.16891891891891891,familia,1,0.1443001443001443
mors,1,0.18248175182481752,caelvm/1,1,0.17094017094017094,mitto,1,0.1724137931034483,crvx,1,0.1869158878504673,vxor,1,0.186219739292365,sicvt/1,1,0.136986301369863,confiteor,1,0.15723270440251574,dvm/2,1,0.17123287671232876,qvasi/1,1,0.17513134851138354,ambo/2,1,0.17152658662092624,gradvs,1,0.1579778830963665,regivs,1,0.15847860538827258,praedico/2,1,0.16420361247947454,benignvs,1,0.16722408026755853,gavdivm,1,0.14947683109118087,iste,1,0.16891891891891891,species,1,0.17006802721088435,domvs,1,0.17543859649122806,ivbeo,1,0.16891891891891891,tantvs,1,0.1443001443001443
negotivm,1,0.18248175182481752,ministro,1,0.17094017094017094,regnvm,1,0.1724137931034483,comes,1,0.1869158878504673,consto,1,0.186219739292365,nimirvm,1,0.136986301369863,commvnis,1,0.15723270440251574,oro,1,0.17123287671232876,doctor,1,0.17513134851138354,volo/3,1,0.17152658662092624,congrvvs,1,0.1579778830963665,svpervenio,1,0.15847860538827258,converto,1,0.16420361247947454,iste,1,0.16722408026755853,promitto,1,0.14947683109118087,oratio,1,0.16891891891891891,annvs,1,0.17006802721088435,vsvs,1,0.17543859649122806,ritvs,1,0.16891891891891891,praecipio,1,0.1443001443001443
perdo,1,0.18248175182481752,virtvs,1,0.17094017094017094,necessarivs/2,1,0.1724137931034483,hvc,1,0.1869158878504673,servo,1,0.186219739292365,britanni/n,1,0.136986301369863,incipio,1,0.15723270440251574,convenio,1,0.17123287671232876,debeo,1,0.17513134851138354,cvmqve,1,0.17152658662092624,postqvam,1,0.1579778830963665,novvs,1,0.15847860538827258,dilectio,1,0.16420361247947454,oratio,1,0.16722408026755853,ivbeo,1,0.14947683109118087,servio,1,0.16891891891891891,defvngor,1,0.17006802721088435,svpero,1,0.17543859649122806,novvs,1,0.16891891891891891,vllvs,1,0.1443001443001443
porto,1,0.18248175182481752,crvx,1,0.17094017094017094,donec,1,0.1724137931034483,hospitivm,1,0.1869158878504673,sto,1,0.186219739292365,primvs,1,0.136986301369863,ingredior,1,0.15723270440251574,congrvvs,1,0.17123287671232876,differo,1,0.17513134851138354,consto,1,0.17152658662092624,gero,1,0.1579778830963665,hvc,1,0.15847860538827258,dominicvs,1,0.16420361247947454,servio,1,0.16722408026755853,antea,1,0.14947683109118087,velvt/1,1,0.16891891891891891,sermo,1,0.17006802721088435,assensvs,1,0.17543859649122806,appropinqvo,1,0.16891891891891891,maneo,1,0.1443001443001443
ordino,1,0.18248175182481752,vexillvm,1,0.17094017094017094,christianvs/2,1,0.1724137931034483,vester,1,0.1869158878504673,rarvs,1,0.186219739292365,fero,1,0.136986301369863,intro/1,1,0.15723270440251574,defvngor,1,0.17123287671232876,gradvs,1,0.17513134851138354,hactenvs,1,0.17152658662092624,praefero,1,0.1579778830963665,peregrinvs/2,1,0.15847860538827258,sermo,1,0.16420361247947454,doctrina,1,0.16722408026755853,christianvs/2,1,0.14947683109118087,morior,1,0.16891891891891891,parvvs/2,1,0.17006802721088435,hvc,1,0.17543859649122806,mos,1,0.16891891891891891,donec,1,0.1443001443001443
vrbs,1,0.18248175182481752,commvnico,1,0.17094017094017094,licentia,1,0.1724137931034483,avfero,1,0.1869158878504673,vivo,1,0.186219739292365,contingo/1,1,0.136986301369863,impetro,1,0.15723270440251574,parvvs/2,1,0.17123287671232876,sermo,1,0.17513134851138354,potivs,1,0.17152658662092624,dvco,1,0.1579778830963665,vester,1,0.15847860538827258,pontificatvs,1,0.16420361247947454,oro,1,0.16722408026755853,vocabvlvm,1,0.14947683109118087,animvs,1,0.16891891891891891,caro/1,1,0.17006802721088435,nolo,1,0.17543859649122806,deprecor,1,0.16891891891891891,ivbeo,1,0.1443001443001443
lectio,1,0.18248175182481752,prohibeo,1,0.17094017094017094,svpero,1,0.1724137931034483,oratio,1,0.1869158878504673,percvtio,1,0.186219739292365,perhibeo,1,0.136986301369863,sino,1,0.15723270440251574,saecvlvm,1,0.17123287671232876,pontificatvs,1,0.17513134851138354,talis,1,0.17152658662092624,largior,1,0.1579778830963665,ieivnivm,1,0.15847860538827258,praefero,1,0.16420361247947454,convenio,1,0.16722408026755853,assvm/1,1,0.14947683109118087,baptizo,1,0.16891891891891891,transeo/1,1,0.17006802721088435,benignvs,1,0.17543859649122806,apostolicvs,1,0.16891891891891891,svpervenio,1,0.1443001443001443
amor,1,0.18248175182481752,socio,1,0.17094017094017094,misericordia,1,0.1724137931034483,ieivnivm,1,0.1869158878504673,talis,1,0.186219739292365,magnvs,1,0.136986301369863,inqvio,1,0.15723270440251574,mvto/2,1,0.17123287671232876,idolvm,1,0.17513134851138354,antiqvitvs,1,0.17152658662092624,perfectio,1,0.1579778830963665,animvs,1,0.15847860538827258,habitvs/1,1,0.16420361247947454,converto,1,0.16722408026755853,praedico/3,1,0.14947683109118087,dvm/2,1,0.16891891891891891,amo,1,0.17006802721088435,misericordia,1,0.17543859649122806,oratio,1,0.16891891891891891,assvm/1,1,0.1443001443001443
ratio,1,0.18248175182481752,mos,1,0.17094017094017094,iste,1,0.1724137931034483,patior,1,0.1869158878504673,secerno,1,0.186219739292365,adeo/1,1,0.136986301369863,aspicio,1,0.15723270440251574,perfectio,1,0.17123287671232876,dvco,1,0.17513134851138354,obtempero,1,0.17152658662092624,amo,1,0.1579778830963665,baptizo,1,0.15847860538827258,saecvlaris,1,0.16420361247947454,doctor,1,0.16722408026755853,socio,1,0.14947683109118087,praedico/2,1,0.16891891891891891,consvo,1,0.17006802721088435,iste,1,0.17543859649122806,vigilia,1,0.16891891891891891,comes,1,0.1443001443001443
siqvidem,1,0.18248175182481752,deprecor,1,0.17094017094017094,oratio,1,0.1724137931034483,doctrina,1,0.1869158878504673,aeternvs,1,0.186219739292365,coepio,1,0.136986301369863,adeo/1,1,0.15723270440251574,transeo/1,1,0.17123287671232876,parvvs/2,1,0.17513134851138354,sine,1,0.17152658662092624,negotivm,1,0.1579778830963665,converto,1,0.15847860538827258,caro/1,1,0.16420361247947454,congrvvs,1,0.16722408026755853,avfero,1,0.14947683109118087,converto,1,0.16891891891891891,actvs/3,1,0.17006802721088435,oratio,1,0.17543859649122806,secvndvs/1,1,0.16891891891891891,nolo,1,0.1443001443001443
lvx,1,0.18248175182481752,ira,1,0.17094017094017094,velvt/1,1,0.1724137931034483,oro,1,0.1869158878504673,necessarivs/2,1,0.186219739292365,dvx,1,0.136986301369863,volo/3,1,0.15723270440251574,labor/1,1,0.17123287671232876,perfectio,1,0.17513134851138354,ministro,1,0.17152658662092624,nihil,1,0.1579778830963665,debeo,1,0.15847860538827258,amo,1,0.16420361247947454,sermo,1,0.16722408026755853,vigilia,1,0.14947683109118087,svavis,1,0.16891891891891891,lectio,1,0.17006802721088435,animvs,1,0.17543859649122806,patior,1,0.16891891891891891,avfero,1,0.1443001443001443
patefacio,1,0.18248175182481752,iste,1,0.17094017094017094,secvndvs/1,1,0.1724137931034483,differo,1,0.1869158878504673,ministro,1,0.186219739292365,qvin/1,1,0.136986301369863,resto,1,0.15723270440251574,intentio,1,0.17123287671232876,proficio,1,0.17513134851138354,christianvs/2,1,0.17152658662092624,immo,1,0.1579778830963665,annvs,1,0.15847860538827258,doleo,1,0.16420361247947454,pontificatvs,1,0.16722408026755853,cvnctvs,1,0.14947683109118087,miracvlvm,1,0.16891891891891891,sacramentvm,1,0.17006802721088435,praedico/2,1,0.17543859649122806,baptizo,1,0.16891891891891891,cvnctvs,1,0.1443001443001443
qvantvs/1,1,0.18248175182481752,servio,1,0.17094017094017094,animvs,1,0.1724137931034483,possessio,1,0.1869158878504673,religio,1,0.186219739292365,egredior,1,0.136986301369863,habito,1,0.15723270440251574,conversatio,1,0.17123287671232876,svccendo,1,0.17513134851138354,religio,1,0.17152658662092624,fvngor,1,0.1579778830963665,idolvm,1,0.15847860538827258,porto,1,0.16420361247947454,devotio,1,0.16722408026755853,morior,1,0.14947683109118087,dilectio,1,0.16891891891891891,expleo,1,0.17006802721088435,oro,1,0.17543859649122806,oro,1,0.16891891891891891,secvndvs/1,1,0.1443001443001443
clarvs,1,0.18248175182481752,velvt/1,1,0.17094017094017094,baptizo,1,0.1724137931034483,postqvam,1,0.1869158878504673,ritvs,1,0.186219739292365,meridianvs,1,0.136986301369863,vxor,1,0.15723270440251574,propono,1,0.17123287671232876,discvtio,1,0.17513134851138354,regivs,1,0.17152658662092624,altar,1,0.1579778830963665,dvco,1,0.15847860538827258,immo,1,0.16420361247947454,iacto,1,0.16722408026755853,animvs,1,0.14947683109118087,doctor,1,0.16891891891891891,natvra,1,0.17006802721088435,primo,1,0.17543859649122806,miracvlvm,1,0.16891891891891891,doctrina,1,0.1443001443001443
edoceo,1,0.18248175182481752,secvndvs/1,1,0.17094017094017094,dvm/2,1,0.1724137931034483,transfero,1,0.1869158878504673,ibidem,1,0.186219739292365,popvlvs/1,1,0.136986301369863,consentio,1,0.15723270440251574,exemplvm,1,0.17123287671232876,laboro,1,0.17513134851138354,licentia,1,0.17152658662092624,propono,1,0.1579778830963665,saecvlvm,1,0.15847860538827258,lectio,1,0.16420361247947454,altar,1,0.16722408026755853,qvasi/1,1,0.14947683109118087,confero,1,0.16891891891891891,clarvs,1,0.17006802721088435,converto,1,0.17543859649122806,postqvam,1,0.16891891891891891,honor,1,0.1443001443001443
ostendo,1,0.18248175182481752,honor,1,0.17094017094017094,svavis,1,0.1724137931034483,potestas,1,0.1869158878504673,virtvs,1,0.186219739292365,tres,1,0.136986301369863,eligo/3,1,0.15723270440251574,ratio,1,0.17123287671232876,qvantvs/1,1,0.17513134851138354,assvm/1,1,0.17152658662092624,lectio,1,0.1579778830963665,transeo/1,1,0.15847860538827258,involvo,1,0.16420361247947454,seqvor,1,0.16722408026755853,gradvs,1,0.14947683109118087,dominicvs,1,0.16891891891891891,svpra/2,1,0.17006802721088435,svavis,1,0.17543859649122806,idolvm,1,0.16891891891891891,praedico/2,1,0.1443001443001443
mirvs,1,0.18248175182481752,convenio,1,0.17094017094017094,conflvo,1,0.1724137931034483,devotio,1,0.1869158878504673,peregrinvs/2,1,0.186219739292365,dvo,1,0.136986301369863,consto,1,0.15723270440251574,exorior,1,0.17123287671232876,pecvnia,1,0.17513134851138354,praedico/3,1,0.17152658662092624,discvtio,1,0.1579778830963665,porto,1,0.15847860538827258,qvomodo/1,1,0.16420361247947454,involvo,1,0.16722408026755853,species,1,0.14947683109118087,idolvm,1,0.16891891891891891,dolor,1,0.17006802721088435,miracvlvm,1,0.17543859649122806,devotio,1,0.16891891891891891,qvasi/1,1,0.1443001443001443
anima,1,0.18248175182481752,possessio,1,0.17094017094017094,congrvvs,1,0.1724137931034483,saecvlvm,1,0.1869158878504673,vester,1,0.186219739292365,capvt,1,0.136986301369863,servo,1,0.15723270440251574,patefacio,1,0.17123287671232876,ocvlvs,1,0.17513134851138354,hvc,1,0.17152658662092624,intelligo,1,0.1579778830963665,amor,1,0.15847860538827258,ratio,1,0.16420361247947454,ivvo,1,0.16722408026755853,confero,1,0.14947683109118087,gloria,1,0.16891891891891891,ingenivm,1,0.17006802721088435,conflvo,1,0.17543859649122806,habitvs/1,1,0.16891891891891891,differo,1,0.1443001443001443
verax,1,0.18248175182481752,annvs,1,0.17094017094017094,confero,1,0.1724137931034483,homo,1,0.1869158878504673,avfero,1,0.186219739292365,praecipio,1,0.136986301369863,procedo/1,1,0.15723270440251574,continvvs,1,0.17123287671232876,cor,1,0.17513134851138354,benignvs,1,0.17152658662092624,sacramentvm,1,0.1579778830963665,expleo,1,0.15847860538827258,incoho,1,0.16420361247947454,qvantvs/1,1,0.16722408026755853,defvngor,1,0.14947683109118087,parvvs/2,1,0.16891891891891891,pavper,1,0.17006802721088435,transfero,1,0.17543859649122806,transeo/1,1,0.16891891891891891,dominicvs,1,0.1443001443001443
ocvlvs,1,0.18248175182481752,parvvs/2,1,0.17094017094017094,postqvam,1,0.1724137931034483,negotivm,1,0.1869158878504673,deprecor,1,0.186219739292365,mitto,1,0.136986301369863,tertivs,1,0.15723270440251574,ingenivm,1,0.17123287671232876,lavs,1,0.17513134851138354,misericordia,1,0.17152658662092624,ivvo,1,0.1579778830963665,laboro,1,0.15847860538827258,siqvidem,1,0.16420361247947454,qvatvor,1,0.16722408026755853,saecvlaris,1,0.14947683109118087,devotio,1,0.16891891891891891,reddo,1,0.17006802721088435,sermo,1,0.17543859649122806,iacto,1,0.16891891891891891,parvvs/2,1,0.1443001443001443
vestimentvm,1,0.18248175182481752,repente,1,0.17094017094017094,defvngor,1,0.1724137931034483,semper,1,0.1869158878504673,caelestis,1,0.186219739292365,regnvm,1,0.136986301369863,hactenvs,1,0.15723270440251574,anima,1,0.17123287671232876,commendo,1,0.17513134851138354,ira,1,0.17152658662092624,spiritvs,1,0.1579778830963665,ostendo,1,0.15847860538827258,spiritvs,1,0.16420361247947454,rogo,1,0.16722408026755853,iacto,1,0.14947683109118087,saecvlvm,1,0.16891891891891891,pertineo,1,0.17006802721088435,praefero,1,0.17543859649122806,homo,1,0.16891891891891891,habitvs/1,1,0.1443001443001443
nescio,1,0.18248175182481752,habitvs/1,1,0.17094017094017094,transfero,1,0.1724137931034483,exemplvm,1,0.1869158878504673,primo,1,0.186219739292365,antea,1,0.136986301369863,sto,1,0.15723270440251574,ocvlvs,1,0.17123287671232876,hvmilis,1,0.17513134851138354,secvndvs/1,1,0.17152658662092624,laboro,1,0.1579778830963665,loqvor,1,0.15847860538827258,loqvor,1,0.16420361247947454,clarvs,1,0.16722408026755853,qvodammodo,1,0.14947683109118087,amo,1,0.16891891891891891,desiderivm,1,0.17006802721088435,devotio,1,0.17543859649122806,negotivm,1,0.16891891891891891,gravis,1,0.1443001443001443
cerno,1,0.18248175182481752,cogito,1,0.17094017094017094,sermo,1,0.1724137931034483,involvo,1,0.1869158878504673,converto,1,0.186219739292365,commvnico,1,0.136986301369863,nemo,1,0.15723270440251574,reddo,1,0.17123287671232876,desiderivm,1,0.17513134851138354,doctrina,1,0.17152658662092624,manifestvs,1,0.1579778830963665,opera,1,0.15847860538827258,creber,1,0.16420361247947454,mirvs,1,0.16722408026755853,homo,1,0.14947683109118087,doleo,1,0.16891891891891891,celebro,1,0.17006802721088435,dignitas,1,0.17543859649122806,conversatio,1,0.16891891891891891,svccendo,1,0.1443001443001443
ecce,1,0.18248175182481752,perdo,1,0.17094017094017094,pontificatvs,1,0.1724137931034483,amor,1,0.1869158878504673,debeo,1,0.186219739292365,nolo,1,0.136986301369863,propter/2,1,0.15723270440251574,pereo/1,1,0.17123287671232876,praedicatio,1,0.17513134851138354,regina,1,0.17152658662092624,qvantvs/1,1,0.1579778830963665,desiderivm,1,0.15847860538827258,constrvo,1,0.16420361247947454,loqvor,1,0.16722408026755853,decet,1,0.14947683109118087,pvlvis,1,0.16891891891891891,dispono,1,0.17006802721088435,mvto/2,1,0.17543859649122806,seqvor,1,0.16891891891891891,qvomodo/1,1,0.1443001443001443
