,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
do,4,0.3463203463203463,pater,4,0.31520882584712373,refero,3,0.27598896044158233,qvondam,3,0.29041626331074544,ivvo,4,0.3215434083601286,doctrina,4,0.32232070910556004,ecclesia,3,0.24019215372297836,caelestis,4,0.2987303958177745,timeo,4,0.32388663967611336,filivs,4,0.33003300330033003
domvs,4,0.3463203463203463,civitas,4,0.31520882584712373,omnis,3,0.27598896044158233,fons,3,0.29041626331074544,ostendo,4,0.3215434083601286,confero,4,0.32232070910556004,papa,3,0.24019215372297836,defvngor,4,0.2987303958177745,svrgo,4,0.32388663967611336,perficio,4,0.33003300330033003
caelestis,4,0.3463203463203463,ivxta/1,4,0.31520882584712373,venerabilis,3,0.27598896044158233,pvlcher,3,0.29041626331074544,benedictio,4,0.3215434083601286,annvs,4,0.32232070910556004,postea,3,0.24019215372297836,homo,4,0.2987303958177745,castigo,4,0.32388663967611336,sabbatvm,4,0.33003300330033003
cotidie,4,0.3463203463203463,facio,4,0.31520882584712373,vsqve,3,0.27598896044158233,ardeo,3,0.29041626331074544,prex,4,0.3215434083601286,amor,4,0.32232070910556004,itaqve,3,0.24019215372297836,porto,4,0.2987303958177745,splendor,4,0.32388663967611336,avdio,3,0.24752475247524752
barbarvs/2,4,0.3463203463203463,do,4,0.31520882584712373,opvs/1,3,0.27598896044158233,aer,3,0.29041626331074544,nvmqvam,4,0.3215434083601286,intelligo,4,0.32232070910556004,mercii/n,3,0.24019215372297836,ordino,4,0.2987303958177745,sedvlvs,3,0.24291497975708504,nosco,3,0.24752475247524752
perficio,4,0.3463203463203463,coepio,4,0.31520882584712373,ivxta/1,3,0.27598896044158233,lvcidvs,3,0.29041626331074544,revoco,4,0.3215434083601286,rogo,4,0.32232070910556004,habeo,3,0.24019215372297836,amor,4,0.2987303958177745,doceo,3,0.24291497975708504,abba,3,0.24752475247524752
gloriosvs,3,0.2597402597402597,christianvs/2,4,0.31520882584712373,nobilis/2,3,0.27598896044158233,vter/4,3,0.29041626331074544,circvmdo,4,0.3215434083601286,loqvor,4,0.32232070910556004,vnde/1,3,0.24019215372297836,vaco,4,0.2987303958177745,provincia,3,0.24291497975708504,theodore/n1,3,0.24752475247524752
presbyter,3,0.2597402597402597,religio,4,0.31520882584712373,prope/2,3,0.27598896044158233,advenio,3,0.29041626331074544,sanitas,4,0.3215434083601286,pecvnia,4,0.32232070910556004,soleo,3,0.24019215372297836,ocvlvs,4,0.2987303958177745,venio,3,0.24291497975708504,discipvlvs,3,0.24752475247524752
stvdivm,3,0.2597402597402597,avfero,4,0.31520882584712373,contingo/1,3,0.27598896044158233,plaga/2,3,0.29041626331074544,timor,4,0.3215434083601286,eripio,4,0.32232070910556004,adhvc,3,0.24019215372297836,diligo/3,4,0.2987303958177745,ibi,3,0.24291497975708504,ibi,3,0.24752475247524752
scriptvra,3,0.2597402597402597,gero,4,0.31520882584712373,impetro,3,0.27598896044158233,sicvt/1,3,0.29041626331074544,sano,4,0.3215434083601286,pvgno,4,0.32232070910556004,redeo/1,3,0.24019215372297836,cvpio,4,0.2987303958177745,reverto,3,0.24291497975708504,pervenio,3,0.24752475247524752
sedvlvs,3,0.2597402597402597,pontificatvs,4,0.31520882584712373,ergo/2,3,0.27598896044158233,sex,3,0.29041626331074544,sedvlvs,3,0.2411575562700965,interrogo,4,0.32232070910556004,nvmervs,3,0.24019215372297836,rex,3,0.22404779686333084,lindisfarnensis/a,3,0.24291497975708504,fidelis/2,3,0.24752475247524752
avditor,3,0.2597402597402597,filivs,4,0.31520882584712373,respondeo,3,0.27598896044158233,primvs,3,0.29041626331074544,dignvs,3,0.2411575562700965,bellvm,4,0.32232070910556004,primvs,3,0.24019215372297836,desidero,3,0.22404779686333084,pvlcher,3,0.24291497975708504,siqvis,3,0.24752475247524752
sollicitvs,3,0.2597402597402597,opera,4,0.31520882584712373,hodie,3,0.27598896044158233,intro/1,3,0.29041626331074544,ervdio,3,0.2411575562700965,vtilitas,4,0.32232070910556004,perhibeo,3,0.24019215372297836,nvnc,3,0.22404779686333084,praeter/2,3,0.24291497975708504,pono,3,0.24752475247524752
pivs,3,0.2597402597402597,monachvs,4,0.31520882584712373,potivs,3,0.27598896044158233,volo/3,3,0.29041626331074544,institvo,3,0.2411575562700965,vir,3,0.24174053182917005,intro/1,3,0.24019215372297836,stvdivm,3,0.22404779686333084,accipio,3,0.24291497975708504,scientia,3,0.24752475247524752
memoro,3,0.2597402597402597,constitvo,4,0.31520882584712373,necessarivs/2,3,0.27598896044158233,coepio,3,0.29041626331074544,video,3,0.2411575562700965,bonvs,3,0.24174053182917005,do,3,0.24019215372297836,simvl/1,3,0.22404779686333084,contingo/1,3,0.24291497975708504,finis,3,0.24752475247524752
salvs,3,0.2597402597402597,presbyter,3,0.2364066193853428,christianvs/2,3,0.27598896044158233,cvmqve,3,0.29041626331074544,pater,3,0.2411575562700965,accendo,3,0.24174053182917005,qvin/1,3,0.24019215372297836,ecclesia,3,0.22404779686333084,peto,3,0.24291497975708504,magnvs,3,0.24752475247524752
abba,3,0.2597402597402597,regio,3,0.2364066193853428,virtvs,3,0.27598896044158233,servo,3,0.29041626331074544,colligo/3,3,0.2411575562700965,cetervs,3,0.24174053182917005,patria,3,0.24019215372297836,institvo,3,0.22404779686333084,hodie,3,0.24291497975708504,dono,3,0.24752475247524752
venerabilis,3,0.2597402597402597,sancio,3,0.2364066193853428,cvnctvs,3,0.27598896044158233,dvx,3,0.29041626331074544,perfero,3,0.2411575562700965,cvro,3,0.24174053182917005,flvmen,3,0.24019215372297836,percipio,3,0.22404779686333084,procedo/1,3,0.24291497975708504,propter/2,3,0.24752475247524752
institvo,3,0.2597402597402597,siqvis,3,0.2364066193853428,velvt/1,3,0.27598896044158233,hactenvs,3,0.29041626331074544,svpersvm/1,3,0.2411575562700965,praesvm/1,3,0.24174053182917005,imperivm,3,0.24019215372297836,opvs/1,3,0.22404779686333084,propter/2,3,0.24291497975708504,gavdivm,3,0.24752475247524752
discipvlvs,3,0.2597402597402597,mevs,3,0.2364066193853428,morior,3,0.27598896044158233,sto,3,0.29041626331074544,ministerivm,3,0.2411575562700965,praefor,3,0.24174053182917005,tantvs,3,0.24019215372297836,ministerivm,3,0.22404779686333084,egredior,3,0.24291497975708504,religio,3,0.24752475247524752
nonnvllvs,3,0.2597402597402597,infirmitas,3,0.2364066193853428,svavis,3,0.27598896044158233,imperivm,3,0.29041626331074544,antistes,3,0.2411575562700965,fides/2,3,0.24174053182917005,vocabvlvm,3,0.24019215372297836,vita,3,0.22404779686333084,secerno,3,0.24291497975708504,vocabvlvm,3,0.24752475247524752
ibi,3,0.2597402597402597,corpvs,3,0.2364066193853428,saecvlvm,3,0.27598896044158233,dominvs,3,0.29041626331074544,obsecro,3,0.2411575562700965,qvalis/1,3,0.24174053182917005,relinqvo,3,0.24019215372297836,praeclarvs,3,0.22404779686333084,flvmen,3,0.24291497975708504,ibidem,3,0.24752475247524752
permitto,3,0.2597402597402597,credo,3,0.2364066193853428,dignitas,3,0.27598896044158233,sine,3,0.29041626331074544,longvs,3,0.2411575562700965,scio,3,0.24174053182917005,converto,3,0.24019215372297836,valeo,3,0.22404779686333084,ivbeo,3,0.24291497975708504,assvm/1,3,0.24752475247524752
affero,3,0.2597402597402597,qvondam,3,0.2364066193853428,saecvlaris,3,0.27598896044158233,licentia,3,0.29041626331074544,aperio,3,0.2411575562700965,credo,3,0.24174053182917005,gravis,3,0.24019215372297836,redeo/1,3,0.22404779686333084,ibidem,3,0.24291497975708504,ieivnivm,3,0.24752475247524752
colligo/3,3,0.2597402597402597,peto,3,0.2364066193853428,gravis,3,0.27598896044158233,ibidem,3,0.29041626331074544,vnde/1,3,0.2411575562700965,longvs,3,0.24174053182917005,siqvidem,3,0.24019215372297836,secedo/1,3,0.22404779686333084,svpervenio,3,0.24291497975708504,praefero,3,0.24752475247524752
exinde,3,0.2597402597402597,impetro,3,0.2364066193853428,vrbs,3,0.27598896044158233,deprecor,3,0.29041626331074544,vmqvam,3,0.2411575562700965,copiosvs,3,0.24174053182917005,pavper,3,0.24019215372297836,facio,3,0.22404779686333084,ieivnivm,3,0.24291497975708504,dvco,3,0.24752475247524752
svccessor,3,0.2597402597402597,ergo/2,3,0.2364066193853428,demonstro,3,0.27598896044158233,nihil,3,0.29041626331074544,valeo,3,0.2411575562700965,aqva,3,0.24174053182917005,cor,3,0.24019215372297836,res,3,0.22404779686333084,praefero,3,0.24291497975708504,ordino,3,0.24752475247524752
episcopvs,3,0.2597402597402597,consvetvdo,3,0.2364066193853428,svscipio,3,0.27598896044158233,intelligo,3,0.29041626331074544,soleo,3,0.2411575562700965,nox,3,0.24174053182917005,hostis,3,0.24019215372297836,nemo,3,0.22404779686333084,conversatio,3,0.24291497975708504,incoho,3,0.24752475247524752
qvalis/1,3,0.2597402597402597,dvo,3,0.2364066193853428,addvco,3,0.27598896044158233,natvra,3,0.29041626331074544,recipio,3,0.2411575562700965,do,3,0.24174053182917005,os/1,3,0.24019215372297836,qvin/1,3,0.22404779686333084,propono,3,0.24291497975708504,expleo,3,0.24752475247524752
erga,3,0.2597402597402597,socio,3,0.2364066193853428,virgo,3,0.27598896044158233,reddo,3,0.29041626331074544,lingva,3,0.2411575562700965,cvmqve,3,0.24174053182917005,idvs,3,0.24019215372297836,ferme,3,0.22404779686333084,discvtio,3,0.24291497975708504,edoceo,3,0.24752475247524752
siqvis,3,0.2597402597402597,converto,3,0.2364066193853428,confestim,3,0.27598896044158233,praebeo,3,0.29041626331074544,ingredior,3,0.2411575562700965,consto,3,0.24174053182917005,maior,3,0.24019215372297836,commvnico,3,0.22404779686333084,vaco,3,0.24291497975708504,svpra/2,3,0.24752475247524752
natio/1,3,0.2597402597402597,qvasi/1,3,0.2364066193853428,svccedo/1,3,0.27598896044158233,aedifico,3,0.29041626331074544,respondeo,3,0.2411575562700965,vllvs,3,0.24174053182917005,div,3,0.24019215372297836,misericordia,3,0.22404779686333084,resvrgo,3,0.24291497975708504,commendo,3,0.24752475247524752
mevs,3,0.2597402597402597,gradvs,3,0.2364066193853428,circvmdo,3,0.27598896044158233,rex,2,0.1936108422071636,sto,3,0.2411575562700965,religio,3,0.24174053182917005,praedico/1,3,0.24019215372297836,morior,3,0.22404779686333084,alter,3,0.24291497975708504,signvm,3,0.24752475247524752
saepe,3,0.2597402597402597,possessio,3,0.2364066193853428,incorrvptvs,3,0.27598896044158233,sanctvs,2,0.1936108422071636,gavdivm,3,0.2411575562700965,vocabvlvm,3,0.24174053182917005,bellvm,3,0.24019215372297836,dominicvs,3,0.22404779686333084,canto,3,0.24291497975708504,pax,3,0.24752475247524752
dives,3,0.2597402597402597,saecvlvm,3,0.2364066193853428,torqveo,3,0.27598896044158233,divinvs/2,2,0.1936108422071636,assvm/1,3,0.2411575562700965,vester,3,0.24174053182917005,femina,3,0.24019215372297836,saecvlaris,3,0.22404779686333084,accedo/1,3,0.24291497975708504,svscipio,3,0.24752475247524752
aeternvs,3,0.2597402597402597,mors,3,0.2364066193853428,dehinc,3,0.27598896044158233,cetervs,2,0.1936108422071636,mos,3,0.2411575562700965,mos,3,0.24174053182917005,amnis,3,0.24019215372297836,cogito,3,0.22404779686333084,invicem,3,0.24291497975708504,sentio,3,0.24752475247524752
caelvm/1,3,0.2597402597402597,praemivm,3,0.2364066193853428,devoveo,3,0.27598896044158233,regio,2,0.1936108422071636,oro,3,0.2411575562700965,ira,3,0.24174053182917005,perimo,3,0.24019215372297836,amo,3,0.22404779686333084,amplvs,3,0.24291497975708504,sapio,3,0.24752475247524752
ivbeo,3,0.2597402597402597,conversatio,3,0.2364066193853428,amplector,2,0.18399264029438822,roma/n,2,0.1936108422071636,dilectio,3,0.2411575562700965,cvnctvs,3,0.24174053182917005,qvod/1,3,0.24019215372297836,consvo,3,0.22404779686333084,virvs,3,0.24291497975708504,cedo/1,3,0.24752475247524752
animvs,3,0.2597402597402597,vrbs,3,0.2364066193853428,avdio,2,0.18399264029438822,invenio,2,0.1936108422071636,defvngor,3,0.2411575562700965,caelestis,3,0.24174053182917005,vicvs,3,0.24019215372297836,perdo,3,0.22404779686333084,tempestas,3,0.24291497975708504,faveo,3,0.24752475247524752
qvasi/1,3,0.2597402597402597,seqvor,3,0.2364066193853428,sanctvs,2,0.18399264029438822,svccessor,2,0.1936108422071636,potestas,3,0.2411575562700965,dvm/2,3,0.24174053182917005,pavlatim,3,0.24019215372297836,nihil,3,0.22404779686333084,qvisqvam,3,0.24291497975708504,diligo/3,3,0.24752475247524752
parvvs/2,3,0.2597402597402597,exemplvm,3,0.2364066193853428,vervs,2,0.18399264029438822,gratia,2,0.1936108422071636,transeo/1,3,0.2411575562700965,praedico/2,3,0.24174053182917005,meditor,2,0.16012810248198558,conversatio,3,0.22404779686333084,cresco,3,0.24291497975708504,sollemnis,3,0.24752475247524752
transeo/1,3,0.2597402597402597,loqvor,3,0.2364066193853428,religiosvs,2,0.18399264029438822,ministerivm,2,0.1936108422071636,labor/1,3,0.2411575562700965,oro,3,0.24174053182917005,avdio,2,0.16012810248198558,semper,3,0.22404779686333084,immensvs,3,0.24291497975708504,presbyter,2,0.16501650165016502
qvodammodo,3,0.2597402597402597,benedictio,3,0.2364066193853428,occasio,2,0.18399264029438822,diversvs,2,0.1936108422071636,propono,3,0.2411575562700965,convenio,3,0.24174053182917005,refero,2,0.16012810248198558,exemplvm,3,0.22404779686333084,ianva,3,0.24291497975708504,historia,2,0.16501650165016502
vrbs,3,0.2597402597402597,placeo,3,0.2364066193853428,ibi,2,0.18399264029438822,innvmervs,2,0.1936108422071636,rogo,3,0.2411575562700965,transfero,3,0.24174053182917005,simvl/1,2,0.16012810248198558,intelligo,3,0.22404779686333084,insisto,3,0.24291497975708504,prior,2,0.16501650165016502
nego,3,0.2597402597402597,abeo/1,3,0.2364066193853428,dico/2,2,0.18399264029438822,excipio,2,0.1936108422071636,creber,3,0.2411575562700965,habitvs/1,3,0.24174053182917005,rego,2,0.16012810248198558,sacramentvm,3,0.22404779686333084,emendo,3,0.24291497975708504,lego/2,2,0.16501650165016502
creber,3,0.2597402597402597,ivvenis/2,3,0.2364066193853428,episcopvs,2,0.18399264029438822,siqvis,2,0.1936108422071636,vaco,3,0.2411575562700965,mors,3,0.24174053182917005,disco,2,0.16012810248198558,qvantvs/1,3,0.22404779686333084,aliqvando,3,0.24291497975708504,sanctvs,2,0.16501650165016502
ocvlvs,3,0.2597402597402597,postmodvm,3,0.2364066193853428,locvs,2,0.18399264029438822,veritas,2,0.1936108422071636,pecvnia,3,0.2411575562700965,semper,3,0.24174053182917005,beatvs,2,0.16012810248198558,continvvs,3,0.22404779686333084,historia,2,0.16194331983805668,noster,2,0.16501650165016502
exspecto,3,0.2597402597402597,ordo,3,0.2364066193853428,pvlcher,2,0.18399264029438822,svpernvs,2,0.1936108422071636,impleo,3,0.2411575562700965,cor,3,0.24174053182917005,archiepiscopvs,2,0.16012810248198558,exspecto,3,0.22404779686333084,nvper,2,0.16194331983805668,dignvs,2,0.16501650165016502
pietas,3,0.2597402597402597,sabbatvm,3,0.2364066193853428,ardor,2,0.18399264029438822,incola,2,0.1936108422071636,teneo,3,0.2411575562700965,ecce,3,0.24174053182917005,institvo,2,0.16012810248198558,placeo,3,0.22404779686333084,desidero,2,0.16194331983805668,salvs,2,0.16501650165016502
lavs,3,0.2597402597402597,corrigo,3,0.2364066193853428,aetas,2,0.18399264029438822,tergvm,2,0.1936108422071636,minister/1,3,0.2411575562700965,dispono,3,0.24174053182917005,videlicet,2,0.16012810248198558,necessitas,3,0.22404779686333084,plenvs,2,0.16194331983805668,roma/n,2,0.16501650165016502
interrogo,3,0.2597402597402597,cvpio,3,0.2364066193853428,modvs,2,0.18399264029438822,vnde/1,2,0.1936108422071636,perficio,3,0.2411575562700965,vvltvs,3,0.24174053182917005,ibi,2,0.16012810248198558,narro,3,0.22404779686333084,nosco,2,0.16194331983805668,romanvs/a,2,0.16501650165016502
prosvm/1,3,0.2597402597402597,corripio,3,0.2364066193853428,aqva,2,0.18399264029438822,ivmentvm,2,0.1936108422071636,exeo/1,3,0.2411575562700965,svadeo,3,0.24174053182917005,pontifex,2,0.16012810248198558,virgo,3,0.22404779686333084,noster,2,0.16194331983805668,opvs/1,2,0.16501650165016502
nvper,2,0.17316017316017315,sceptrvm,3,0.2364066193853428,praeter/2,2,0.18399264029438822,praeclarvs,2,0.1936108422071636,tango,3,0.2411575562700965,gladivs,3,0.24174053182917005,praefor,2,0.16012810248198558,exhibeo,3,0.22404779686333084,bonvs,2,0.16194331983805668,erga,2,0.16501650165016502
desidero,2,0.17316017316017315,condignvs,3,0.2364066193853428,matvtinvs,2,0.18399264029438822,aqva,2,0.1936108422071636,idololatria,3,0.2411575562700965,indico/1,3,0.24174053182917005,percipio,2,0.16012810248198558,consecro,3,0.22404779686333084,pivs,2,0.16194331983805668,excipio,2,0.16501650165016502
plenvs,2,0.17316017316017315,gloriosvs,2,0.15760441292356187,secedo/1,2,0.18399264029438822,medivs,2,0.1936108422071636,eqvito,3,0.2411575562700965,cogitatio,3,0.24174053182917005,praesens,2,0.16012810248198558,nvmqvam,3,0.22404779686333084,disco,2,0.16194331983805668,lindisfarnensis/a,2,0.16501650165016502
devs,2,0.17316017316017315,stvdivm,2,0.15760441292356187,vxor,2,0.18399264029438822,longe,2,0.1936108422071636,postmodvm,3,0.2411575562700965,beneficivm,3,0.24174053182917005,proximvs,2,0.16012810248198558,salvto,3,0.22404779686333084,abba,2,0.16194331983805668,obsecro,2,0.16501650165016502
doceo,2,0.17316017316017315,nosco,2,0.15760441292356187,tertivs,2,0.18399264029438822,nimirvm,2,0.1936108422071636,honorificvs,3,0.2411575562700965,gavdeo,3,0.24174053182917005,ministerivm,2,0.16012810248198558,revoco,3,0.22404779686333084,vox,2,0.16194331983805668,qvondam,2,0.16501650165016502
memoria,2,0.17316017316017315,cvra,2,0.15760441292356187,rarvs,2,0.18399264029438822,svmmvs,2,0.1936108422071636,christvs/n,2,0.1607717041800643,ascendo,3,0.24174053182917005,frater,2,0.16012810248198558,exeo/1,3,0.22404779686333084,olim,2,0.16194331983805668,ivmentvm,2,0.16501650165016502
traditio,2,0.17316017316017315,refero,2,0.15760441292356187,egredior,2,0.18399264029438822,scientia,2,0.1936108422071636,desidero,2,0.1607717041800643,prior,2,0.16116035455278002,diversvs,2,0.16012810248198558,qvaero,3,0.22404779686333084,antistes,2,0.16194331983805668,lapis,2,0.16501650165016502
video,2,0.17316017316017315,rego,2,0.15760441292356187,flvmen,2,0.18399264029438822,commvnis,2,0.1936108422071636,probo,2,0.1607717041800643,probo,2,0.16116035455278002,memini,2,0.16012810248198558,cesso,3,0.22404779686333084,certvs,2,0.16194331983805668,praeter/2,2,0.16501650165016502
postea,2,0.17316017316017315,invenio,2,0.15760441292356187,aeternvs,2,0.18399264029438822,ingredior,2,0.1936108422071636,stvdivm,2,0.1607717041800643,refero,2,0.16116035455278002,obsecro,2,0.16012810248198558,corripio,3,0.22404779686333084,pono,2,0.16194331983805668,vtpote,2,0.16501650165016502
roma/n,2,0.17316017316017315,percipio,2,0.15760441292356187,hvc,2,0.18399264029438822,habito,2,0.1936108422071636,verbvm,2,0.1607717041800643,cognosco,2,0.16116035455278002,natio/1,2,0.16012810248198558,devoveo,3,0.22404779686333084,mevs,2,0.16194331983805668,primvs,2,0.16501650165016502
venio,2,0.17316017316017315,praesens,2,0.15760441292356187,nolo,2,0.18399264029438822,vxor,2,0.1936108422071636,nosco,2,0.1607717041800643,invenio,2,0.16116035455278002,saepe,2,0.16012810248198558,visito,3,0.22404779686333084,praeclarvs,2,0.16194331983805668,sedes,2,0.16501650165016502
invenio,2,0.17316017316017315,perfero,2,0.15760441292356187,prohibeo,2,0.18399264029438822,consentio,2,0.1936108422071636,religiosvs,2,0.1607717041800643,affero,2,0.16116035455278002,mvltvs,2,0.16012810248198558,ideo,3,0.22404779686333084,aetas,2,0.16194331983805668,ambo/2,2,0.16501650165016502
perfero,2,0.17316017316017315,ministerivm,2,0.15760441292356187,appropinqvo,2,0.18399264029438822,tertivs,2,0.1936108422071636,cognosco,2,0.1607717041800643,opvs/1,2,0.16116035455278002,voco,2,0.16012810248198558,historia,2,0.14936519790888725,ivxta/1,2,0.16194331983805668,consentio,2,0.16501650165016502
nordanhymbri/n,2,0.17316017316017315,mercii/n,2,0.15760441292356187,doctrina,2,0.18399264029438822,nemo,2,0.1936108422071636,rego,2,0.1607717041800643,episcopvs,2,0.16116035455278002,modvs,2,0.16012810248198558,probo,2,0.14936519790888725,advenio,2,0.16194331983805668,potivs,2,0.16501650165016502
avdeo,2,0.17316017316017315,recipero,2,0.15760441292356187,convenio,2,0.18399264029438822,qvin/1,2,0.1936108422071636,svbtraho,2,0.1607717041800643,pervenio,2,0.16116035455278002,recipio,2,0.16012810248198558,sedvlvs,2,0.14936519790888725,confiteor,2,0.16194331983805668,talis,2,0.16501650165016502
avstralis,2,0.17316017316017315,condo,2,0.15760441292356187,species,2,0.18399264029438822,potivs,2,0.1936108422071636,abba,2,0.1607717041800643,erga,2,0.16116035455278002,lapis,2,0.16012810248198558,pivs,2,0.14936519790888725,sino,2,0.16194331983805668,dvo,2,0.16501650165016502
mando/2,2,0.17316017316017315,svvs,2,0.15760441292356187,dominicvs,2,0.18399264029438822,percvtio,2,0.1936108422071636,venerabilis,2,0.1607717041800643,adicio,2,0.16116035455278002,vter/4,2,0.16012810248198558,occasio,2,0.14936519790888725,magnvs,2,0.16194331983805668,capvt,2,0.16501650165016502
pervenio,2,0.17316017316017315,singvlvs,2,0.15760441292356187,sermo,2,0.18399264029438822,dives,2,0.1936108422071636,percipio,2,0.1607717041800643,mevs,2,0.16116035455278002,permaneo,2,0.16012810248198558,disco,2,0.14936519790888725,res,2,0.16194331983805668,ferme,2,0.16501650165016502
recipero,2,0.17316017316017315,nvllvs,2,0.15760441292356187,profero,2,0.18399264029438822,patria,2,0.1936108422071636,praesens,2,0.1607717041800643,mens,2,0.16116035455278002,sex,2,0.16012810248198558,omnis,2,0.14936519790888725,consto,2,0.16194331983805668,praecipio,2,0.16501650165016502
frater,2,0.17316017316017315,valeo,2,0.15760441292356187,devotio,2,0.18399264029438822,spativm,2,0.1936108422071636,fidelis/2,2,0.1607717041800643,terra,2,0.16116035455278002,lingva,2,0.16012810248198558,regio,2,0.14936519790888725,magnitvdo,2,0.16194331983805668,interpres,2,0.16501650165016502
monasterivm,2,0.17316017316017315,sicvt/1,2,0.15760441292356187,amo,2,0.18399264029438822,meridianvs,2,0.1936108422071636,memini,2,0.1607717041800643,vmqvam,2,0.16116035455278002,contingo/1,2,0.16012810248198558,postea,2,0.14936519790888725,dvo,2,0.16194331983805668,novvs,2,0.16501650165016502
condo,2,0.17316017316017315,contra/2,2,0.15760441292356187,actvs/3,2,0.18399264029438822,popvlvs/1,2,0.1936108422071636,reperio,2,0.1607717041800643,ferrvm,2,0.16116035455278002,finis,2,0.16012810248198558,nonnvllvs,2,0.14936519790888725,praecipio,2,0.16194331983805668,hospitivm,2,0.16501650165016502
ago,2,0.17316017316017315,inqvio,2,0.15760441292356187,semper,2,0.18399264029438822,magnitvdo,2,0.1936108422071636,corpvs,2,0.1607717041800643,lapis,2,0.16116035455278002,ambo/2,2,0.16012810248198558,consilivm,2,0.14936519790888725,vllvs,2,0.16194331983805668,avfero,2,0.16501650165016502
innvmervs,2,0.17316017316017315,vivo,2,0.15760441292356187,involvo,2,0.18399264029438822,tres,2,0.1936108422071636,locvs,2,0.1607717041800643,ignis,2,0.16116035455278002,servo,2,0.16012810248198558,pater,2,0.14936519790888725,promitto,2,0.16194331983805668,servio,2,0.16501650165016502
memini,2,0.17316017316017315,potivs,2,0.15760441292356187,etenim,2,0.18399264029438822,interpres,2,0.1936108422071636,qvondam,2,0.1607717041800643,longe,2,0.16116035455278002,propter/2,2,0.16012810248198558,svpersvm/1,2,0.14936519790888725,maneo,2,0.16194331983805668,sperno,2,0.16501650165016502
excipio,2,0.17316017316017315,tantvs,2,0.15760441292356187,qvantvs/1,2,0.18399264029438822,gavdivm,2,0.1936108422071636,flvvivs,2,0.1607717041800643,confiteor,2,0.16116035455278002,vexillvm,2,0.16012810248198558,qvalis/1,2,0.14936519790888725,antea,2,0.16194331983805668,animvs,2,0.16501650165016502
reperio,2,0.17316017316017315,aeternvs,2,0.15760441292356187,pecvnia,2,0.18399264029438822,maneo,2,0.1936108422071636,fons,2,0.1607717041800643,incipio,2,0.16116035455278002,comes,2,0.16012810248198558,condo,2,0.14936519790888725,domvs,2,0.16194331983805668,baptizo,2,0.16501650165016502
veritas,2,0.17316017316017315,virtvs,2,0.15760441292356187,pavper,2,0.18399264029438822,necessarivs/2,2,0.1936108422071636,modvs,2,0.1607717041800643,ingredior,2,0.16116035455278002,nolo,2,0.16012810248198558,fidelis/2,2,0.14936519790888725,praedico/3,2,0.16194331983805668,praedico/2,2,0.16501650165016502
infirmitas,2,0.17316017316017315,sermo,2,0.15760441292356187,reddo,2,0.18399264029438822,ministro,2,0.1936108422071636,noctvrnvs,2,0.1607717041800643,intro/1,2,0.16116035455278002,animvs,2,0.16012810248198558,obsecro,2,0.14936519790888725,novvs,2,0.16194331983805668,possessio,2,0.16501650165016502
svpernvs,2,0.17316017316017315,idolvm,2,0.15760441292356187,pertineo,2,0.18399264029438822,antea,2,0.1936108422071636,nimirvm,2,0.1607717041800643,tertivs,2,0.16116035455278002,dvm/2,2,0.16012810248198558,credo,2,0.14936519790888725,socio,2,0.16194331983805668,postqvam,2,0.16501650165016502
svvs,2,0.17316017316017315,fvngor,2,0.15760441292356187,silentivm,2,0.18399264029438822,svpero,2,0.1936108422071636,contingo/1,2,0.1607717041800643,potivs,2,0.16116035455278002,praedico/2,2,0.16012810248198558,intercessio,2,0.14936519790888725,avfero,2,0.16194331983805668,potestas,2,0.16501650165016502
singvlvs,2,0.17316017316017315,ratio,2,0.15760441292356187,prex,2,0.18399264029438822,cvnctvs,2,0.1936108422071636,magnvs,2,0.1607717041800643,spativm,2,0.16116035455278002,oro,2,0.16012810248198558,qvondam,2,0.14936519790888725,oratio,2,0.16194331983805668,eatenvs,2,0.16501650165016502
qvondam,2,0.17316017316017315,etenim,2,0.15760441292356187,necessitas,2,0.18399264029438822,baptizo,2,0.1936108422071636,volo/3,2,0.1607717041800643,consvetvdo,2,0.16116035455278002,congrvvs,2,0.16012810248198558,terra,2,0.14936519790888725,animvs,2,0.16194331983805668,saecvlvm,2,0.16501650165016502
longvs,2,0.17316017316017315,laboro,2,0.15760441292356187,narro,2,0.18399264029438822,honor,2,0.1936108422071636,res,2,0.1607717041800643,dvo,2,0.16116035455278002,confero,2,0.16012810248198558,aqva,2,0.14936519790888725,convenio,2,0.16194331983805668,labor/1,2,0.16501650165016502
voco,2,0.17316017316017315,libero,2,0.15760441292356187,tollo,2,0.18399264029438822,dvm/2,2,0.1936108422071636,hodie,2,0.1607717041800643,capvt,2,0.16116035455278002,potestas,2,0.16012810248198558,ignis,2,0.14936519790888725,miracvlvm,2,0.16194331983805668,amo,2,0.16501650165016502
qvidam,2,0.17316017316017315,pereo/1,2,0.15760441292356187,sedeo,2,0.18399264029438822,conflvo,2,0.1936108422071636,secerno,2,0.1607717041800643,praecipio,2,0.16116035455278002,cavsa,2,0.16012810248198558,nimirvm,2,0.14936519790888725,sermo,2,0.16194331983805668,homo,2,0.16501650165016502
