,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
venio,6,0.5042016806722689,fides/2,5,0.4166666666666667,devenio,6,0.4834810636583401,fidelis/2,6,0.516795865633075,nomen,5,0.4703668861712135,dono,6,0.48543689320388345,disciplina,6,0.5119453924914675,soleo,6,0.5029337803855826,rego,6,0.4405286343612335,doceo,6,0.4815409309791332
vita,6,0.5042016806722689,qvidam,5,0.4166666666666667,opvs/1,5,0.40290088638195,vivo,6,0.516795865633075,maximvs,5,0.4703668861712135,baptizo,6,0.48543689320388345,rex,5,0.42662116040955633,lingva,6,0.5029337803855826,revereor,6,0.4405286343612335,pontifex,6,0.4815409309791332
ivxta/1,6,0.5042016806722689,terra,5,0.4166666666666667,episcopvs,5,0.40290088638195,regivs,6,0.516795865633075,fons,5,0.4703668861712135,pascha,6,0.48543689320388345,nosco,5,0.42662116040955633,contingo/1,6,0.5029337803855826,memini,6,0.4405286343612335,recipio,6,0.4815409309791332
lingva,6,0.5042016806722689,intro/1,5,0.4166666666666667,vita,5,0.40290088638195,nvnc,5,0.4306632213608958,nox,5,0.4703668861712135,svvm,6,0.48543689320388345,pivs,5,0.42662116040955633,peto,6,0.5029337803855826,qvidam,6,0.4405286343612335,facio,6,0.4815409309791332
incipio,6,0.5042016806722689,servo,5,0.4166666666666667,pvlcher,5,0.40290088638195,solvs,5,0.4306632213608958,dominvs,5,0.4703668861712135,dignvs,5,0.40453074433656955,cvro,5,0.42662116040955633,sto,6,0.5029337803855826,res,6,0.4405286343612335,dono,6,0.4815409309791332
do,6,0.5042016806722689,talis,5,0.4166666666666667,ardeo,5,0.40290088638195,verbvm,5,0.4306632213608958,ostendo,5,0.4703668861712135,percipio,5,0.40453074433656955,voco,5,0.42662116040955633,gravis,6,0.5029337803855826,propter/2,6,0.4405286343612335,ritvs,6,0.4815409309791332
immo,6,0.5042016806722689,promitto,5,0.4166666666666667,propter/2,5,0.40290088638195,avditor,5,0.4306632213608958,sanctvs,4,0.37629350893697083,soleo,5,0.40453074433656955,qvidam,5,0.42662116040955633,nvnc,5,0.4191114836546521,vivo,6,0.4405286343612335,transeo/1,6,0.4815409309791332
filivs,6,0.5042016806722689,novvs,5,0.4166666666666667,egredior,5,0.40290088638195,religiosvs,5,0.4306632213608958,disco,4,0.37629350893697083,magnvs,5,0.40453074433656955,nvllvs,5,0.42662116040955633,memoria,5,0.4191114836546521,relinqvo,6,0.4405286343612335,filivs,6,0.4815409309791332
gens,5,0.42016806722689076,relinqvo,5,0.4166666666666667,regnvm,5,0.40290088638195,exsisto,5,0.4306632213608958,video,4,0.37629350893697083,dvx,5,0.40453074433656955,facio,5,0.42662116040955633,pono,5,0.4191114836546521,exemplvm,6,0.4405286343612335,aliqvot,6,0.4815409309791332
lego/2,5,0.42016806722689076,oro,5,0.4166666666666667,animvs,5,0.40290088638195,cantvari/n,5,0.4306632213608958,praesens,4,0.37629350893697083,qvin/1,5,0.40453074433656955,gavdivm,5,0.42662116040955633,valeo,5,0.4191114836546521,amor,6,0.4405286343612335,historia,5,0.40128410914927765
probo,5,0.42016806722689076,confero,5,0.4166666666666667,sermo,5,0.40290088638195,diligens,5,0.4306632213608958,sancio,4,0.37629350893697083,dominvs,5,0.40453074433656955,ivbeo,5,0.42662116040955633,aqva,5,0.4191114836546521,opera,6,0.4405286343612335,memoria,5,0.40128410914927765
obsecro,5,0.42016806722689076,saecvlvm,5,0.4166666666666667,conversatio,5,0.40290088638195,permitto,5,0.4306632213608958,soleo,4,0.37629350893697083,promitto,5,0.40453074433656955,virtvs,5,0.42662116040955633,permaneo,5,0.4191114836546521,theodore/n1,5,0.36710719530102787,regio,5,0.40128410914927765
mevs,5,0.42016806722689076,ivdicivm,5,0.4166666666666667,rogo,5,0.40290088638195,pater,5,0.4306632213608958,recipio,4,0.37629350893697083,religio,5,0.40453074433656955,gradvs,5,0.42662116040955633,capvt,5,0.4191114836546521,svpernvs,5,0.36710719530102787,pater,5,0.40128410914927765
svvs,5,0.42016806722689076,tandem,5,0.4166666666666667,loqvor,5,0.40290088638195,natio/1,5,0.4306632213608958,redeo/1,4,0.37629350893697083,seqvor,5,0.40453074433656955,vestis,5,0.42662116040955633,neqvaqvam,5,0.4191114836546521,qvondam,5,0.36710719530102787,vita,5,0.40128410914927765
vter/4,5,0.42016806722689076,manvs/1,5,0.4166666666666667,anima,5,0.40290088638195,corpvs,5,0.4306632213608958,hora,4,0.37629350893697083,bellvm,5,0.40453074433656955,clamo,5,0.42662116040955633,membrvm,5,0.4191114836546521,nvllvs,5,0.36710719530102787,mevs,5,0.40128410914927765
advenio,5,0.42016806722689076,trado,5,0.4166666666666667,pavper,5,0.40290088638195,sedes,5,0.4306632213608958,nemo,4,0.37629350893697083,regno,5,0.40453074433656955,appareo,5,0.42662116040955633,exeo/1,5,0.4191114836546521,fero,5,0.36710719530102787,qvondam,5,0.40128410914927765
virtvs,5,0.42016806722689076,gens,4,0.33333333333333337,alter,5,0.40290088638195,mitto,5,0.4306632213608958,potivs,4,0.37629350893697083,perimo,5,0.40453074433656955,percipio,4,0.3412969283276451,ascendo,5,0.4191114836546521,cvmqve,5,0.36710719530102787,nobilis/2,5,0.40128410914927765
oro,5,0.42016806722689076,solvs,4,0.33333333333333337,ascendo,5,0.40290088638195,saecvlaris,5,0.4306632213608958,totvs,4,0.37629350893697083,deniqve,4,0.3236245954692557,pervenio,4,0.3412969283276451,timor,5,0.4191114836546521,regnvm,5,0.36710719530102787,primvs,5,0.40128410914927765
via,5,0.42016806722689076,sedvlvs,4,0.33333333333333337,historia,4,0.32232070910556004,rex,4,0.34453057708871665,tantvs,4,0.37629350893697083,frater,4,0.3236245954692557,vita,4,0.3412969283276451,sano,5,0.4191114836546521,maneo,5,0.36710719530102787,accipio,5,0.40128410914927765
perficio,5,0.42016806722689076,doceo,4,0.33333333333333337,sedvlvs,4,0.32232070910556004,desidero,4,0.34453057708871665,religio,4,0.37629350893697083,antistes,4,0.3236245954692557,modvs,4,0.3412969283276451,somnvs,5,0.4191114836546521,vocabvlvm,5,0.36710719530102787,dominvs,5,0.40128410914927765
observo,5,0.42016806722689076,videlicet,4,0.33333333333333337,vervs,4,0.32232070910556004,lego/2,4,0.34453057708871665,mos,4,0.37629350893697083,ago,4,0.3236245954692557,praeter/2,4,0.3412969283276451,historia,4,0.3352891869237217,domvs,5,0.36710719530102787,regnvm,5,0.40128410914927765
nvmqvam,5,0.42016806722689076,consilivm,4,0.33333333333333337,refero,4,0.32232070910556004,devs,4,0.34453057708871665,svscipio,4,0.37629350893697083,britannia/n,4,0.3236245954692557,fero,4,0.3412969283276451,qvoqve,4,0.3352891869237217,praedico/3,5,0.36710719530102787,donec,5,0.40128410914927765
observatio,5,0.42016806722689076,nvllvs,4,0.33333333333333337,qvoqve,4,0.32232070910556004,dignvs,4,0.34453057708871665,praedico/1,4,0.37629350893697083,flvvivs,4,0.3236245954692557,impetro,4,0.3412969283276451,disco,4,0.3352891869237217,caelestis,5,0.36710719530102787,peregrinvs/2,5,0.40128410914927765
sabbatvm,5,0.42016806722689076,valeo,4,0.33333333333333337,svbtraho,4,0.32232070910556004,qvoqve,4,0.34453057708871665,manvs/1,4,0.37629350893697083,scoti/n,4,0.3236245954692557,adeo/1,4,0.3412969283276451,cvro,4,0.3352891869237217,lectio,5,0.36710719530102787,prohibeo,5,0.40128410914927765
revereor,4,0.33613445378151263,nox,4,0.33333333333333337,ibi,4,0.32232070910556004,divinvs/2,4,0.34453057708871665,vir,3,0.28222013170272814,fero,4,0.3236245954692557,qvin/1,4,0.3412969283276451,provincia,4,0.3352891869237217,ocvlvs,5,0.36710719530102787,servio,5,0.40128410914927765
venerabilis,4,0.33613445378151263,magnvs,4,0.33333333333333337,erga,4,0.32232070910556004,occasio,4,0.34453057708871665,bonvs,3,0.28222013170272814,ergo/2,4,0.3236245954692557,maneo,4,0.3412969283276451,ibi,4,0.3352891869237217,dispono,5,0.36710719530102787,pax,5,0.40128410914927765
discipvlvs,4,0.33613445378151263,hodie,4,0.33333333333333337,nomen,4,0.32232070910556004,cvro,4,0.34453057708871665,divinvs/2,3,0.28222013170272814,coepio,4,0.3236245954692557,oro,4,0.3412969283276451,invenio,4,0.3352891869237217,svscipio,5,0.36710719530102787,minister/1,5,0.40128410914927765
svccessor,4,0.33613445378151263,totvs,4,0.33333333333333337,ivxta/1,4,0.32232070910556004,discipvlvs,4,0.34453057708871665,scribo,3,0.28222013170272814,imperivm,4,0.3236245954692557,saecvlvm,4,0.3412969283276451,frater,4,0.3352891869237217,lego/2,4,0.2936857562408223,eo/1,5,0.40128410914927765
veritas,4,0.33613445378151263,capvt,4,0.33333333333333337,advenio,4,0.32232070910556004,videlicet,4,0.34453057708871665,provincia,3,0.28222013170272814,christianvs/2,4,0.3236245954692557,transeo/1,4,0.3412969283276451,ago,4,0.3352891869237217,doceo,4,0.2936857562408223,kalendae,5,0.40128410914927765
voco,4,0.33613445378151263,animvs,4,0.33333333333333337,dvo,4,0.32232070910556004,vsqve,4,0.34453057708871665,pater,3,0.28222013170272814,servio,4,0.3236245954692557,conversatio,4,0.3412969283276451,certvs,4,0.3352891869237217,pater,4,0.2936857562408223,appareo,5,0.40128410914927765
valeo,4,0.33613445378151263,doctrina,4,0.33333333333333337,gavdivm,4,0.32232070910556004,percipio,4,0.34453057708871665,ministerivm,3,0.28222013170272814,dvm/2,4,0.3236245954692557,libero,4,0.3412969283276451,infirmitas,4,0.3352891869237217,sicvt/1,4,0.2936857562408223,visito,5,0.40128410914927765
adhvc,4,0.33613445378151263,convenio,4,0.33333333333333337,miracvlvm,4,0.32232070910556004,praesens,4,0.34453057708871665,ago,3,0.28222013170272814,ordino,4,0.3236245954692557,sacer,4,0.3412969283276451,noctvrnvs,4,0.3352891869237217,peto,4,0.2936857562408223,limen,5,0.40128410914927765
sicvt/1,4,0.33613445378151263,doctor,4,0.33333333333333337,gradvs,4,0.32232070910556004,monasterivm,4,0.34453057708871665,siqvis,3,0.28222013170272814,hostis,4,0.3236245954692557,teneo,4,0.3412969283276451,redeo/1,4,0.3352891869237217,ergo/2,4,0.2936857562408223,presbyter,4,0.32102728731942215
hodie,4,0.33613445378151263,annvs,4,0.33333333333333337,lvx,4,0.32232070910556004,ago,4,0.34453057708871665,qvondam,3,0.28222013170272814,barbarvs/2,4,0.3236245954692557,invicem,4,0.3412969283276451,dono,4,0.3352891869237217,servo,4,0.2936857562408223,tvvs,4,0.32102728731942215
consto,4,0.33613445378151263,parvvs/2,4,0.33333333333333337,cerno,4,0.32232070910556004,excipio,4,0.34453057708871665,litvs,3,0.28222013170272814,pax,4,0.3236245954692557,nvmqvam,4,0.3412969283276451,dvo,4,0.3352891869237217,mitto,4,0.2936857562408223,devs,4,0.32102728731942215
praecipio,4,0.33613445378151263,seqvor,4,0.33333333333333337,hostis,4,0.32232070910556004,mevs,4,0.34453057708871665,genvs/1,3,0.28222013170272814,offero,4,0.3236245954692557,circvmdo,4,0.3412969283276451,praecipio,4,0.3352891869237217,assvm/1,4,0.2936857562408223,venerabilis,4,0.32102728731942215
nolo,4,0.33613445378151263,exemplvm,4,0.33333333333333337,perdvco,4,0.32232070910556004,mens,4,0.34453057708871665,flvvivs,3,0.28222013170272814,sedeo,4,0.3236245954692557,rapio,4,0.3412969283276451,hvc,4,0.3352891869237217,debeo,4,0.2936857562408223,reverto,4,0.32102728731942215
baptizo,4,0.33613445378151263,cavsa,4,0.33333333333333337,rvrsvs,4,0.32232070910556004,ivxta/1,4,0.34453057708871665,aqva,3,0.28222013170272814,virgo,4,0.3236245954692557,indicivm,4,0.3412969283276451,servio,4,0.3352891869237217,sermo,4,0.2936857562408223,praesens,4,0.32102728731942215
praefero,4,0.33613445378151263,rogo,4,0.33333333333333337,traho,4,0.32232070910556004,sicvt/1,4,0.34453057708871665,ferrvm,3,0.28222013170272814,postmodvm,4,0.3236245954692557,devoveo,4,0.3412969283276451,annvs,4,0.3352891869237217,mors,4,0.2936857562408223,terra,4,0.32102728731942215
lvx,4,0.33613445378151263,pecvnia,4,0.33333333333333337,cogitatio,4,0.32232070910556004,magnvs,4,0.34453057708871665,lvcidvs,3,0.28222013170272814,gloriosvs,3,0.24271844660194172,dispensatio,4,0.3412969283276451,cogito,4,0.3352891869237217,praemivm,4,0.2936857562408223,propter/2,4,0.32102728731942215
vvltvs,4,0.33613445378151263,ocvlvs,4,0.33333333333333337,svrgo,4,0.32232070910556004,dominicvs,4,0.34453057708871665,adhvc,3,0.28222013170272814,prior,3,0.24271844660194172,salvs,3,0.25597269624573377,semper,4,0.3352891869237217,ostendo,4,0.2936857562408223,religio,4,0.32102728731942215
postvlo,4,0.33613445378151263,hostis,4,0.33333333333333337,qvaero,4,0.32232070910556004,labor/1,4,0.34453057708871665,plaga/2,3,0.28222013170272814,refero,3,0.24271844660194172,institvo,3,0.25597269624573377,aio,4,0.3352891869237217,vaco,4,0.2936857562408223,dominicvs,4,0.32102728731942215
